Homo sapiens	Saccharomyces cerevisiae	Candida albicans	Botrytis cinerea	Thermothielavioides terrestris	Aspergillus oryzae	Toxoplasma gondii	Plasmodium sp. gorilla clade G2	Trypanosoma brucei	Leishmania infantum	Staphylococcus aureus	Priestia aryabhattai	Streptococcus pneumoniae	Streptococcus thermophilus	Streptococcus suis	Limosilactobacillus fermentum	Enterococcus faecalis	Enterococcus faecium	Blautia wexlerae	Blautia massiliensis	Blautia sp. SC05B48	Blautia obeum	Anaerostipes hadrus	[Ruminococcus] torques	[Ruminococcus] gnavus	[Eubacterium] rectale	Anaerobutyricum hallii	Coprococcus comes	[Clostridium] scindens	Dorea longicatena	Enterocloster bolteae	Oscillospiraceae bacterium	Ruminococcus sp. SR1/5	Clostridium sp. AWRP	Clostridium neonatale	Eubacterium callanderi	Mogibacterium diversum	uncultured Clostridia bacterium	Erysipelatoclostridium ramosum	[Clostridium] innocuum	Erysipelotrichaceae bacterium 66202529	Parvimonas micra	Actinomyces graevenitzii	Schaalia odontolytica	Bifidobacterium longum	Eggerthella lenta	Collinsella aerofaciens	Escherichia coli	Klebsiella pneumoniae	Polynucleobacter sp. MG-Unter2-18	Bacteroides thetaiotaomicron	Bacteroides uniformis	Phocaeicola dorei	Phocaeicola vulgatus	Parabacteroides distasonis	Parabacteroides merdae	Tepiditoga spiralis	uncultured human fecal virus	Sellimonas intestinalis	Clostridium perfringens	Clostridiaceae bacterium Marseille-Q4149	Lactococcus lactis	Limosilactobacillus oris	Megasphaera massiliensis	Bifidobacterium adolescentis	Bifidobacterium pseudocatenulatum	Bifidobacterium bifidum	Collinsella stercoris	Bacteroides salyersiae	Listeria monocytogenes	Streptococcus lutetiensis	Streptococcus infantarius	Christensenella minuta	Streptococcus sp. HSISS1	Streptococcus equinus	Streptococcus gallolyticus	Lacticaseibacillus paracasei	Limosilactobacillus mucosae	Arachnia rubra	Methanobrevibacter smithii
Staphylococcus aureus	-0.429820896346451	-0.139040072732468	-0.0583663138654899	-0.17480788235539	-0.197885763800134	-0.178395209884018	-0.270368410577911	-0.150080867307307	-0.236150862792087	-0.150943210947584	NA	-0.024076009999094	-0.00338906587194199	0.052358501977962	0.253881325250743	0.948939543466437	0.1987289760181	0.160412914505641	0.167073720133804	-0.0414334331968549	-0.0378492336612244	0.11644683445218	-0.0319978539851675	0.212740668549803	-0.0253855319920285	0.101122559637312	0.263009869056034	0.199731023627038	0.242777288141226	0.263623711001047	-0.0543169342300566	0.0586706639256612	-0.0428219913225681	0.00428370185298334	0.137704121598989	-0.0478180970810331	0.0986631854646711	0.163418289027342	-0.023227587228188	-0.00754930853383055	-0.0469184932191105	-0.0456287237212213	-0.0485667039469975	-0.0170276096142693	-0.0532564925999807	-0.0329117229052281	0.228697052165288	-0.0636406470985665	-0.0475582552596101	-0.122066307613678	-0.0629497435903092	-0.0402270712542272	-0.0499222860340647	-0.077815737336523	-0.0600174884997615	-0.0727484644028878	-0.0476023710156343	0.0824779617591096	-0.0506297203394432	0.226787536251652	0.014104256211072	0.249038794367294	0.226998011590319	0.149613055872884	-0.054619435103347	-0.059160838992112	-0.0437696103966594	-0.0258860660516725	-0.0469285258554336	0.949290055390086	-0.0564334732293316	-0.0550097289169631	0.103169600145971	0.261303070000337	-0.0569555660035373	-0.0261669893470611	0.0852159408079131	0.0119292098780027	-0.0593895910729003	-0.0333688512953228
Priestia aryabhattai	-0.413215955453736	0.271905232014121	0.0739326135831986	0.0877415968866538	0.574509559832413	0.243181436874411	-0.148855233558483	0.661877964886482	-0.162894372526019	0.0980509828092387	-0.024076009999094	NA	0.553715784593903	0.650749932578745	0.216715469384741	-0.046194378051643	-0.0793801715931639	0.19915151123541	0.451371213909533	0.656783263729059	0.667270631156564	0.422903354121812	0.684460288210992	0.227007805161948	0.151145758507055	-0.00927368689649216	0.0965104535514943	0.187558882170126	0.159066088338514	0.130572361352382	-0.040547668431516	0.201136211055235	0.658058442933116	0.940153397114741	0.522857664207424	-0.0606523399838456	0.416957070632125	0.140408991667398	0.819323212847664	0.204097968556568	0.164598465211262	0.668242300337627	0.761320453992448	0.75248622243355	0.0859454423500603	0.147998843386523	0.0112124039484718	-0.099348809488453	-0.0439295409503051	0.0817377674745187	-0.0853224680467113	-0.0766045567551219	-0.0781074263149373	-0.0998533698964402	-0.0983047267218108	-0.115298986876449	0.84011289441067	0.564757890456853	0.24187390791453	0.189130123303238	-0.0528500977348312	0.101062409840743	-0.00302944082462483	0.136541697669408	-0.062078162244196	-0.0908242015500579	-0.0675818902769329	0.28529685623918	0.00215472054808684	-0.0471791206187853	0.0868958068277283	0.128380294665678	0.274668900017918	0.158502210162673	0.157023077076775	0.228917702176369	0.400618639423684	-0.0712554927674103	0.702588314808349	-0.073413945454388
Streptococcus pneumoniae	-0.407345134309943	0.237721348910757	0.165010538596913	0.133648606454243	0.232127942693598	0.113004537696267	-0.0340674854171033	0.399728137482523	0.050146066833779	0.0148035391667802	-0.00338906587194199	0.553715784593903	NA	0.660160977949912	0.428578658544895	-0.117495875229613	-0.0516153936890363	0.157868961696126	0.621749628224724	0.619688869716788	0.620280949375981	0.548974744967333	0.611754162023772	0.403320351118495	-0.0247834301404861	0.0915405079620617	0.363354316589302	0.364734425551719	0.396862061184434	0.386617524314253	0.0181834346740517	0.253941359625421	0.614319907674393	0.582013444523764	0.583502519105331	0.000103299501696978	0.404447306344132	0.283293673316066	0.609986495220738	-0.00956878077681019	0.558949401672437	0.434269517807736	0.589663510866447	0.572153230184724	0.394342928479121	0.01982850703667	0.267516752340121	-0.0198927165837528	-0.156987108563097	0.191266596528795	-0.15146585298104	-0.0181031478366466	-0.0293203423522627	-0.189439830979754	-0.0810629989926425	-0.170634589861699	0.500030854783332	0.613778345709026	-0.0555856942653506	0.452711533423731	-0.0368255465043506	0.350525407110841	0.167977065242969	0.231998236410638	-0.0689039109617405	-0.0227726271616003	-0.0509771425258841	0.0520258438322748	-0.0293020543321775	-0.115524440630699	-0.077838798204239	-0.044161133443672	0.227400832407191	0.409709450799624	-0.0789962803442445	-0.020712523015998	0.279615336140638	-0.0529993506859928	0.530215744078501	-0.0578074666164064
Streptococcus thermophilus	-0.622346838413806	0.0428374357940816	-0.108563525392931	-0.171552911897741	0.234337422803551	0.0438881526432638	-0.37658049898698	0.546660248958961	-0.329490136781351	-0.124533538517706	0.052358501977962	0.650749932578745	0.660160977949912	NA	0.523157463479288	-0.0575806693806866	-0.0459296139918016	0.185211288200186	0.848465190399834	0.896341200231226	0.902088039537117	0.864626243990115	0.919392552791663	0.538257262393596	0.00655752246906954	0.261643453411132	0.403894310341425	0.533635460260842	0.445139064375377	0.461549769060683	-0.028997791068308	0.484625754660823	0.894275345892544	0.759673283803726	0.784453378088229	0.174967681473504	0.569035342652883	0.455389083552112	0.878081076398788	0.000810193696486527	0.00615704324159532	0.646516232308135	0.894562393293605	0.885842694518302	-0.0759204581335111	0.116741189615056	0.374432436410773	0.218623888884093	-0.0763227408914791	-0.182256653437617	0.018353388416533	0.189736699319723	0.177853365094314	-0.0286612573055062	0.138643799079347	-0.0792280785132203	0.653858232693013	0.899325167374887	-0.0554040456048693	0.386357728963321	0.104653129141766	0.440180936582437	0.19760702960489	0.187039732108911	-0.0736784953019391	-0.088128850492443	-0.0644881524954767	0.0109646779024728	-0.0487538425800157	-0.0571262329644146	-0.0807658640619979	-0.0273194378120469	0.316477612764182	0.477938086937833	-0.0777059335052374	0.0183928782565339	0.267853803928027	-0.0487227196753512	0.823456660386694	-0.0527835347802735
Streptococcus suis	-0.618338305656247	-0.236522275981867	-0.0581387453911206	-0.24151967568729	-0.135361506261067	-0.18184743738365	-0.403097841313979	-0.0592091266388956	-0.356224751524271	-0.191350531129784	0.253881325250743	0.216715469384741	0.428578658544895	0.523157463479288	NA	-0.042379541323752	-0.0564768398641203	0.692350898397402	0.820446489369502	0.171310633495479	0.191852700496634	0.745351442523376	0.207988024770197	0.962171293046191	0.163138022985321	0.522356435594107	0.973344711369925	0.86782167739077	0.987712602761388	0.988552906046312	-0.0211153654825595	0.513352138122754	0.165416895760848	0.358783251832125	0.835545929672059	0.0400855163230701	0.588509656984972	0.819991850505573	0.288255194840124	0.214156852640792	0.0107199393360093	0.139795093920435	0.146951022260075	0.28744454251524	-0.0225700204375231	0.203599281374159	0.921752829847569	0.0334280496559665	-0.0678139991185673	-0.189773238601813	-0.0398714348758683	0.0522382823487107	0.0494877534656717	-0.0557401133593033	0.0169042985699025	-0.0776342179955204	0.162700624181153	0.611902415245193	0.0654403939646391	0.950651551160546	0.19402023888526	0.963754526328422	0.626755464972219	0.671984832664056	-0.063002419568895	-0.0775794738996393	-0.041576924412812	0.214311436346637	-0.0231467637682711	-0.0429048476791224	-0.00598092283967864	0.0138209944301169	0.671646698615604	0.988094296467826	0.0258793479670528	0.160821055284985	0.426024160211338	-0.0460115922647885	0.12819408027946	-0.052708840955331
Limosilactobacillus fermentum	-0.310176560067108	-0.0935205504634841	-0.0428084594391474	-0.141481540291159	-0.154449278763978	-0.13529751862801	-0.208268874281662	-0.103580954757723	-0.186141197777603	-0.11749118405252	0.948939543466437	-0.046194378051643	-0.117495875229613	-0.0575806693806866	-0.042379541323752	NA	0.215055447739993	-0.0311852197292525	-0.0541484406639136	-0.0415809047341908	-0.0430119209042819	-0.0677162000765914	-0.0438588556485435	-0.0599768495742864	-0.0359051725364851	-0.0435831354172881	-0.0395494874037578	-0.0551590697819216	-0.0511884556191327	-0.0429097766612619	-0.0311663517752362	-0.060375339883546	-0.0412947624754842	-0.060171401040187	-0.0684358225987318	-0.0324854406312921	-0.0492915154766618	-0.0619565156092657	-0.0530268668722971	-0.0371264572828215	-0.0414174095945038	-0.0416559552494225	-0.0401964337331541	-0.0512859068154959	-0.0420514453697971	-0.0483957907886204	-0.0467029830619119	-0.0450384038152688	-0.0317462043838876	-0.105559801425183	-0.0414431897317938	-0.0274265339445907	-0.036320289811105	-0.0481095210701028	-0.0387934872929741	-0.0478760559280766	-0.0722057265393912	-0.060294666317118	-0.0298502169205372	-0.0560248704072926	-0.0309137450157999	-0.0521978557862161	0.0334485108224265	-0.0543447983991703	-0.0302673841439571	-0.040197679783543	-0.0326828372025245	-0.0514603776529568	-0.0428680588189714	0.999852443166767	-0.0369977856784114	-0.0389691245591195	-0.0596103983043278	-0.0450346665529161	-0.0371422594322995	-0.0374343110035674	0.00110768040811204	0.0204086543714148	-0.048975327877443	-0.0248739001018745
Enterococcus faecalis	-0.0542038553101885	0.0403422537366576	0.0916778527997576	0.0886569668780992	-0.215626112019718	0.175426157193596	-0.0591721593557617	-0.138944059137187	-0.00307739381444119	0.0401825756655287	0.1987289760181	-0.0793801715931639	-0.0516153936890363	-0.0459296139918016	-0.0564768398641203	0.215055447739993	NA	-0.0135471287238148	-0.0386975564608416	-0.0348092271719554	-0.0357988612892951	-0.0487864792474891	-0.0305800849065962	-0.0452148924338821	-0.0211203836393486	-0.0454491170105585	-0.0268643626239407	-0.041125180853604	-0.0372995026105443	-0.0373592692159366	0.0891802939272447	-0.04789998237482	-0.0336308307253	-0.0671593747016786	-0.08073666651061	-0.0188429374046256	0.0500437182165616	-0.0451439877421182	-0.0356860752527253	-0.0162799364193812	-0.0123629935132141	0.0514022907882525	-0.0341952374350885	-0.0177198512444124	0.0162085254649591	-0.0293151757781529	-0.00718088408922169	-0.00260137369862786	-0.020472637537856	0.0661856804381863	-0.0358418136497833	-0.0328962925900369	-0.0430413906406965	-0.0112437348033899	-0.0239071519548065	-0.0292052110120466	-0.0875386065741545	-0.0455978283678357	-0.0031860128594012	0.0706620274231428	-0.0492615574225348	-0.0493806577932667	0.0506226820156841	0.000622970597575482	0.121131770837685	0.631236752934305	0.901428407434995	0.00263582285371621	-0.0578429492547744	0.21388463002564	0.753626199813893	0.766093471580243	-0.0672916948489729	-0.0502308658679359	0.55606617527045	0.259232316273479	0.197026909109231	0.967268367317154	-0.0590847719364276	0.956403998274689
Enterococcus faecium	-0.647832362160931	-0.332337825501	-0.0817780235619452	-0.283845376757486	-0.274381809393641	-0.238457211075326	-0.443444929700112	-0.227588416617637	-0.387389042704914	-0.229574021496231	0.160412914505641	0.19915151123541	0.157868961696126	0.185211288200186	0.692350898397402	-0.0311852197292525	-0.0135471287238148	NA	0.424203308123142	-0.0376853604153738	0.00204029636269467	0.45599046914109	-0.015735885253423	0.743963136301357	0.766517786267412	0.26852794065557	0.620808179767365	0.517012757053994	0.685479534688791	0.631291709567327	0.0155174765303898	0.357686287061934	-0.0405166647838405	0.234270471832251	0.716968263250013	-0.0627596012739964	0.344770754752422	0.591727473601623	0.22957129285928	0.833806693811286	0.00136012154821381	0.0113289738485086	-0.0526656096698157	0.0495597524835327	-0.0807405631343281	0.708682078115587	0.559717578364101	-0.0899602669171261	-0.0567126127471105	-0.224158122135048	-0.0824498473327208	-0.0558901455153521	-0.0695248040062639	-0.0848795201088431	-0.0733632643028616	-0.0923933318868598	-0.0356664857810052	0.307326637631975	0.725716431940862	0.777618555178155	0.0880570635895576	0.600782819517353	0.438802703090875	0.537917011070073	0.0231013262980886	-0.0129193718296149	0.0197738480365625	0.683745100423437	-0.0637897196614781	-0.0352893284669043	0.43625128047906	0.428158445734535	0.925098737508841	0.629767623648896	0.583413546167718	0.771585852509439	0.704979310088373	-0.0113141193652286	-0.0708251135527192	-0.0189112018791022
Blautia wexlerae	-0.682012033361773	-0.0891707177817089	-0.101199050418691	-0.223799204048987	0.0338148969636122	-0.0987457444856068	-0.419133886768684	0.274941545078586	-0.360496526596359	-0.186481489008524	0.167073720133804	0.451371213909533	0.621749628224724	0.848465190399834	0.820446489369502	-0.0541484406639136	-0.0386975564608416	0.424203308123142	NA	0.658595474919975	0.668833993367487	0.837641457904043	0.685168756389634	0.841643402970256	0.0324051073703375	0.536663714467239	0.778111899590261	0.849027502164172	0.771882629624745	0.792197700181285	-0.0660558514073851	0.639746521409156	0.654358586256767	0.591032116952861	0.88603536529362	-0.0694072133547824	0.62731883826593	0.733912264355087	0.650725866478997	0.0496881682745683	0.00241901808605086	0.442628759492155	0.616952014061708	0.688488718643619	-0.0147041011252595	0.0811260661565658	0.728345321104748	0.0274689524450665	-0.0808013596277322	-0.18527537517737	-0.0937634847496137	-0.0501199063908096	-0.0386176638775026	-0.0365848193119519	-0.083730906602567	-0.0498098446280873	0.427902539464756	0.933832474608143	-0.0641586012642713	0.708330643350552	0.301876832932519	0.753021569973603	0.44093170290929	0.454193110809337	-0.0855675276157678	-0.0832046717499597	-0.0463039505459926	0.0861261813332388	-0.0660095571177365	-0.052540598153749	-0.0742465072311699	-0.031287284234767	0.519817615992223	0.793495168544478	-0.0737985704420855	0.0348553471656202	0.337908170966165	-0.0374946024874002	0.550871855364115	-0.0436251770729316
Blautia massiliensis	-0.448489649419484	0.152334812025949	-0.0704080739506411	-0.0962680672232817	0.302506416199245	0.0958159324448704	-0.266613576704874	0.653858736594256	-0.234344043809853	-0.0645529183614783	-0.0414334331968549	0.656783263729059	0.619688869716788	0.896341200231226	0.171310633495479	-0.0415809047341908	-0.0348092271719554	-0.0376853604153738	0.658595474919975	NA	0.999037630375038	0.594568541844641	0.995199575841892	0.211322637323878	-0.0138970200636086	0.0540958122934199	0.0559396939785222	0.253713320399351	0.0835211336305682	0.100046051215521	-0.0551293838851081	0.316813976581948	0.999933875587034	0.694209288314244	0.568688839346328	-0.0449831920472243	0.385514637217286	0.135806917598066	0.892006349222978	-0.0379342254138161	0.076807619801783	0.678502237863932	0.973882140448763	0.881513226055155	-0.0176703329299874	0.0321269228532644	-0.00185116207442211	0.0191700277767925	-0.0613434786655474	-0.119631077271727	-0.0715380982675287	-0.03657068590489	-0.0408760794825731	-0.060545006857437	-0.0621093356463895	-0.0620568485120284	0.64019014712354	0.807193372292961	-0.0432028264770743	0.0649352909333633	0.0272699268712277	0.0609575638793666	-0.0449240886083196	-0.046756689144681	-0.0647976630725779	-0.0716775913062338	-0.0563002375136922	-0.0302321298210681	-0.0639091918411205	-0.0408479296295901	-0.0581305629793663	-0.00491068777983541	0.122603788770052	0.124449324861456	-0.0589053845014016	-0.00026337418616477	0.18277566244371	-0.0388321047699901	0.894165259563652	-0.0404779953397011
Blautia sp. SC05B48	-0.471657002437088	0.142279072710726	-0.0755113006155715	-0.10546055063749	0.295358374068402	0.0878132850468956	-0.281518579900217	0.648735626074494	-0.247640255388693	-0.0716022614096662	-0.0378492336612244	0.667270631156564	0.620280949375981	0.902088039537117	0.191852700496634	-0.0430119209042819	-0.0357988612892951	0.00204029636269467	0.668833993367487	0.999037630375038	NA	0.609149600193446	0.995288385127972	0.234273076740078	0.0250859620677123	0.0543886240812883	0.0723286161580841	0.264182860512448	0.103850828579925	0.11723219377725	-0.0593819261545725	0.322768231931134	0.998980663202577	0.706013912194084	0.594791294105174	-0.0465299789514429	0.393266538206358	0.150630413445611	0.905112206449931	0.00163404844625398	0.0706779413984059	0.678048589720435	0.97368978116613	0.881843710439076	-0.0291485087191879	0.068383330324308	0.0108992851029984	0.013084537908347	-0.0624903599011661	-0.128065918670406	-0.0737171301361248	-0.0378722284242195	-0.0435347597204071	-0.0673478235129798	-0.0643647386562517	-0.0672076291731132	0.641925678745391	0.814160534653017	-0.00868179250428573	0.0889908096435445	0.0220238534645784	0.0764800875629761	-0.0345301724420453	-0.0281075346814206	-0.0656657194786499	-0.0734790476440324	-0.0572015219339992	-6.09918319859304e-05	-0.0657641015204889	-0.0424722221382929	-0.037088491107823	0.0155953400619026	0.161004027786734	0.141225569975488	-0.0312527708982749	0.0367598742204795	0.210678658741536	-0.0394138547578639	0.893528334812723	-0.0413437359781561
Blautia obeum	-0.772729539405083	-0.155078063691473	-0.119466810351083	-0.279507432640293	-0.00931984381127983	-0.128581047215763	-0.49671090789618	0.202259534038838	-0.441260257426402	-0.226304588769978	0.11644683445218	0.422903354121812	0.548974744967333	0.864626243990115	0.745351442523376	-0.0677162000765914	-0.0487864792474891	0.45599046914109	0.837641457904043	0.594568541844641	0.609149600193446	NA	0.625565137132119	0.773805315116899	0.180047242206421	0.472010564548345	0.630117677796169	0.703975360630487	0.694906987548138	0.691164793737346	0.00994458690954803	0.650439525830507	0.589641245702099	0.557794884261786	0.876405443609111	0.439324966684682	0.552534429200638	0.740945484054699	0.645981106490231	0.190391741639636	-0.000888493693890316	0.392955157673098	0.575649532111785	0.643596743710259	-0.0444214996888223	0.352300018871831	0.666870345853264	0.457784125356118	-0.0838007960503467	-0.240194960113623	0.138965029310118	0.461782304384233	0.452576192590218	0.0515353080536478	0.384946984258318	-0.0618153724218657	0.393528802413759	0.807492558299628	0.0946278149759298	0.640587700189998	0.259007728390151	0.691550129249708	0.344672633369536	0.385794174495711	-0.0887210678594534	-0.0887182004784068	-0.0513596990814743	0.194679329356291	-0.0154542317151642	-0.0672484167925419	0.00975439178806769	0.0456755519475304	0.547926147759432	0.69508232880254	0.0420990818195948	0.17338786630575	0.373827272223747	-0.040839636830263	0.526683013373913	-0.0481051772221903
Anaerostipes hadrus	-0.468104116746983	0.158367660182684	-0.0846515938068176	-0.0920702375970475	0.317910687643427	0.110477335624763	-0.264923611728256	0.663911111533698	-0.229087243512329	-0.0634559185983027	-0.0319978539851675	0.684460288210992	0.611754162023772	0.919392552791663	0.207988024770197	-0.0438588556485435	-0.0305800849065962	-0.015735885253423	0.685168756389634	0.995199575841892	0.995288385127972	0.625565137132119	NA	0.249383094179187	-0.0122087048247054	0.0831344638833371	0.0948365913300749	0.289307574483744	0.121625920974987	0.139454157283394	-0.0663460382568273	0.34033557892931	0.995568599882811	0.734211121177693	0.592845963743892	-0.0267004260483362	0.413833099218176	0.174101497646505	0.913176030501006	-0.035223966069774	0.0280366309050667	0.692628850213087	0.983955647619714	0.903128363270407	-0.0563632184256245	0.0397016664832172	0.0395915517383969	0.0488372874955407	-0.0635135290879014	-0.11494932529836	-0.0637958214763718	-0.0161452607444918	-0.0194840452366703	-0.059352311184965	-0.0453143467351977	-0.0636344998445123	0.676321952346053	0.827611751169613	-0.0459697171680592	0.0886273175572642	0.0429634174270048	0.104516980356239	-0.0233025654331056	-0.0175323059219609	-0.0706192712472107	-0.0801852121186309	-0.0609077819235327	-0.0266443468289016	-0.0573669383509463	-0.0430437970067784	-0.0613130674707427	-0.00712311783537403	0.145107883260056	0.160047023620589	-0.0618929558306452	0.00187663403853998	0.187342837837355	-0.0403431782024242	0.900834790595924	-0.0423256528306839
[Ruminococcus] torques	-0.736784087483967	-0.277971737339937	-0.105510760837731	-0.292561765584753	-0.176301029637325	-0.222029769376556	-0.477679970567812	-0.0877142978780418	-0.408828979613291	-0.250273503669999	0.212740668549803	0.227007805161948	0.403320351118495	0.538257262393596	0.962171293046191	-0.0599768495742864	-0.0452148924338821	0.743963136301357	0.841643402970256	0.211322637323878	0.234273076740078	0.773805315116899	0.249383094179187	NA	0.298697430159119	0.659960431385257	0.938230080256599	0.921700502772394	0.953842862752435	0.940388476544127	-0.00178010087472174	0.684349399045389	0.205815855571384	0.371523018472757	0.880473657514733	0.0396858684946614	0.568352144948326	0.915087662733396	0.346209099926847	0.335170994444024	-0.0173398506323913	0.151807127517376	0.182634395196614	0.339455722118742	-0.00425174512877962	0.342980010187739	0.9327066117145	0.112399345765598	-0.0738239194340479	-0.232454061817248	-0.0358176119524358	0.0602534189307886	0.0790458802360167	0.0142948451336989	0.0236035646359109	-0.0332630248234915	0.148108094891912	0.694006651110316	0.185541531760431	0.920390152942941	0.383664598540282	0.919855503928125	0.598253508155403	0.661982887130231	-0.0321350411829014	-0.0412778911180017	-0.0207783400175747	0.332540008349607	-0.0199974928167683	-0.0605803897594137	0.0775550951218021	0.0935602786568936	0.778821202062971	0.928507253970764	0.126219421449565	0.278548364691433	0.47734525619919	-0.0380393765228647	0.14436821297844	-0.0461546145018126
[Ruminococcus] gnavus	-0.518937391500537	-0.250840851056899	-0.0756521059072647	-0.225801546454405	-0.212864276973027	-0.203952710242564	-0.346844868242472	-0.152276920241149	-0.309117874706681	-0.185631427900125	-0.0253855319920285	0.151145758507055	-0.0247834301404861	0.00655752246906954	0.163138022985321	-0.0359051725364851	-0.0211203836393486	0.766517786267412	0.0324051073703375	-0.0138970200636086	0.0250859620677123	0.180047242206421	-0.0122087048247054	0.298697430159119	NA	0.00903340583874871	0.0645464251531183	0.0560702389352096	0.160767210970529	0.0718223748301602	-0.0378768780484453	0.190128138540806	-0.0134709514944395	0.140662684430619	0.431123059925861	-0.0165056147098809	-0.0024515889217923	0.219737189017749	0.272273312292114	0.96785276536946	0.0266687214220853	-0.0371542665445666	-0.0167712022902619	-0.0224921869612514	-0.0627991311024603	0.949982834643728	0.0463370338234125	-0.0350686504135975	-0.0385462186377363	-0.178572615999234	-0.0430917783151241	-0.00875654531405715	-0.0202869234209078	-0.0637845004616609	-0.029124597964292	-0.0635268874790272	-0.0666722478323103	0.0836159782172779	0.874594289139238	0.299721602650096	0.0302452108947006	0.0454089653158932	0.00728660631421176	0.20235957699337	-0.00768913847400374	-0.0244530188926224	-0.00662700904109713	0.77800342079354	-0.0568953090201699	-0.0398866576418592	0.530764767086926	0.511722930297208	0.815780944019343	0.0608878994349245	0.692851880502557	0.905496624867312	0.61186851048601	-0.0177962795166963	-0.0390409982876028	-0.0238997862535867
[Eubacterium] rectale	-0.552692719723418	-0.258586068925959	-0.081888281172963	-0.233568700615303	-0.143817202679994	-0.21290597850163	-0.358063128745172	-0.171544355644222	-0.309885142645852	-0.203733013369071	0.101122559637312	-0.00927368689649216	0.0915405079620617	0.261643453411132	0.522356435594107	-0.0435831354172881	-0.0454491170105585	0.26852794065557	0.536663714467239	0.0540958122934199	0.0543886240812883	0.472010564548345	0.0831344638833371	0.659960431385257	0.00903340583874871	NA	0.559162411239151	0.844003472237803	0.521663534563261	0.533843546486668	0.020891708291221	0.933708293195133	0.0499136081594507	0.0905551601316352	0.441702286455282	0.0776047865338791	0.255954772549762	0.884105357597674	0.0507897093399578	0.0215596186150375	-0.05023677147653	-0.00760549626471403	0.0293882767119107	0.235591757388699	0.212111722587764	0.0983119562227206	0.745629762034081	0.398744656209373	-0.0592234410807964	-0.177679021797039	0.0291145327696933	0.121245692295996	0.217071415030383	0.311218002147869	0.0957617081916246	0.202865676410107	-0.00724790458037026	0.571071781242879	-0.0476841868615267	0.45367618560115	0.926006827578088	0.557290115864174	0.302435584174231	0.330340918402001	-0.0466296496445829	-0.0197282492529212	-0.000487383205476812	0.191511281919038	0.0125954477052301	-0.0423626378561078	-0.0658565972991278	-0.0568932739537054	0.412565074266838	0.513239336319028	-0.0634844871767059	-0.0160025214229759	0.164219590122863	-0.0317622242260452	-0.0245302463439609	-0.0403605818125737
Anaerobutyricum hallii	-0.510135674130155	-0.219280918722578	-0.0741794338769923	-0.201185757015201	-0.170375614108429	-0.182048730898139	-0.320106738038761	-0.139104497522634	-0.266866083095163	-0.179919607617516	0.263009869056034	0.0965104535514943	0.363354316589302	0.403894310341425	0.973344711369925	-0.0395494874037578	-0.0268643626239407	0.620808179767365	0.778111899590261	0.0559396939785222	0.0723286161580841	0.630117677796169	0.0948365913300749	0.938230080256599	0.0645464251531183	0.559162411239151	NA	0.873900975523847	0.979834938107	0.991190726999904	-0.034680172655938	0.487598487476072	0.0502562920408918	0.250027974718389	0.726775503440092	-0.0467648400856877	0.537989174268674	0.806628745134243	0.154159534848929	0.111682681653336	-0.0299397202957854	0.0458209005190681	0.0279282943196836	0.18168834861675	-0.0292113116642186	0.0838978710053404	0.946519248698289	-0.0271432833716313	-0.0562359965462087	-0.146232187724221	-0.0671042071883793	-0.0332747619949791	-0.0255189043463617	-0.0535190518599727	-0.0581321162880177	-0.0586196319686786	0.0800760846432719	0.541364119383054	-0.0406270647483365	0.92182534865343	0.240988326605204	0.967418406824777	0.648796148386388	0.689979530806878	-0.0498915686859629	-0.0463090121744864	-0.0214769430455491	0.120423392097016	-0.00846288333022322	-0.0387092391425636	-0.0477199803859908	-0.0342160396494326	0.589703078435053	0.978517665431795	-0.0439354551888525	0.0597518766570613	0.311239232865271	-0.0222293542831969	0.0134469466186751	-0.0283357225916798
Coprococcus comes	-0.66325621964973	-0.229318677445591	-0.0984703783064727	-0.25376009794391	-0.110729745339462	-0.183884303721242	-0.425751390231962	-0.0389004754475078	-0.359626579010161	-0.216191310150709	0.199731023627038	0.187558882170126	0.364734425551719	0.533635460260842	0.86782167739077	-0.0551590697819216	-0.041125180853604	0.517012757053994	0.849027502164172	0.253713320399351	0.264182860512448	0.703975360630487	0.289307574483744	0.921700502772394	0.0560702389352096	0.844003472237803	0.873900975523847	NA	0.846255462046621	0.870011188509836	0.00243474456646861	0.815815863474828	0.248600215474605	0.326522767914448	0.760108288073133	-0.0476471845612015	0.531141890793503	0.937058046495341	0.287899909897118	0.0911325590136864	-0.0361096001022797	0.16946999858931	0.219287235931268	0.401784400330252	0.0825113256660256	0.105237061084996	0.919011046672707	0.149992419084245	-0.0746911100839315	-0.21106506422126	-0.0620661212958919	-0.019105129036515	0.0370791489362438	0.116281545846586	-0.0435754971721081	0.0623207073965231	0.17059806927832	0.764350412746533	-0.0389610713059795	0.786493595798715	0.612318458329876	0.861243133173239	0.557055152568008	0.562562044672556	-0.0259510754731746	-0.0199364513007878	-0.00745908724606585	0.174019585060301	-0.0122801732872053	-0.0550664771707054	-0.0567922841484664	-0.034716391506371	0.588902790711297	0.864075818314012	-0.0514786618807689	0.0477553184181735	0.326196641445948	-0.0328986095842776	0.164500848770353	-0.0409972843949117
