Homo sapiens	Saccharomyces cerevisiae	Candida albicans	Botrytis cinerea	Thermothielavioides terrestris	Aspergillus oryzae	Toxoplasma gondii	Plasmodium sp. gorilla clade G2	Trypanosoma brucei	Leishmania infantum	Staphylococcus aureus	Priestia aryabhattai	Streptococcus pneumoniae	Streptococcus thermophilus	Streptococcus suis	Limosilactobacillus fermentum	Enterococcus faecalis	Enterococcus faecium	Blautia wexlerae	Blautia massiliensis	Blautia sp. SC05B48	Blautia obeum	Anaerostipes hadrus	[Ruminococcus] torques	[Ruminococcus] gnavus	[Eubacterium] rectale	Anaerobutyricum hallii	Coprococcus comes	[Clostridium] scindens	Dorea longicatena	Enterocloster bolteae	Oscillospiraceae bacterium	Ruminococcus sp. SR1/5	Clostridium sp. AWRP	Clostridium neonatale	Eubacterium callanderi	Mogibacterium diversum	uncultured Clostridia bacterium	Erysipelatoclostridium ramosum	[Clostridium] innocuum	Erysipelotrichaceae bacterium 66202529	Parvimonas micra	Actinomyces graevenitzii	Schaalia odontolytica	Bifidobacterium longum	Eggerthella lenta	Collinsella aerofaciens	Escherichia coli	Klebsiella pneumoniae	Polynucleobacter sp. MG-Unter2-18	Bacteroides thetaiotaomicron	Bacteroides uniformis	Phocaeicola dorei	Phocaeicola vulgatus	Parabacteroides distasonis	Parabacteroides merdae	Tepiditoga spiralis	uncultured human fecal virus	Sellimonas intestinalis	Clostridium perfringens	Clostridiaceae bacterium Marseille-Q4149	Lactococcus lactis	Limosilactobacillus oris	Megasphaera massiliensis	Bifidobacterium adolescentis	Bifidobacterium pseudocatenulatum	Bifidobacterium bifidum	Collinsella stercoris	Bacteroides salyersiae	Listeria monocytogenes	Streptococcus lutetiensis	Streptococcus infantarius	Christensenella minuta	Streptococcus sp. HSISS1	Streptococcus equinus	Streptococcus gallolyticus	Lacticaseibacillus paracasei	Limosilactobacillus mucosae	Arachnia rubra	Methanobrevibacter smithii
[Clostridium] scindens	-0.582600863706656	-0.232117503331791	-0.0213025408544366	-0.22075820613613	-0.183573579273045	-0.197924518101211	-0.366129737666762	-0.141398316331061	-0.316310873245773	-0.193397726144407	0.242777288141226	0.159066088338514	0.396862061184434	0.445139064375377	0.987712602761388	-0.0511884556191327	-0.0372995026105443	0.685479534688791	0.771882629624745	0.0835211336305682	0.103850828579925	0.694906987548138	0.121625920974987	0.953842862752435	0.160767210970529	0.521663534563261	0.979834938107	0.846255462046621	NA	0.982794281204676	-0.0148324013327751	0.488961028996757	0.0775898794977627	0.293932824097849	0.789856774306372	0.0625556500801293	0.548367947839206	0.818472669534473	0.20900614504008	0.210367191559752	0.0353469847457086	0.0726272691394134	0.058301548061833	0.201559860657991	0.0219421973139405	0.205892496463104	0.936714387877261	0.0397898527656164	-0.0627799084496921	-0.14911783057182	-0.0306030956700107	0.0626235361098494	0.0606182806071568	-0.0563499681519297	0.0271649811191372	-0.0795735269993579	0.0912077190853714	0.543469157878704	0.0634813015887659	0.95481764966245	0.194065071289759	0.962618791125589	0.642563356183766	0.691201118852609	-0.038027515930717	-0.0331263195818231	-0.0209027610399975	0.248695415108598	-0.0115985542174473	-0.0516100543858689	0.00763911978935757	0.0204380667979066	0.668819379527937	0.973038742398169	0.0330027040405607	0.155965093682233	0.407917226056148	-0.0295200556469702	0.0430395486349188	-0.0361264012875559
Dorea longicatena	-0.535780995901037	-0.218489103240831	-0.0835047794518526	-0.212309906482145	-0.152423530495064	-0.177139992339174	-0.341876532498243	-0.105289977890275	-0.290780577846393	-0.178740457353027	0.263623711001047	0.130572361352382	0.386617524314253	0.461549769060683	0.988552906046312	-0.0429097766612619	-0.0373592692159366	0.631291709567327	0.792197700181285	0.100046051215521	0.11723219377725	0.691164793737346	0.139454157283394	0.940388476544127	0.0718223748301602	0.533843546486668	0.991190726999904	0.870011188509836	0.982794281204676	NA	-0.0318813896004013	0.482920323057351	0.0942841173747744	0.285011317601156	0.759690579208669	0.0176215418709517	0.555830208245686	0.803964954598573	0.198836289049658	0.121217682911251	-0.029852219269143	0.0766809757877508	0.074725103679786	0.221289895749449	-0.0475896691240606	0.1087374454533	0.937979269903076	0.0231785348002537	-0.0572947981492365	-0.16535585274009	-0.0390886125137224	0.0323330265487842	0.0331593501705721	-0.0529912322865645	0.00118484824711647	-0.0680519108741844	0.118022083368756	0.561664293103483	-0.0331500429049568	0.929228088792542	0.202897985180567	0.980100766813187	0.644558698398606	0.67432530476282	-0.0596359643280533	-0.061821412538638	-0.0338884441064655	0.116448391779458	-0.0107227533457643	-0.0425733818857404	-0.0529921565001839	-0.0363371569682401	0.592385397222551	0.99443372047719	-0.0444410197755506	0.0689859196032168	0.325825118284881	-0.0318514138442209	0.0601616988653389	-0.0381696035135117
Enterocloster bolteae	-0.038503621884513	-0.158404971099401	0.163350276313213	-0.115821379597917	-0.0896995666315229	0.216904606132664	-0.236476141956245	-0.137765566466495	-0.166666831176792	-0.120789694288878	-0.0543169342300566	-0.040547668431516	0.0181834346740517	-0.028997791068308	-0.0211153654825595	-0.0311663517752362	0.0891802939272447	0.0155174765303898	-0.0660558514073851	-0.0551293838851081	-0.0593819261545725	0.00994458690954803	-0.0663460382568273	-0.00178010087472174	-0.0378768780484453	0.020891708291221	-0.034680172655938	0.00243474456646861	-0.0148324013327751	-0.0318813896004013	NA	0.0333782767457989	-0.0570668064815059	-0.0578001224724736	-0.0525869466748092	0.216885233770447	0.624662750612274	0.0219660821187643	-0.0661201660176416	-0.0359299347119992	0.119529547520896	0.539883411433179	-0.0376262827977246	0.221550351599594	0.15842231946826	0.00737650206462072	0.048014198816501	0.146438454622321	0.108424774424322	-0.155581417057589	0.18364341514281	0.145983643464986	0.150769970186456	0.393374434795462	0.275484976651121	0.0898461523758315	-0.0755630100945499	-0.058708473654784	-0.0283711539680631	0.0127777097481069	0.0239588563744871	0.0325261332913389	0.632443495905284	-0.00180585886453932	0.866285348422132	0.575653783245071	0.404639705773851	0.0184033556248825	0.101435478906595	-0.042763149944902	0.0655304730785427	0.0546863282196028	-0.05737957188438	0.0151902282639517	0.0296554186806427	-0.0155766728680764	0.232515910692111	0.0927012879521951	-0.0298656853707028	0.105943666451905
Oscillospiraceae bacterium	-0.741615224614623	-0.260661152113273	-0.0935351530253225	-0.298015121276499	-0.107717655290669	-0.21629980261315	-0.483983714506946	-0.0239392177399978	-0.423820418646065	-0.257384251266539	0.0586706639256612	0.201136211055235	0.253941359625421	0.484625754660823	0.513352138122754	-0.060375339883546	-0.04789998237482	0.357686287061934	0.639746521409156	0.316813976581948	0.322768231931134	0.650439525830507	0.34033557892931	0.684349399045389	0.190128138540806	0.933708293195133	0.487598487476072	0.815815863474828	0.488961028996757	0.482920323057351	0.0333782767457989	NA	0.312616853452751	0.288844875250595	0.618178475720483	0.162435205344708	0.322360126659213	0.887717200609666	0.334443176038056	0.199423963626657	0.0189889533070565	0.174940573920754	0.288429503292899	0.456263520598232	0.220082178921193	0.30179815016966	0.66466107580124	0.463281750722045	-0.0783854076565877	-0.231263491167403	0.0487180406510075	0.204879539702145	0.286269169267437	0.293156999062076	0.164298285080683	0.164355821853589	0.14220120000765	0.739467448226321	0.140749464775807	0.453429211575048	0.886273592878355	0.499231774686965	0.232610328595939	0.277563092681753	-0.0533491772679025	-0.0299571524973305	-0.00355607109200497	0.335008209307405	-0.0169494482190442	-0.0594235278302997	0.046420353084782	0.0642896773997478	0.536481645952366	0.468946963429914	0.0844633608869288	0.170425987136607	0.319075852439367	-0.0349926129910038	0.216795937823128	-0.0443803551328436
Ruminococcus sp. SR1/5	-0.444465684657245	0.15605120042037	-0.0713701375921564	-0.0932123147596097	0.305122598332396	0.0992506860430403	-0.26230606635641	0.656116065873117	-0.23020524689307	-0.0621256559404694	-0.0428219913225681	0.658058442933116	0.614319907674393	0.894275345892544	0.165416895760848	-0.0412947624754842	-0.0336308307253	-0.0405166647838405	0.654358586256767	0.999933875587034	0.998980663202577	0.589641245702099	0.995568599882811	0.205815855571384	-0.0134709514944395	0.0499136081594507	0.0502562920408918	0.248600215474605	0.0775898794977627	0.0942841173747744	-0.0570668064815059	0.312616853452751	NA	0.694796696831748	0.56420242845193	-0.0479874272246396	0.382932208773508	0.130093783432687	0.892699795380149	-0.0378141864849199	0.0700417520746489	0.679464238090981	0.974914997909309	0.881427769714969	-0.0235442608148753	0.0313948517884232	-0.00806687311437664	0.0173130719945039	-0.0609166404763331	-0.117310263286623	-0.0725654937652977	-0.0396146382739573	-0.0439024168691803	-0.0616063972623806	-0.0648142569401988	-0.0619731814494127	0.642086087320688	0.804321304610269	-0.0423692707090012	0.058177084759969	0.0247788967605319	0.0552904412343885	-0.0484927505530605	-0.0501567000285894	-0.0643801490575743	-0.071694275803409	-0.0561721453399978	-0.0307886619134089	-0.0637181695001777	-0.0405792846389005	-0.0570369302486822	-0.00384658704066718	0.11972822894378	0.11850353013897	-0.0578100719041014	0.000367248561951551	0.180793073143713	-0.0383322762668637	0.894697173917658	-0.0399416967554951
Clostridium sp. AWRP	-0.480396777763063	0.175926069164581	-0.0336796759865468	0.00973186036865257	0.526653594132506	0.214796160691555	-0.240218959163533	0.686962929156054	-0.214073828880239	0.0383817259174187	0.00428370185298334	0.940153397114741	0.582013444523764	0.759673283803726	0.358783251832125	-0.060171401040187	-0.0671593747016786	0.234270471832251	0.591032116952861	0.694209288314244	0.706013912194084	0.557794884261786	0.734211121177693	0.371523018472757	0.140662684430619	0.0905551601316352	0.250027974718389	0.326522767914448	0.293932824097849	0.285011317601156	-0.0578001224724736	0.288844875250595	0.694796696831748	NA	0.627281434679045	-0.0216525472980019	0.509996290843107	0.267659777500048	0.888123853585098	0.158971085445711	0.0747599836065326	0.688146956788588	0.809247342205216	0.823864858458936	-0.0225056588759129	0.160751307990228	0.173485865325373	-0.0371938606644816	-0.0672888644478698	-0.0269515913883319	-0.0646332884859077	-0.0182760844296118	-0.0242752013815485	-0.0940963777762361	-0.0455083651821137	-0.0906226977714429	0.899669108891321	0.673525094622115	0.139168138142738	0.294876533359181	-0.00872986384227111	0.260145558941121	0.0900045690512688	0.19794489906557	-0.0747704717353374	-0.0956005105253157	-0.0681807855258826	0.171766273867567	-0.0124449292824462	-0.0605600912585034	0.0365905912235501	0.0826997862702168	0.336709954118242	0.301406455525299	0.0802939329374293	0.180007026496313	0.358847086920978	-0.0580515569189694	0.754358899106263	-0.0609010059405947
Clostridium neonatale	-0.836056304461	-0.190795921198269	-0.0974835831723928	-0.305461736319587	-0.0119528651353641	-0.168557940802703	-0.537752654282301	0.203005205804738	-0.478753078563855	-0.23913872133281	0.137704121598989	0.522857664207424	0.583502519105331	0.784453378088229	0.835545929672059	-0.0684358225987318	-0.08073666651061	0.716968263250013	0.88603536529362	0.568688839346328	0.594791294105174	0.876405443609111	0.592845963743892	0.880473657514733	0.431123059925861	0.441702286455282	0.726775503440092	0.760108288073133	0.789856774306372	0.759690579208669	-0.0525869466748092	0.618178475720483	0.56420242845193	0.627281434679045	NA	0.0536661645493274	0.575885724549163	0.749233718664104	0.69621557030504	0.45542496478382	0.086010044360305	0.384951609990699	0.541086589613967	0.601412962589728	0.00233165113996763	0.477873997708352	0.680274084359098	0.0808576229323267	-0.0871519740534428	-0.259046673791278	-0.048532947262375	0.0711508206282185	0.0703560330898945	-0.0579326237655291	0.0222876349773328	-0.0876136200029429	0.389998427208822	0.836096712085926	0.334522723379313	0.800153824809534	0.210843135195819	0.719278239392921	0.400433526233313	0.528911178720648	-0.0949842242051555	-0.108182268959306	-0.0706738096883536	0.42151526136332	-0.0477571777803714	-0.0697294064913964	0.143117522014023	0.17522420493718	0.803016166668874	0.766040550107705	0.227270478921255	0.414754390849241	0.586111950789758	-0.0689293294282323	0.49293600796964	-0.0773291573981971
Eubacterium callanderi	-0.19385450873945	-0.106150579825284	0.0467591667381983	-0.0994961232715388	-0.108693979966142	-0.0438131165958219	-0.152204479304806	-0.142801615118786	-0.149971836208606	-0.0967591168220553	-0.0478180970810331	-0.0606523399838456	0.000103299501696978	0.174967681473504	0.0400855163230701	-0.0324854406312921	-0.0188429374046256	-0.0627596012739964	-0.0694072133547824	-0.0449831920472243	-0.0465299789514429	0.439324966684682	-0.0267004260483362	0.0396858684946614	-0.0165056147098809	0.0776047865338791	-0.0467648400856877	-0.0476471845612015	0.0625556500801293	0.0176215418709517	0.216885233770447	0.162435205344708	-0.0479874272246396	-0.0216525472980019	0.0536661645493274	NA	0.0518931639051548	0.196926439059932	-0.00571841598610087	-0.0296141810212343	0.0194508565279233	0.00671759860946538	-0.0110205843275562	0.0402019912118279	0.0438588279812526	0.266130755107653	0.139416591983219	0.862579998255308	-0.0244547854327179	-0.0579892181547179	0.43290131001693	0.982158400931115	0.945945644122834	0.201329710485402	0.898516034607654	-0.0167787777034227	-0.0325843922305779	-0.0626047684158306	-0.00467785710724067	-0.00646522641944003	0.0517828946652697	0.100716187693948	0.0230148244851607	-0.0712468567814456	0.0758198917624452	0.0626515145243076	0.015638713133697	0.0596947309614027	0.0653119675390814	-0.0329852751286759	-0.0322825969219768	-0.0380865503765803	-0.0307693401768948	0.0101146852890645	-0.0316353339535622	-0.0285479955426934	-0.0161401945500739	-0.0103923409807493	0.0180667011854694	-0.0109643936760123
Mogibacterium diversum	-0.432205376553565	-0.109969831154715	0.0683179001737165	-0.158504301602196	0.110753748104369	0.211886790965971	-0.386765333306608	0.224564405721987	-0.32304016365353	-0.107902188995582	0.0986631854646711	0.416957070632125	0.404447306344132	0.569035342652883	0.588509656984972	-0.0492915154766618	0.0500437182165616	0.344770754752422	0.62731883826593	0.385514637217286	0.393266538206358	0.552534429200638	0.413833099218176	0.568352144948326	-0.0024515889217923	0.255954772549762	0.537989174268674	0.531141890793503	0.548367947839206	0.555830208245686	0.624662750612274	0.322360126659213	0.382932208773508	0.509996290843107	0.575885724549163	0.0518931639051548	NA	0.44756620370421	0.458335124976347	0.012590234124025	-0.0134333357377322	0.810095570021992	0.425589822116603	0.680076510402082	-0.0273797219960254	0.0375290254045423	0.513203242030616	0.027250406831966	-0.0753093995657386	-0.164430211249578	-0.0469067996090927	0.0189539127556567	0.0118235545749698	0.109366296932233	0.0615761898992754	-0.0743575604145786	0.397305290361164	0.551016459456445	-0.0632488922108669	0.52113840088694	0.0595998698645517	0.565722577478784	0.737593451941543	0.337015471005194	0.483136995315371	0.236511248371753	0.256795350161652	0.0666136936165479	0.0151852011554557	-0.0567302234054425	0.00136217530082875	0.035419678156708	0.323896004061075	0.59767870935437	-0.0168041276504102	0.0333331050602684	0.453565039281938	0.0556458106693768	0.391938949230892	0.0616642831932107
uncultured Clostridia bacterium	-0.748794129974149	-0.311570756990505	-0.0853997864483171	-0.302995526498507	-0.192965919475762	-0.252328742053961	-0.483818164190278	-0.1610858651359	-0.42265308615166	-0.262675558114412	0.163418289027342	0.140408991667398	0.283293673316066	0.455389083552112	0.819991850505573	-0.0619565156092657	-0.0451439877421182	0.591727473601623	0.733912264355087	0.135806917598066	0.150630413445611	0.740945484054699	0.174101497646505	0.915087662733396	0.219737189017749	0.884105357597674	0.806628745134243	0.937058046495341	0.818472669534473	0.803964954598573	0.0219660821187643	0.887717200609666	0.130093783432687	0.267659777500048	0.749233718664104	0.196926439059932	0.44756620370421	NA	0.232097028313288	0.252785305721286	-0.00828044954355336	0.0748317308878492	0.112577377235371	0.3095128913828	0.128922179772772	0.324002724407338	0.920031777317332	0.377987107239854	-0.0780249048488293	-0.223823262598495	0.0505089266761003	0.229056890462478	0.281965714404547	0.184676420643407	0.181623518796301	0.0765569255895229	0.074558080870218	0.67127322106884	0.142313727696464	0.768889570268408	0.690743414458544	0.812735474681903	0.4736901531926	0.539920626999808	-0.0558521669692335	-0.0386902525978662	-0.00811864974560668	0.349862301305119	-0.00022402897933334	-0.0615973738591466	0.0485658019074782	0.0611187650988824	0.684381048753349	0.785627733041585	0.0893635025849386	0.203427197097844	0.393744030068662	-0.0319393764536904	0.067624388741109	-0.0413864274718584
Erysipelatoclostridium ramosum	-0.58263813456838	0.0908568932032087	-0.0877046090962285	-0.131355670125932	0.348283335711165	0.111814887669912	-0.335814428513916	0.671693303397107	-0.290806992437033	-0.0920648259089759	-0.023227587228188	0.819323212847664	0.609986495220738	0.878081076398788	0.288255194840124	-0.0530268668722971	-0.0356860752527253	0.22957129285928	0.650725866478997	0.892006349222978	0.905112206449931	0.645981106490231	0.913176030501006	0.346209099926847	0.272273312292114	0.0507897093399578	0.154159534848929	0.287899909897118	0.20900614504008	0.198836289049658	-0.0661201660176416	0.334443176038056	0.892699795380149	0.888123853585098	0.69621557030504	-0.00571841598610087	0.458335124976347	0.232097028313288	NA	0.241465872387982	0.0644947543402448	0.706144222967282	0.939524968555006	0.889432745984247	-0.0634743190390876	0.30965539942126	0.0823155033120085	0.0247259922412415	-0.0691497364300072	-0.151576947977525	-0.0632450749800024	0.00297195593162312	-0.0121312889395897	-0.0966035116640501	-0.0320029552430304	-0.101653993077302	0.77309078082997	0.782636158257249	0.193455124540801	0.221514495825692	-0.0075419427756335	0.164253181829901	0.0147924621049052	0.0806885640196135	-0.069227383079002	-0.0822050293576556	-0.0595140577799898	0.193942682717543	-0.0655535005234573	-0.0532869305468413	0.0866285155420533	0.134155893400282	0.387407860699289	0.213521735999593	0.129517210139486	0.260699924198219	0.372621838972372	-0.0420692262318514	0.86645627283912	-0.0454588546852417
[Clostridium] innocuum	-0.526262915826114	-0.262295307234885	-0.0690059620395735	-0.230110868182205	-0.225628311625595	-0.213428141330007	-0.352762498858594	-0.175635820688771	-0.313157500481036	-0.190253013035964	-0.00754930853383055	0.204097968556568	-0.00956878077681019	0.000810193696486527	0.214156852640792	-0.0371264572828215	-0.0162799364193812	0.833806693811286	0.0496881682745683	-0.0379342254138161	0.00163404844625398	0.190391741639636	-0.035223966069774	0.335170994444024	0.96785276536946	0.0215596186150375	0.111682681653336	0.0911325590136864	0.210367191559752	0.121217682911251	-0.0359299347119992	0.199423963626657	-0.0378141864849199	0.158971085445711	0.45542496478382	-0.0296141810212343	0.012590234124025	0.252785305721286	0.241465872387982	NA	0.0378897356532641	-0.0519849212121581	-0.042018474156385	-0.0393753527076052	-0.0550591855265793	0.89683728841328	0.0846273884770643	-0.0548739955608461	-0.0387170519809093	-0.181020937459724	-0.0507028937424827	-0.0240717832122191	-0.0364018918760144	-0.0721699588437796	-0.0433026439730311	-0.0671100092613784	-0.0758064524192198	0.0830473546425232	0.955578252759804	0.355677027956715	0.0258484222514604	0.0949023552573454	0.049480973027781	0.238710446676599	-0.000710601104115885	-0.0124391825219559	0.00202641161118214	0.815953283669485	-0.059139072535572	-0.0413914642704556	0.581221411527902	0.561389653516869	0.817779255324388	0.115009669829365	0.765514816273885	0.949183931804689	0.663024140998399	-0.0132582624826887	-0.062106103210577	-0.019641094558046
Erysipelotrichaceae bacterium 66202529	-0.120256093484355	-0.0667206388225133	0.409668631085986	-0.0489259187907171	-0.0533269916210661	-0.0878568018029061	-0.121534778755746	0.00443010622224054	-0.126264570707123	-0.0667193688777974	-0.0469184932191105	0.164598465211262	0.558949401672437	0.00615704324159532	0.0107199393360093	-0.0414174095945038	-0.0123629935132141	0.00136012154821381	0.00241901808605086	0.076807619801783	0.0706779413984059	-0.000888493693890316	0.0280366309050667	-0.0173398506323913	0.0266687214220853	-0.05023677147653	-0.0299397202957854	-0.0361096001022797	0.0353469847457086	-0.029852219269143	0.119529547520896	0.0189889533070565	0.0700417520746489	0.0747599836065326	0.086010044360305	0.0194508565279233	-0.0134333357377322	-0.00828044954355336	0.0644947543402448	0.0378897356532641	NA	0.0537796378243531	0.0353163599226425	0.0268198200633651	0.907833864697856	0.0582497293844452	-0.049389307933699	-0.0698408621103582	-0.0621477452270191	0.0929004695489634	-0.0774945877830543	-0.0439947494443586	-0.052762803292066	-0.043069227025454	-0.0586123468330202	-0.071889427029932	0.00934490300008209	0.0313603567056572	0.0448894070355097	0.216149888492266	-0.0372668681716692	-0.0342373490539976	-0.0610303079052987	-0.054313591347629	-0.0294474753434029	0.0822422570386416	0.0404021165419232	0.273411218616833	-0.0745568645902004	-0.040782309545777	0.0196507414485803	0.0215144535474048	0.0552148067978306	-0.00116767212186137	0.0261850251953281	0.0246688928860635	0.237684017691115	0.00205036536141566	0.0527458107051796	0.00176865192990423
Parvimonas micra	-0.312588909597456	0.0917338405875872	0.11644950329172	-0.0547472414485561	0.353548367052547	0.343506343401069	-0.272834667896416	0.556127247793136	-0.231361487770403	-0.0211096892381782	-0.0456287237212213	0.668242300337627	0.434269517807736	0.646516232308135	0.139795093920435	-0.0416559552494225	0.0514022907882525	0.0113289738485086	0.442628759492155	0.678502237863932	0.678048589720435	0.392955157673098	0.692628850213087	0.151807127517376	-0.0371542665445666	-0.00760549626471403	0.0458209005190681	0.16946999858931	0.0726272691394134	0.0766809757877508	0.539883411433179	0.174940573920754	0.679464238090981	0.688146956788588	0.384951609990699	0.00671759860946538	0.810095570021992	0.0748317308878492	0.706144222967282	-0.0519849212121581	0.0537796378243531	NA	0.747756085027336	0.88389090857494	0.0254667568209145	-0.0016049425377378	0.0144167083483505	-0.00474551887222451	-0.0681985703666736	-0.0777252310394154	-0.0649258449078026	-0.0350153372452786	-0.0422641588172699	0.084874583261784	0.00760314169066011	-0.0664639597671628	0.646661052657172	0.544703586770067	-0.0531410814496702	0.0714330643558555	-0.0403739024676014	0.0840468586599286	0.342531018118556	-0.0183575832171853	0.429135386656266	0.212700025696137	0.226204168334287	0.0381897608962356	0.000708157578664393	-0.0480224921217121	0.00795662599021098	0.0529862433847438	0.0725502989001119	0.128285393757252	-0.0121097524678082	0.00675551065805973	0.357244045655703	0.0518093768344266	0.693918335381822	0.0594181357582915
Actinomyces graevenitzii	-0.42750184144826	0.177016733955097	-0.0691905948467713	-0.0710760296406344	0.401402750854768	0.164351033618909	-0.246390547640344	0.733650062620364	-0.216280484056892	-0.0359871231059402	-0.0485667039469975	0.761320453992448	0.589663510866447	0.894562393293605	0.146951022260075	-0.0401964337331541	-0.0341952374350885	-0.0526656096698157	0.616952014061708	0.973882140448763	0.97368978116613	0.575649532111785	0.983955647619714	0.182634395196614	-0.0167712022902619	0.0293882767119107	0.0279282943196836	0.219287235931268	0.058301548061833	0.074725103679786	-0.0376262827977246	0.288429503292899	0.974914997909309	0.809247342205216	0.541086589613967	-0.0110205843275562	0.425589822116603	0.112577377235371	0.939524968555006	-0.042018474156385	0.0353163599226425	0.747756085027336	NA	0.929988356521016	-0.0545885319735635	0.0341798239753923	-0.0251296101819195	0.0441976530269823	-0.0581935837409623	-0.109785344488572	-0.0535306256442234	-0.0037622991221309	-0.0110062480658449	-0.0537183980693786	-0.0287332219532245	-0.0639878869107217	0.763605587770458	0.777033831656568	-0.0427982150805996	0.032342360792713	0.00387966395660489	0.0459361002957199	-0.0487570690038849	-0.0630205535036303	-0.0476498136381917	-0.0694646699204539	-0.0527359731818517	-0.0317143961824098	-0.0556763459272824	-0.0398770102735655	-0.0589913661946902	-0.00418429385310014	0.107082754213016	0.098061208924805	-0.0591259241705532	0.00180204439444619	0.186141306980897	-0.0400124513289394	0.924407717996921	-0.0411887128217203
Schaalia odontolytica	-0.52226773335657	0.0748792497003423	-0.0268913814271605	-0.12851388192886	0.367292063515939	0.200661225454443	-0.356945707291837	0.649673997982666	-0.307601095441989	-0.0816056066224607	-0.0170276096142693	0.75248622243355	0.572153230184724	0.885842694518302	0.28744454251524	-0.0512859068154959	-0.0177198512444124	0.0495597524835327	0.688488718643619	0.881513226055155	0.881843710439076	0.643596743710259	0.903128363270407	0.339455722118742	-0.0224921869612514	0.235591757388699	0.18168834861675	0.401784400330252	0.201559860657991	0.221289895749449	0.221550351599594	0.456263520598232	0.881427769714969	0.823864858458936	0.601412962589728	0.0402019912118279	0.680076510402082	0.3095128913828	0.889432745984247	-0.0393753527076052	0.0268198200633651	0.88389090857494	0.929988356521016	NA	0.00581913696782324	0.0483530938298193	0.176639592175123	0.132586287527314	-0.0770330103502844	-0.155391276033525	-0.0403315899186872	0.0395083392212063	0.0487933864008434	0.0731100821309966	0.0346655373260357	-0.0279210931700714	0.755886835957635	0.828944298429561	-0.0602293902490765	0.169994093953216	0.180190747784162	0.215395149150462	0.202742321118351	0.0329617340335386	0.145551951208439	0.0369545090170209	0.0548881932173085	0.0220254130836853	-0.0348733801003739	-0.0534502111490828	-0.0556278093353921	-0.00133661021312408	0.192802640525752	0.252926734955566	-0.0617447014910372	0.000417497452939576	0.30093054349895	-0.0191078599678866	0.853638760527178	-0.0185065828357979
Bifidobacterium longum	-0.135063186390534	-0.0653830385183709	0.509632884708965	-0.0230603036854123	-0.101557703129655	-0.105812258458912	-0.0954291192803773	-0.114823598227722	-0.112535892185031	-0.0640050916767478	-0.0532564925999807	0.0859454423500603	0.394342928479121	-0.0759204581335111	-0.0225700204375231	-0.0420514453697971	0.0162085254649591	-0.0807405631343281	-0.0147041011252595	-0.0176703329299874	-0.0291485087191879	-0.0444214996888223	-0.0563632184256245	-0.00425174512877962	-0.0627991311024603	0.212111722587764	-0.0292113116642186	0.0825113256660256	0.0219421973139405	-0.0475896691240606	0.15842231946826	0.220082178921193	-0.0235442608148753	-0.0225056588759129	0.00233165113996763	0.0438588279812526	-0.0273797219960254	0.128922179772772	-0.0634743190390876	-0.0550591855265793	0.907833864697856	0.0254667568209145	-0.0545885319735635	0.00581913696782324	NA	0.0038777630194217	0.0360615020970755	0.0513440372575244	-0.0660257762093067	0.166513743265787	-0.0638461797494385	-0.0327950343308242	-0.00488883100465326	0.0947767852350824	-0.040514720544734	0.0285214988004911	-0.0715344370493515	0.0522199753906402	-0.0397804503179707	0.155674023368196	0.269702636296693	-0.0290020705131522	-0.0324886021081699	-0.0854865544540595	0.027662901104537	0.14765268144926	0.103078139335011	0.353326068827866	-0.0648090460171741	-0.0411463308788719	-0.00858286545720712	-0.0104959565694796	0.0254995406185919	-0.0261873329720342	-0.0260997570385567	-0.063488223274314	0.218731071284945	0.0348769054253817	-0.0539803770499716	0.0339120386526715
Eggerthella lenta	-0.607656246003511	-0.26987989859192	-0.0327344702478357	-0.255450642876572	-0.233540190552789	-0.222124910863575	-0.400899842567811	-0.167162383319254	-0.366305743988126	-0.218358141966514	-0.0329117229052281	0.147998843386523	0.01982850703667	0.116741189615056	0.203599281374159	-0.0483957907886204	-0.0293151757781529	0.708682078115587	0.0811260661565658	0.0321269228532644	0.068383330324308	0.352300018871831	0.0397016664832172	0.342980010187739	0.949982834643728	0.0983119562227206	0.0838978710053404	0.105237061084996	0.205892496463104	0.1087374454533	0.00737650206462072	0.30179815016966	0.0313948517884232	0.160751307990228	0.477873997708352	0.266130755107653	0.0375290254045423	0.324002724407338	0.30965539942126	0.89683728841328	0.0582497293844452	-0.0016049425377378	0.0341798239753923	0.0483530938298193	0.0038777630194217	NA	0.126146896294123	0.229764864350696	-0.0444327082222532	-0.177538674626282	0.0807855009777189	0.266468994057119	0.250196786438793	0.0151672868422459	0.222122490453637	-0.0516227473200949	-0.0424506417517459	0.142954258128573	0.792385496007573	0.314214511215197	0.109790511600667	0.105908075922816	0.0132801112134296	0.177263334007723	-0.0108411763609831	-0.0198398689835537	-0.00739314865412585	0.78183668687778	-0.0483872182917491	-0.0516502202290509	0.469748455352682	0.45376241384821	0.803281352635965	0.09543070811307	0.615300902080212	0.832501982006693	0.594454881556257	-0.0222753425106523	0.0122328910158171	-0.0288300246965635
