Homo sapiens	Saccharomyces cerevisiae	Candida albicans	Botrytis cinerea	Thermothielavioides terrestris	Aspergillus oryzae	Toxoplasma gondii	Plasmodium sp. gorilla clade G2	Trypanosoma brucei	Leishmania infantum	Staphylococcus aureus	Priestia aryabhattai	Streptococcus pneumoniae	Streptococcus thermophilus	Streptococcus suis	Limosilactobacillus fermentum	Enterococcus faecalis	Enterococcus faecium	Blautia wexlerae	Blautia massiliensis	Blautia sp. SC05B48	Blautia obeum	Anaerostipes hadrus	[Ruminococcus] torques	[Ruminococcus] gnavus	[Eubacterium] rectale	Anaerobutyricum hallii	Coprococcus comes	[Clostridium] scindens	Dorea longicatena	Enterocloster bolteae	Oscillospiraceae bacterium	Ruminococcus sp. SR1/5	Clostridium sp. AWRP	Clostridium neonatale	Eubacterium callanderi	Mogibacterium diversum	uncultured Clostridia bacterium	Erysipelatoclostridium ramosum	[Clostridium] innocuum	Erysipelotrichaceae bacterium 66202529	Parvimonas micra	Actinomyces graevenitzii	Schaalia odontolytica	Bifidobacterium longum	Eggerthella lenta	Collinsella aerofaciens	Escherichia coli	Klebsiella pneumoniae	Polynucleobacter sp. MG-Unter2-18	Bacteroides thetaiotaomicron	Bacteroides uniformis	Phocaeicola dorei	Phocaeicola vulgatus	Parabacteroides distasonis	Parabacteroides merdae	Tepiditoga spiralis	uncultured human fecal virus	Sellimonas intestinalis	Clostridium perfringens	Clostridiaceae bacterium Marseille-Q4149	Lactococcus lactis	Limosilactobacillus oris	Megasphaera massiliensis	Bifidobacterium adolescentis	Bifidobacterium pseudocatenulatum	Bifidobacterium bifidum	Collinsella stercoris	Bacteroides salyersiae	Listeria monocytogenes	Streptococcus lutetiensis	Streptococcus infantarius	Klebsiella oxytoca	Christensenella minuta	Streptococcus sp. HSISS1	Streptococcus equinus	Streptococcus gallolyticus	Lacticaseibacillus paracasei	Arachnia rubra	Klebsiella michiganensis
Collinsella aerofaciens	-0.590518812526648	-0.268015605507009	-0.0478466461557069	-0.248340426760438	-0.182088700574976	-0.219781589638915	-0.396686858097428	-0.241340919869947	-0.334270146686237	-0.183406366299851	0.782205170571439	0.0972403266626376	0.126742536633819	0.268838837345247	0.807392512604287	0.527751401864294	0.044710822639149	0.324844045354499	0.568410408779704	0.0432926513169905	0.0495837218834208	0.555656016434213	0.0695288688922251	0.752940662962108	0.0230289553609792	0.425266629577247	0.738972127573971	0.837849694595501	0.850040185325765	0.821720226974261	0.525695225056404	0.487824422664751	0.0343417320143522	0.154790505717138	0.555022965691289	0.50118684443027	0.548557227198867	0.684040470668339	0.0852121819079624	0.0173284633297736	-0.00485997568362394	0.0217304857319218	-0.0182007459410691	0.12633363178335	0.432593414400222	0.105721623608883	NA	0.0313704920329929	-0.00851625025186997	-0.209912607360079	0.431072201041794	0.461841608327823	0.0627512178587467	0.486680317648435	0.508073812613692	0.0353430172329232	-0.0405891164148099	0.430233303192638	-0.0472909152629767	0.712898854397824	0.318701656760306	0.844300665732965	0.59825716351752	0.455303575093854	0.531257605866638	0.523440189659866	0.533306525045788	0.50923156677486	0.0737080252976402	0.0540416106321592	0.0148997612845983	0.020379434387148	0.126857169851513	0.428875939047436	0.855715770198199	0.00231897693079834	0.0405558426558274	0.466454206988123	-0.0210157157365544	0.212565479227304
Escherichia coli	-0.0389939355759561	-0.0664519908454942	-0.0711175972570449	0.00505304131407545	-0.153299715094484	-0.148533905747746	0.258816735515892	-0.104862049963186	0.135168063727997	-0.119733139377549	-0.0283656642690794	-0.043974321082514	-0.00513056676167461	-0.033900389699127	-0.0665395852539605	0.130684746207788	-0.0246245738479755	-0.0685385883462511	-0.0647148336601476	-0.034963954740648	-0.0388542239829155	-0.0747484863625955	-0.0355336399910869	-0.0685233028907017	-0.0620217304842968	-0.0443952858012438	-0.0610201328903143	-0.0468010316140389	-0.0414010079364819	-0.0558897280748222	0.128753463532972	-0.0439233782275798	-0.0351262805376429	-0.0716610842423618	-0.091906865918304	0.165058546563511	-0.0566695680923817	-0.0598296799699449	-0.0508816066964403	-0.0603641700932107	-0.0453427161235096	-0.0351388746635766	-0.0281329997418179	-0.0447695472476426	0.0623108805490828	-0.0423756262056449	0.0313704920329929	NA	0.791794210604588	0.363279805478263	0.0762949032884884	0.113524602395114	-0.000369260105865918	0.109061669958225	0.124466024250497	0.0138206650064724	-0.0795224765605221	-0.0651245075047444	-0.052247134413892	-0.0852872143296785	-0.0520967746051179	-0.051929812220994	0.132068754620317	-0.0737545266345327	0.135321964868897	0.11957352983394	0.129497232248174	0.072441537735123	-0.0191998903681507	-0.0106542274232019	-0.0502282019074158	-0.0504507656057391	0.981265271040358	-0.0853606658268491	-0.0343301544405796	-0.0567606908990613	-0.0453557811520693	-0.0243999207313905	-0.0442550183431508	0.956889043022239
Klebsiella pneumoniae	-0.0685206577123251	-0.196095695808562	-0.115696401532837	-0.173658592589111	-0.291660275075875	-0.249792301403466	-0.000329484726172201	-0.143310263782342	-0.137260859563331	-0.204136772391688	-0.0105269373501539	-0.0414039583321643	-0.176214895388032	-0.0518082745122685	0.00162367552641868	0.00773493994617043	-0.0728070288131747	0.11574099433697	-0.0527477437129021	-0.0653857055654181	-0.0585443627507424	-0.033523359583433	-0.066550003762153	-0.00272326864794627	0.086482783758851	-0.0413985849840357	-0.0282227408491776	-0.0315663688638294	0.0127572174711223	-0.0119846128677534	-0.0122525954452514	-0.0336126067289784	-0.0651321707171421	-0.0728255751558845	-0.011089746399076	0.0147810510874981	-0.0508932401337077	-0.0152899532747717	-0.0342075257739202	0.116274389144153	-0.0569014996473362	-0.065345334531734	-0.0565421802283	-0.0663309484362966	-0.0529788697658543	0.0762081974488522	-0.00851625025186997	0.791794210604588	NA	0.0856086540954511	0.00377825159561623	-0.0533694001677471	-0.0779900460582107	-0.0242008592396013	-0.019658685218823	0.018915871951564	-0.132280987646272	-0.0578866413113073	0.139558908149052	0.00623046292700361	-0.041293124685065	-0.0470761385644012	-0.0025502366817321	-0.0178331857909768	-0.00147779251937082	-0.0225230844432867	-0.0123269379047764	0.0612527607383965	-0.0660551758144586	0.396818801912164	-0.000949231725097735	-0.00552382318501	0.798091847008658	0.0588713945324666	-0.00818458855554046	0.0367459226079281	-0.0319648368444633	0.0889095402727272	0.0116343951956261	0.756084925031407
Polynucleobacter sp. MG-Unter2-18	0.340531684184017	0.718307555563128	-0.0296103762142919	0.856840496885591	0.190007333616131	0.439732299811472	0.785036523178601	-0.124805963171	0.722415922628973	0.626288306463575	-0.0157109913267518	-0.132756870030709	0.297996127290733	-0.156422255599999	-0.236624053628213	-0.115667004617758	0.0268301081518318	-0.252402483582298	-0.257052833886649	-0.16129096479271	-0.172169116300804	-0.299090903247661	-0.154281708024732	-0.29893497150383	-0.237281297032893	-0.189226025477114	-0.226017261736671	-0.247690354161857	-0.204831840743256	-0.198613522639433	-0.122990134459212	-0.282145833254366	-0.157822480859863	-0.178941038451607	-0.344371351925911	-0.0593601174312742	-0.184594595781308	-0.287983121004957	-0.213015517179241	-0.23151355633337	-0.169652343897325	-0.119902737533026	-0.121909940435752	-0.175120044477073	-0.207493152763187	-0.251818865077751	-0.209912607360079	0.363279805478263	0.0856086540954511	NA	-0.123956233397959	-0.0774629872085703	0.0513951908632887	-0.159650149958653	-0.133143910906651	-0.127037608197968	-0.0333925725640586	-0.270816737809329	-0.204885403302624	-0.264153593331756	-0.202504353683348	-0.237923616545768	-0.113031005847928	-0.0966413545318887	-0.101383648269855	-0.0984315400461581	-0.098850013181977	-0.240142576695129	0.0296571949533896	-0.14787753147394	-0.0708854910776661	-0.070916508375712	0.295831581593367	-0.316565515219673	-0.180557254998603	-0.112044274081054	-0.0421688957452755	-0.323757335509978	-0.151624388933092	0.266233669179406
Bacteroides thetaiotaomicron	-0.282300006496958	-0.0705589144285593	-0.0539575945878088	-0.109571603421318	0.0387806274325327	-0.048689831886977	-0.203585301954497	-0.117854125390667	-0.162659722582228	-0.0653283489693976	-0.0130168800159736	-0.0293797505541791	-0.110152109755566	-0.0158186786018538	0.0147000709477315	0.839466784074264	0.0619540485399066	0.0655497249350604	-0.0772898367363395	-0.0402537565989958	-0.0406488419152602	-0.0254665254111196	-0.0530277437173644	0.0355679727693642	0.0452306286748534	-0.0556036658932339	-0.0398386914985213	0.0870958842620688	0.0994046786835367	-0.0121977587281014	0.852597393119094	0.0794513984431537	-0.0457485645837047	0.0102466893024876	-0.00368841833675564	0.825374016518455	-0.0424759001814119	0.0510725714250158	-0.0372856005664199	0.0760184544775526	-0.0164608906122058	-0.0384975350979922	-0.047488940562036	-0.060205424744191	0.56330944913131	0.136232504990202	0.431072201041794	0.0762949032884884	0.00377825159561623	-0.123956233397959	NA	0.925711809687682	0.507287223695862	0.867024948432677	0.882014457672905	0.100244442636702	-0.0361228849881271	-0.065754908223881	0.0998876653253884	0.0213264406733361	-0.0282183238126305	0.0603781090426842	0.832478050953315	0.31146920362691	0.834996865424234	0.81434897747796	0.834212775738146	0.734300572363095	0.514999308122696	0.0102352425246418	0.0913710427076371	0.0896491591101693	0.146078328895832	0.0420677548566874	0.120883705679612	0.105986659849724	0.0718319293111244	0.436238151543454	-0.0359380475600144	0.236571124881995
Bacteroides uniformis	-0.242855865314257	-0.0685373392222186	-0.0097111840790715	-0.0909793531881719	-0.0194705335233189	-0.0439367758788829	-0.155222870295692	-0.100503915525335	-0.104963555955524	-0.0770464782785535	-8.77149435871897e-05	-0.0670103115025785	-0.0374553634919622	0.0201765166017522	-0.0013490090122749	0.86582492819103	0.072413415863045	-0.0642604746099967	-0.0566038771770456	-0.00646649218576201	-0.0148990232474456	-0.0304249455163399	-0.0161527961975116	0.013087995167949	-0.0710578304321327	-0.0499579436758345	-0.0326916668734441	0.10284721433483	0.0936471259075996	-0.00256781562736779	0.876632807570886	0.0733624085224464	-0.0121089726122581	-0.0311837154044396	-0.0478371015672294	0.861116228476372	-0.0139485851449699	0.0358609481872675	-0.0381865465020971	-0.0658904126023394	0.0282609262616352	-0.0103532990539129	-0.0166965754479119	-0.028662045265522	0.626121581638376	0.0369003353352608	0.461841608327823	0.113524602395114	-0.0533694001677471	-0.0774629872085703	0.925711809687682	NA	0.509998468661409	0.857367783484141	0.900268194874658	0.233841176942564	-0.0152462393784985	-0.0492275378787579	-0.0603248208750224	-0.0133518259662767	-0.0332236277884971	0.0870225645683571	0.869696637706494	0.249059850364261	0.87236196463461	0.850151375454892	0.87092020005714	0.682924378102656	0.486313841184989	-0.0184196943214996	0.0193370011001773	0.0217825858401973	0.162752839083424	-0.0537161974623712	0.12933859541586	0.000505894887156093	0.0279050447984053	0.36122328453574	-0.0130186425800184	0.26822070247133
Phocaeicola dorei	-0.011599177580632	0.153087148107747	-0.00908433139946961	0.0824979940227722	0.205985211133968	0.134856016186051	0.0539085874722958	0.0050833516084098	0.101394691122338	-0.00529834219114338	0.0972542908650951	0.022653415180652	0.093912204739109	-0.000206722399823368	0.0424388444602734	0.105133787965009	0.0235747253624544	-0.0367357500809476	-0.0300753456512069	-0.0257219974827087	-0.0278850332471681	0.00233416117320864	-0.0138768269183075	0.0269243275968294	-0.0508116812327988	-0.00840625200469569	0.0329362802069689	0.0805192658831429	0.0816264484161301	0.0612875825447183	0.115111037070571	-0.0172428326321462	-0.0260416306757854	0.0172172670187666	-0.000488789440001015	0.114548596853024	0.00345005960257031	0.0146922094921061	-0.0199825194477254	-0.0457992655544851	0.00874393195695524	-0.0154440881242059	-0.0228078953899089	-0.0302311529660875	0.0739428078875382	-0.0422724289385255	0.0627512178587467	-0.000369260105865918	-0.0779900460582107	0.0513951908632887	0.507287223695862	0.509998468661409	NA	0.113024968922765	0.158315638083866	0.0536318055091714	0.139537753392605	-0.0315184571624069	-0.0538744425583427	0.0582225012228886	0.00480447559295194	0.0721970615809816	0.113814487137078	0.750563592883805	0.110279569640672	0.108088949779593	0.110867209238191	0.0548651682451438	0.985461103145982	-0.0183740966280523	-0.0132878097003891	-0.0126070797069222	-0.0145060192690141	-0.0261060086997327	0.112215471994623	-0.0253810451527985	-0.00512394586198093	-0.0165343422072901	-0.0170544710730029	0.0025141557936688
Phocaeicola vulgatus	-0.266056294079259	-0.17974446179005	0.01185815721489	-0.176372244684624	-0.00317965029610605	-0.161158125362924	-0.21112149957255	-0.0708957977938102	-0.179727094364877	-0.106953967182806	-0.070035856746222	-0.0841620723370835	-0.103604643245135	-0.0149176551967446	-0.0225219607106117	0.941264366817355	0.0437391322781703	-0.0531046606932293	-0.0677016996178134	-0.0215329926033953	-0.0294788653685644	-0.0573632569412895	-0.0523031905472864	-0.00658797301991663	-0.048449223958021	-0.0553167697288833	-0.0604141122714588	0.0621427278519788	0.0571044989297725	-0.0464601928155166	0.97248610169742	0.0899467027775276	-0.0294351166574932	-0.0117544244772191	-0.0558302133394377	0.920362849391638	-0.046576508385407	0.0295265680025699	-0.0634099059956653	-0.0431077516915059	0.0636577166955248	-0.0334779642917575	-0.0399937732400162	-0.0485572667363248	0.704861675466836	0.0675762184402584	0.486680317648435	0.109061669958225	-0.0242008592396013	-0.159650149958653	0.867024948432677	0.857367783484141	0.113024968922765	NA	0.987687229745327	0.127303362178262	-0.0933764715100046	-0.0619776240601643	-0.0310520847225424	-0.0344507334506814	-0.0345465440447447	0.0402515086869736	0.941074779400833	-0.0390227457137684	0.944453312627961	0.919525952067731	0.942584760456916	0.761530248412069	0.122166960337838	-0.0230938381026801	0.0270233411960162	0.0280749521375673	0.195322146764832	-0.0440108905732358	0.0944289726310159	0.0149401975374365	0.0299592357298634	0.424529484480274	-0.0282277300093522	0.29673959493017
Parabacteroides distasonis	-0.279552678543039	-0.162062290270113	-0.0250795266958554	-0.156559576600725	-0.0444855415260407	-0.151161120753072	-0.192000426178599	-0.0817514784277845	-0.161691704762814	-0.103344079752556	-0.0577563495262995	-0.0788428643864611	-0.104995333700269	-0.00807687877122112	-0.0215062123083282	0.974199348954376	0.0156902430805816	-0.0483995146071883	-0.0624861294729216	-0.0186165481848636	-0.026105586778528	-0.0495807739146282	-0.0456257259796839	0.00324678386238934	-0.0448628996802472	-0.0521015614977164	-0.0536158087767353	0.0757116219916138	0.0690445705305503	-0.0374265460322191	0.992241894858297	0.0970604128755111	-0.0262507735938173	-0.0271999583716701	-0.0529763781650095	0.951505926682286	-0.0457931052520983	0.0380100229109298	-0.0572082365758129	-0.0399056776530914	0.0295926138996862	-0.0337388034878764	-0.0353564884333106	-0.045253474134854	0.706779919787706	0.075037958979399	0.508073812613692	0.124466024250497	-0.019658685218823	-0.133143910906651	0.882014457672905	0.900268194874658	0.158315638083866	0.987687229745327	NA	0.178613478785652	-0.0848036203272828	-0.0567802702859945	-0.0290898331081402	-0.0430720743935773	-0.0328453273272166	0.0524611695452913	0.974258666879433	-0.0095995857875726	0.977316090961533	0.941858823478182	0.970236219659748	0.789855009209438	0.165675237447811	-0.0326274291607313	0.000231829413075202	0.00125560134773621	0.211241166710492	-0.040645589735467	0.106057951202804	-0.00792396497182575	0.00170766360060049	0.441230807704119	-0.0274004430867251	0.321534580541284
Parabacteroides merdae	0.0101284826839231	-0.146299546149664	-0.0369588416111951	-0.0701849382703079	-0.0765781751764892	-0.1110607161514	-0.080036967959228	0.190447352676552	-0.0369102807915894	0.013902995009368	-0.0546514683661041	-0.0636699990477919	-0.0676903225517832	-0.0390017384759669	-0.0420818028340177	0.119962177639393	-0.0018390880425299	-0.0340485713442926	-0.0562906077560754	-0.0367573425724341	-0.0387156301047836	-0.0616347660806813	-0.0430181555261889	-0.049431881078747	-0.0310191028984929	-0.0398997403804167	-0.0486566876715442	-0.0369741190026469	-0.0270963801959209	-0.0439503450679935	0.121569057588746	-0.0303627409176901	-0.0375090733687229	-0.0504944825368489	-0.0583300032671693	0.105501006676971	-0.0494975283496026	-0.0428810461945602	-0.0505233079696693	-0.026243952253202	-0.0174406209482422	-0.0360428560257139	-0.0336816474709941	-0.0450054076235893	0.0715347568923757	-0.020416227375748	0.0353430172329232	0.0138206650064724	0.018915871951564	-0.127037608197968	0.100244442636702	0.233841176942564	0.0536318055091714	0.127303362178262	0.178613478785652	NA	-0.0058618612905349	-0.0579395174140346	-0.0173099594216227	-0.0480465850889034	-0.0373112754458959	-0.0465258892251917	0.121086087726345	-0.0251126842780356	0.123892524953344	0.120397955208526	0.127734009390229	0.0850021528313485	0.0257131240209547	-0.0633778015297867	0.00390300023052166	0.00631982243737708	0.0133284866675375	-0.0476209042788404	-0.0199882712987106	-0.00426876245212276	-0.0154572593703	0.00804028714379248	-0.040428771209502	0.114351335047034
Tepiditoga spiralis	-0.3239891683111	0.235747004592378	-0.0860122401663515	0.0768027092041759	0.580752771114391	0.320514523665613	-0.191588287979761	0.561915748026594	-0.12451906976936	0.106025798609178	-0.0172017971840389	0.67325412751302	0.458144513313406	0.820658239823289	0.155029585040919	-0.0871802162227742	-0.075897632007105	-0.100102949651166	0.439180478953805	0.893392455998546	0.888708187556852	0.559599299891144	0.895178202687245	0.182836319160724	-0.0727759440791912	0.197233920875056	0.107984757336963	0.270936930838596	0.0524517071574443	0.0977525645752034	-0.0820545653523487	0.247461341293875	0.894841485271184	0.850281871758195	0.429682367697582	-0.095334345772236	0.600652681381802	0.147948000678162	0.803505912685057	-0.0907188679215322	0.00405606152787677	0.869681494195845	0.888707777944085	0.846572543873843	-0.0617022351987113	-0.0522745980607901	-0.0405891164148099	-0.0795224765605221	-0.132280987646272	-0.0333925725640586	-0.0361228849881271	-0.0152462393784985	0.139537753392605	-0.0933764715100046	-0.0848036203272828	-0.0058618612905349	NA	0.600463076651077	-0.0928410704804251	0.0141216859246367	0.0948252800162094	0.0963826605050904	-0.077024208939592	0.0851613075709729	-0.077020790151098	-0.0955921437818732	-0.0863683640897231	-0.0956933718439561	0.148958314194517	-0.0626451322490079	-0.108026307429808	-0.0788437234975495	-0.0375046850087523	0.0431707612330658	0.105031131573982	-0.1178129810687	-0.0853254242955425	0.115416322974033	0.847657152905052	-0.0151646365605124
uncultured human fecal virus	-0.763189672364102	-0.174781273021859	-0.0676385750965302	-0.262361056012463	0.190529505027236	-0.0680159838554986	-0.522023824054434	0.205901441719216	-0.43344046379178	-0.174151307666904	0.358346150669117	0.739470971161859	0.343629963372715	0.649360340124299	0.580280753871852	-0.0368083733712812	-0.0238149685548108	0.167805953214446	0.964991798942585	0.69436982028736	0.69622712653061	0.951118803340513	0.732733381192556	0.792529391810349	0.102853976836063	0.732999709618917	0.76321379895586	0.776215043157209	0.443906139180478	0.599381871111367	-0.0373786146312804	0.870844651836607	0.692687873463482	0.775190500020336	0.878222644006339	-0.0602045068485988	0.680141714341909	0.836712331351473	0.69202715397381	0.0672335831751395	0.054555999995884	0.578671760861732	0.590155805172969	0.769508782759875	0.172435659122189	0.133401261119129	0.430233303192638	-0.0651245075047444	-0.0578866413113073	-0.270816737809329	-0.065754908223881	-0.0492275378787579	-0.0315184571624069	-0.0619776240601643	-0.0567802702859945	-0.0579395174140346	0.600463076651077	NA	0.0154926538364001	0.449028940076134	0.75245562358109	0.600796762623485	-0.00540150841631703	0.189957618324131	-0.0338890052313915	-0.033913787560735	-0.0348878976885343	0.0887090858550696	-0.0248554894515161	0.10884307710924	-0.0244644963058411	-0.00577081157370006	0.0155348785637191	0.447165093538622	0.429472760533716	-0.0173984812433755	-0.0111633073665003	0.359033705192228	0.544955544998492	0.0518054382181352
Sellimonas intestinalis	-0.491710487593639	-0.231891159212453	-0.0498937312566018	-0.218871192811283	-0.226311140600465	-0.195352806734521	-0.347275790033083	-0.180949931319163	-0.293752837728727	-0.168425255873213	-0.0677124395415537	0.132509207623965	-0.0828235088157642	-0.0369003943298775	0.118365650302564	0.0482102956922483	-0.0255053333570939	0.868065087823554	-0.0523591935871347	-0.0336343407060478	0.0154648159737595	0.154482833165494	-0.0361893011193077	0.219635639602874	0.876090524923441	-0.0416210573352173	-0.0386140265461506	-0.0171905217181129	0.114448994254243	-0.0196661614002458	-0.0277243608353773	0.110105483259498	-0.032391699502953	0.105869822609033	0.371510831532048	-0.0385895910601015	-0.0473381604424448	0.148689133211217	0.226376644713079	0.965265626397941	0.0621343354260027	-0.0336580934230217	-0.0283395136885072	-0.0412065886054225	-0.0426332299712432	0.824098524154318	-0.0472909152629767	-0.052247134413892	0.139558908149052	-0.204885403302624	0.0998876653253884	-0.0603248208750224	-0.0538744425583427	-0.0310520847225424	-0.0290898331081402	-0.0173099594216227	-0.0928410704804251	0.0154926538364001	NA	0.302467160897004	-0.00375536939716522	-0.0535440092386676	-0.0267073943092341	0.163651562029742	-0.019774129075489	-0.0247029299417974	-0.0267248387694462	0.534663874632722	-0.0388461182879061	0.091552370931393	0.409394252110795	0.387241066060426	-0.0342263564323833	0.725901745511822	-0.0178262311004288	0.612369524611036	0.240548275073156	0.670472664357442	-0.0406790643282219	-0.0302673472303707
Clostridium perfringens	-0.629261084827134	-0.280651243188438	0.212410985269943	-0.270476044406181	-0.145952434999694	-0.175800406996616	-0.494826862159791	-0.195613773546355	-0.404651449927937	-0.192546144720184	0.830738365224067	0.143205841695606	0.360787215995206	0.34271112495917	0.930576515607732	-0.0148599011795086	0.197622947076621	0.678856593340688	0.55516524982304	0.110276118101675	0.137682797275033	0.655640500599631	0.126821054854438	0.817879437104112	0.374662154799544	0.350989327909364	0.721053391542121	0.800108361773087	0.907206909767096	0.861530545711478	-0.035675683543075	0.399331738989788	0.102753645431292	0.237539030606538	0.750264996233353	-0.0470079537512265	0.671874100545752	0.668551379516997	0.268739475778401	0.383902677898664	0.280518199791732	0.128606742600258	0.0581753651798079	0.193338070697951	0.154629393201865	0.381197521998175	0.712898854397824	-0.0852872143296785	0.00623046292700361	-0.264153593331756	0.0213264406733361	-0.0133518259662767	0.0582225012228886	-0.0344507334506814	-0.0430720743935773	-0.0480465850889034	0.0141216859246367	0.449028940076134	0.302467160897004	NA	0.243230253047716	0.808119188000957	0.0333394280793876	0.638234634005114	-0.0345412413225223	0.029498212084354	-0.00611919670502391	0.243359060108282	0.0570251741272937	0.0903959744308783	0.309165369515028	0.310440924966902	-0.0383862817550243	0.748784907515088	0.859216774851506	0.345259071218226	0.29141923323058	0.468444829260714	0.0569530686490617	-0.014698893151763
Clostridiaceae bacterium Marseille-Q4149	-0.568565690455463	-0.24323158390011	-0.0412989369881123	-0.225788182333673	-0.0115569982084443	-0.189362159788201	-0.390970684787975	-0.190223234540615	-0.32880703013487	-0.162536041496921	0.162414367256266	0.493073904763874	-0.0252778103750463	0.00457125482014665	0.305633843882909	-0.0207677233159018	0.0382236287056852	0.0377652776352819	0.797014543694509	0.138137709855032	0.132634977103818	0.615474011687537	0.18243734630421	0.662258071639128	0.0646765031415357	0.820309477286978	0.741466488503557	0.548873828984186	0.183416672304929	0.405000113850746	-0.0175237923422026	0.939352006847655	0.137332047430936	0.30472173929084	0.613364712569784	-0.0411658380195023	0.131557726633027	0.84516108556466	0.142013248447462	0.0296878001967208	-0.00180249283517671	-0.0180615919724269	-0.00256373422422592	0.255621185848437	0.25449973584865	0.075609246848848	0.318701656760306	-0.0520967746051179	-0.041293124685065	-0.202504353683348	-0.0282183238126305	-0.0332236277884971	0.00480447559295194	-0.0345465440447447	-0.0328453273272166	-0.0373112754458959	0.0948252800162094	0.75245562358109	-0.00375536939716522	0.243230253047716	NA	0.416648331887005	-0.00819202544798897	0.0971398942422927	-0.0152187185137625	0.00535993988766547	-0.00543731701794572	0.0819397307582915	0.0180054256789414	0.170518198114342	0.0297528114762682	0.0295740145620917	0.0206765809109238	0.30970769966984	0.133264662387205	0.0252559249643588	0.0358948876220844	0.200437654982124	-0.0375704335271633	0.0403318100869234
Lactococcus lactis	-0.559210611978652	-0.249509299619443	-0.0848847849634227	-0.258240723467377	-0.0975043085646037	-0.192532603620562	-0.395201844009148	-0.104695137089748	-0.326041050285665	-0.195920986441911	0.900749994945338	0.237949334431337	0.221047393244045	0.393682952725448	0.929211976228223	0.0605326595859772	-0.0169194775950974	0.369170061665115	0.739751819228626	0.157899893823808	0.167282691853961	0.722857659485784	0.208312941676407	0.879236460015981	0.0352169096007402	0.55793836308202	0.890848240662243	0.945123881400412	0.921630818246212	0.959795554079439	0.0625288672923535	0.552536174592794	0.15251455613761	0.306489739661504	0.704229382845735	0.0396124550619209	0.687814458884429	0.787271454231587	0.2143249727975	0.024519091188064	-0.0177437675031769	0.124164721998347	0.0930647019494792	0.259641359246596	0.112244046311684	0.0642775034422042	0.844300665732965	-0.051929812220994	-0.0470761385644012	-0.237923616545768	0.0603781090426842	0.0870225645683571	0.0721970615809816	0.0402515086869736	0.0524611695452913	-0.0465258892251917	0.0963826605050904	0.600796762623485	-0.0535440092386676	0.808119188000957	0.416648331887005	NA	0.142172567790562	0.555478979939523	0.0639830278764112	0.0568828477785221	0.0613832137691442	0.135352919454212	0.0744831474776304	0.031989531296738	-0.0520249921770674	-0.0439795265596429	0.00537765572681117	0.498653640279377	0.913647945972917	-0.0566946028661327	-0.026277195934501	0.288104623364047	0.0714946454838149	0.0477536006355702
Limosilactobacillus oris	-0.334990762553174	-0.161165660253582	-0.0431605993928269	-0.152372779582573	-0.123870282660686	-0.152860371280958	-0.203759108750408	-0.145631614214875	-0.181858109849128	-0.1146944210277	0.0364961786230996	-0.0607695853854339	-0.0777280774937757	0.0317542051621594	0.0665493516373784	0.992829974150457	-0.0110121248364752	-0.00105910249394386	0.00288673167287948	-0.0037973870423505	-0.00937391258180458	0.0178740241732266	-0.0274254504237418	0.0867353677550525	-0.0299931294800169	-0.00875177379154628	0.0263608760776766	0.164433472485277	0.164351022179895	0.0559568072138797	0.990732031643459	0.141243600410956	-0.0120508840036497	-0.0314678419515906	0.0126632841396718	0.96552892007384	0.0222632192413593	0.107795272203341	-0.033481436151705	-0.0277257301269106	0.0170072509605517	-0.0222429833964292	-0.024645078070166	-0.0219537215376513	0.715502423281081	0.095127641188548	0.59825716351752	0.132068754620317	-0.0025502366817321	-0.113031005847928	0.832478050953315	0.869696637706494	0.113814487137078	0.941074779400833	0.974258666879433	0.121086087726345	-0.077024208939592	-0.00540150841631703	-0.0267073943092341	0.0333394280793876	-0.00819202544798897	0.142172567790562	NA	0.015632365873744	0.995956888600048	0.9524767579976	0.983848291619159	0.817686418929756	0.127742074223639	-0.0138808250712349	-0.0224779985135004	-0.0210801209462683	0.230542253149605	0.0151591569578839	0.19723996239816	-0.026793158378603	-0.0169385471492462	0.489294315642886	-0.0139921048962162	0.340955798049541
