Homo sapiens	Saccharomyces cerevisiae	Candida albicans	Botrytis cinerea	Thermothielavioides terrestris	Aspergillus oryzae	Toxoplasma gondii	Plasmodium sp. gorilla clade G2	Trypanosoma brucei	Leishmania infantum	Staphylococcus aureus	Priestia aryabhattai	Streptococcus pneumoniae	Streptococcus thermophilus	Streptococcus suis	Limosilactobacillus fermentum	Enterococcus faecalis	Enterococcus faecium	Blautia wexlerae	Blautia massiliensis	Blautia sp. SC05B48	Blautia obeum	Anaerostipes hadrus	[Ruminococcus] torques	[Ruminococcus] gnavus	[Eubacterium] rectale	Anaerobutyricum hallii	Coprococcus comes	[Clostridium] scindens	Dorea longicatena	Enterocloster bolteae	Oscillospiraceae bacterium	Ruminococcus sp. SR1/5	Clostridium sp. AWRP	Clostridium neonatale	Eubacterium callanderi	Mogibacterium diversum	uncultured Clostridia bacterium	Erysipelatoclostridium ramosum	[Clostridium] innocuum	Erysipelotrichaceae bacterium 66202529	Parvimonas micra	Actinomyces graevenitzii	Schaalia odontolytica	Bifidobacterium longum	Eggerthella lenta	Collinsella aerofaciens	Escherichia coli	Klebsiella pneumoniae	Polynucleobacter sp. MG-Unter2-18	Bacteroides thetaiotaomicron	Bacteroides uniformis	Phocaeicola dorei	Phocaeicola vulgatus	Parabacteroides distasonis	Parabacteroides merdae	Tepiditoga spiralis	uncultured human fecal virus	Sellimonas intestinalis	Clostridium perfringens	Clostridiaceae bacterium Marseille-Q4149	Lactococcus lactis	Limosilactobacillus oris	Megasphaera massiliensis	Bifidobacterium adolescentis	Bifidobacterium pseudocatenulatum	Bifidobacterium bifidum	Collinsella stercoris	Bacteroides salyersiae	Listeria monocytogenes	Streptococcus lutetiensis	Streptococcus infantarius	Klebsiella oxytoca	Christensenella minuta	Streptococcus sp. HSISS1	Streptococcus equinus	Streptococcus gallolyticus	Lacticaseibacillus paracasei	Limosilactobacillus mucosae	Arachnia rubra	Citrobacter koseri	Klebsiella michiganensis	Methanobrevibacter smithii
Staphylococcus aureus	-0.312652248264725	-0.129710241495561	-0.0403849914886938	-0.0879208290252506	-0.106048877206658	-0.0876000701602992	-0.19372466247747	-0.142925000461508	-0.153265197658854	-0.070680598776806	NA	-0.0654106533382772	0.253196681190557	0.373404808550633	0.477509470361704	-0.0589945091922823	-0.0335808073875282	0.400569386495678	0.303282193298637	0.136655769435934	0.202068010254925	0.732367059897776	0.0641444040144969	0.674008758008534	0.0301917034200171	0.463055474353232	0.795372202881482	0.856001850546031	0.951451847236504	0.922778913318911	-0.0566563240475571	0.277940799484579	0.121798305087255	0.0216483774076868	0.480414204590023	-0.054208784880243	0.754081666342011	0.667779539592502	0.129474707502887	0.142250516873667	-0.0275514572422842	0.0443082001507022	0.00631872333705982	0.179959084664654	-0.0539021019080705	0.0910261657252061	0.415346266978606	-0.0507283167373977	-0.0545394770847877	-0.0824522445811973	-0.0597844759282667	-0.063686490207443	-0.0690160074677441	-0.0759647916393812	-0.0688238758732096	-0.0699838265879736	-0.00992666914052364	0.290430623539427	-0.0339199548922537	0.321777208661022	0.0571413375894815	0.0705239531195056	0.0326452539538781	0.582893046734293	-0.0688050115261196	-0.0633453276388801	-0.0563055509134693	-0.037749861690367	-0.0842548903893164	0.155399913858272	-0.0359272915184029	-0.0350724659546593	-0.0730172265075463	0.40907940725555	0.530599167979016	-0.0361322437780417	-0.0303928036404457	0.231626193234836	-0.0332377914203418	-0.0521609901209394	-0.0485947270381191	-0.0610112144131635	-0.0349874801143384
Priestia aryabhattai	-0.503278285314487	-0.100642935104347	-0.0641076351796858	-0.157595831950745	0.607067031624222	-0.0720405591266298	-0.360462633875577	0.381450334791254	-0.300966650187006	-0.0580914947981668	-0.0654106533382772	NA	0.121135720277561	0.532930281374683	0.10340679566145	-0.0829274505446085	0.013003664513648	0.20502344179596	0.546655460951884	0.740455994036972	0.747047060398097	0.434877594619733	0.705007491109891	0.362781815155031	0.309688631518972	0.569056836156123	0.291801625873207	0.238353905759248	-0.016966523979126	0.166292928498331	-0.0875276143193246	0.541643841458441	0.745004855013076	0.815745222924585	0.462699065481152	-0.0837516241129024	0.262526222525576	0.365554692474112	0.667786082327224	0.24439066556435	-0.0285619208050575	0.324722505551818	0.633347189940955	0.628363636070755	-0.0375760560495829	0.243537174866466	-0.00308331607754624	0.516869504029132	-0.0118425114294784	-0.16199864935656	-0.0811669157855239	-0.035331679265739	-0.0129263181353893	-0.117929515541714	-0.108846866315945	-0.0942187089089642	0.734502635734541	0.687461779500031	0.251418460016138	0.0620609107513139	0.313538401610675	-0.0513600472503403	-0.0930308976002509	-0.0180238568320973	-0.0869576807987363	-0.0354202846556735	-0.0282043002331999	-0.0137432952801948	-0.1024012734773	0.17172457535619	0.0234764178596812	0.023719938820701	0.359452988376466	0.158387783999139	0.060377269844674	0.02984023234899	0.0186601484454275	0.180354670439178	0.0142480968280531	0.551573195101459	0.372208567193696	0.489873919777464	0.0103108644436984
Streptococcus pneumoniae	-0.310945746764546	0.220881393284924	0.086116306718275	0.0722472770167268	0.0846285574392267	-0.0850615016924935	-0.0947963545113864	0.0375778829874655	-0.0226133525598449	0.0221468789579578	0.253196681190557	0.121135720277561	NA	0.302078069409333	0.895153652002163	-0.120874394928512	0.881283711109708	0.0584062217126301	0.0902036114853531	0.198577327425272	0.208696122235068	0.463733378613963	0.203347913629923	0.120125910838369	-0.039039297683281	0.073356483130445	0.181917380276013	0.258104647673541	0.234063818111382	0.233233881416382	-0.112511510675977	0.0814835364928873	0.19811249776232	0.181818604496808	0.728642484398942	-0.0773714249901793	0.280875852907746	0.205480672792781	0.184383058007995	-0.0283467484923789	0.0208167585777438	0.156471137372713	0.200059481421779	0.211102153322011	-0.0403602931101097	0.0492633189579764	0.544364019307798	0.143203751635763	-0.0866166728103028	0.079567069013172	-0.139728017230098	-0.10868342290626	-0.103377303513102	-0.155200038139841	-0.141203771303554	-0.124779046433948	0.171515465140473	0.11759908975475	-0.0549708603085385	0.881004530338369	0.621283691402534	0.042927207416395	-0.0985634513701755	0.845552259815999	0.000751375904490896	0.652638095672172	0.737374139757534	0.14026822068583	-0.164336052960541	0.725150828207339	0.879197032578319	0.880812394659382	0.0387082698000227	0.794663537080012	0.782776148185028	0.876624796494209	0.862759959464932	0.105726749471197	0.883264946444582	0.129326567363361	0.0906520504697941	0.0845808706591359	0.878149177774241
Streptococcus thermophilus	-0.458590917389989	-0.0564740784450829	-0.0413719841329092	-0.201262327243417	0.693149331418012	-0.145162185186707	-0.344237338540972	0.615197055885971	-0.288064118492213	-0.14752710773737	0.373404808550633	0.532930281374683	0.302078069409333	NA	0.270148076700227	0.0928738642541797	0.00847353003783153	0.139507682060854	0.312153019373242	0.884840072385236	0.899340262355545	0.537711537299598	0.915745303619897	0.388775820043007	0.0273930319467238	0.162743606104684	0.320258527736914	0.554041892108527	0.412413488002088	0.473430349051564	0.0412270809902618	0.186124270500089	0.880836291191921	0.859856365816474	0.441610554544709	0.0922742555076965	0.752958212570532	0.295360148943551	0.847331465130446	0.0731704819479972	0.0127817132905909	0.576655169593044	0.912116675796378	0.883828941372738	-0.013500064740748	0.121793884932327	0.24480292856593	0.750001725684908	0.0450446625016275	-0.198570321153708	-0.0296416745870162	0.12887309440569	0.138510119707583	-0.0038506904267128	0.00473048517143543	-0.0528582489613858	0.8374390662728	0.445669564214252	-0.0330071913130743	0.165377403105375	0.00341012014725512	0.0804008363605194	0.127738497343961	0.240912581707548	0.0909455007480089	0.0681350966055316	0.0244016460603913	0.0599259372360398	0.00413243472974715	0.0817804934840535	0.00645834454691134	0.00881897986574443	0.504457083721398	0.199368821799275	0.398110616407126	0.00555363932396863	0.00751467085548015	0.296882795721558	0.00917830402687128	0.817089822369553	0.551048675982544	0.704796566584587	0.00604364061788862
Streptococcus suis	-0.479172942988222	-0.0827456845943277	0.085393506444817	-0.195988248434003	-0.0522034978095264	-0.153829184736476	-0.374207043030251	-0.127174551324956	-0.335138505666257	-0.0873523866686875	0.477509470361704	0.10340679566145	0.895153652002163	0.270148076700227	NA	-0.0377131966158718	0.844032187920786	0.239824522313778	0.222721741601516	0.140333455557513	0.17637772751882	0.670181181728392	0.0960779403671984	0.387515667418348	0.0627457386767773	0.283462817640558	0.441699893505204	0.507766768451571	0.486749507562185	0.482707689848906	-0.0388035097546274	0.269375073032947	0.133366347530718	0.0915652126581736	0.868227269182747	-0.00693078189195383	0.413678094991674	0.463760101459982	0.134330332298223	0.115260373240449	0.0332070812454606	0.0905295219867718	0.0584848008547466	0.153694017952797	0.0130116981552687	0.187965986277138	0.716262739937815	0.00128287793731435	-0.0484513343550689	-0.208307536422062	-0.0614479006626702	-0.0331224746633907	-0.0556789406719893	-0.063094541148932	-0.0561862918384345	-0.055303554611359	0.0337953768737736	0.234052903482551	0.0327945812641166	0.95560287964451	0.692018355484541	-0.0251820696620042	0.00600541659500882	0.978804284966475	0.0786715608605187	0.670302750219994	0.734490257484578	0.239935268908053	-0.0835199438250272	0.815156244264279	0.844916075277688	0.845655044156722	-0.0292301508326602	0.924011161501722	0.914441936294089	0.844987852568985	0.836804746215091	0.251011894083336	0.845358385023204	0.00972611432887647	-0.0217189434701082	-0.00453288732698093	0.841381212364076
Limosilactobacillus fermentum	-0.395069061902165	-0.2673796708761	-0.0441543551217746	-0.22814756976132	-0.131034577735614	-0.15240447071134	-0.330030936494781	-0.168725740019418	-0.292929841248366	-0.151599995339934	-0.0589945091922823	-0.0829274505446085	-0.120874394928512	0.0928738642541797	-0.0377131966158718	NA	-0.0419005069782453	-0.0282529126631146	-0.0616815093770423	0.0136282219073121	0.000682198526352739	-0.0464682454281397	-0.0437718699299922	0.286922050743757	-0.0204607199562512	-0.0618861473142801	-0.0481599662532158	0.265099387161875	0.0593400132806863	-0.0174686722826377	0.613075275081697	0.147236888059525	-0.00487108002990897	-0.0481464326677963	-0.0499912607186363	0.892997379843023	-0.0629690998600144	0.0453469263305613	-0.0350057832750125	0.169441113642662	0.0598436129899078	-0.0622374953423551	-0.0421795310497519	-0.0594569612304762	0.356783479560124	0.30412285008405	0.633490694188864	0.0166303228782097	-0.0569094431577674	-0.192617414572662	0.0522617736937331	0.492558959256598	0.159176295267105	0.466172516794779	0.471495602620269	0.106904274282742	-0.0870876855469322	-0.0424511932790161	0.00127390346401299	-0.0482141164177232	-0.0491344739659798	0.050231191469385	0.994372479325325	-0.0532901755984173	0.983419533448472	0.560447737741337	0.306226665218713	0.752651040733894	0.211298150254238	-0.0177613657855704	-0.0424152892165926	-0.0421049514532076	0.0632209820076615	-0.0504997066243548	0.293346214781279	-0.0428344441744572	-0.0394656393018185	0.654343036211393	-0.0390861255308853	-0.00903822091156189	0.0541706901296149	0.0669679403474981	-0.0434460851730185
Enterococcus faecalis	-0.216590332837949	0.08476297319507	0.0516762030633286	-0.0592605259187202	-0.0607272213509296	-0.0691160183204797	-0.183788322969264	-0.113256829081463	-0.174133355150296	0.0126280324158694	-0.0335808073875282	0.013003664513648	0.881283711109708	0.00847353003783153	0.844032187920786	-0.0419005069782453	NA	-0.0225969604744205	-0.0309215910608946	-0.0376789975043285	-0.0400325537310165	0.247566376652349	-0.0318732948212698	-0.0490051311111198	-0.0281047091690441	-0.0414516083459668	-0.0270638920576313	0.0146023685345144	-0.035615713994488	-0.0355053289395178	-0.0373175305494947	0.0261025952884662	-0.036234524644704	-0.0348787467804556	0.615773062250807	-0.021489972714276	-0.00026300287040509	0.0421420423228445	-0.0445451898381175	-0.0337260639180141	-0.0296625847233629	-0.00187051435995477	-0.0276387401381923	-0.031022031426953	-0.0459091698974547	0.0457331972726183	0.544081266138018	-0.0394756419511135	-0.0309208131732005	-0.0892849864615038	-0.0419941771189731	-0.0317167560300171	-0.043222515069007	-0.0483455522509286	-0.0451249162346701	-0.0299552682287246	-0.051208318261765	-0.0299029712288867	-0.0235398321938839	0.877291351879268	0.697745894641728	-0.0253992101090462	-0.0444414915586061	0.784805035247486	0.0986559705686468	0.792678510359987	0.871221602104906	0.212360342525375	-0.0543864564263505	0.79377889066925	0.999133599143914	0.999265639972734	-0.0490051958778547	0.761275044936865	0.704796443613915	0.997724135416928	0.992761579526044	0.0298154138964399	0.999576546467851	-0.0415163654044883	-0.045598892923613	-0.0484638142935898	0.999530816361915
Enterococcus faecium	-0.438787591187424	-0.248063911981484	-0.0355660558126508	-0.205963905662157	-0.117153592548926	-0.140823585600137	-0.323915338613958	-0.168329798104767	-0.280886329355477	-0.14051122299008	0.400569386495678	0.20502344179596	0.0584062217126301	0.139507682060854	0.239824522313778	-0.0282529126631146	-0.0225969604744205	NA	0.0806376572492082	0.0265881460543427	0.149612106340727	0.442638230412069	0.00644429164164907	0.457003324629931	0.921601180166611	0.160823680554924	0.310475591865018	0.350816894595178	0.443584274424406	0.388466756686607	-0.0478199481921988	0.169982293485599	0.0237462697253862	0.0304734294951007	0.394878795750858	-0.050493855487757	0.29856072493927	0.373928820522571	0.327418694340675	0.933464830923917	0.00285652871520493	-0.00582570505334266	-0.0138810679376639	0.0430157791764986	-0.0573259111753125	0.814692430476067	0.140605491343462	-0.0547355831547731	-0.0311863474340768	-0.196593903629938	-0.0306697397175956	-0.0621173680571191	-0.0849716716486706	-0.055748528155757	-0.0520380443468127	-0.0391797569403465	-0.0523566108343009	0.14840212380185	0.895013468921123	0.240956025427542	0.00307838182170981	0.0154094248485615	-0.0133111912395639	0.255361769908563	-0.056583877973449	-0.0491155586844071	-0.0432144195435086	0.164217129948686	-0.0779859821292075	0.403533341133616	0.0139252613962254	0.00955625022838885	-0.0540870494403092	0.505989409241569	0.212227763758018	0.0379449136744724	0.0236664874394317	0.360966056936287	-0.0232231579318596	-0.0557318754965302	-0.0579665256805455	-0.0424294847593233	-0.0247332035127021
Blautia wexlerae	-0.591189248339173	-0.267104824307741	-0.0383471227623832	-0.260199011289457	0.162822452857358	-0.18002976473429	-0.426291118132439	0.0246167691284472	-0.368778045218072	-0.175284046160098	0.303282193298637	0.546655460951884	0.0902036114853531	0.312153019373242	0.222721741601516	-0.0616815093770423	-0.0309215910608946	0.0806376572492082	NA	0.608472907016944	0.610595542242757	0.758666418319878	0.419127649483694	0.75098390848054	0.0666629523141876	0.820156608729006	0.797498623826006	0.580519431803524	0.294304547815038	0.631199372337493	-0.0515225997973513	0.943061637200691	0.602998816448732	0.400477973326846	0.602580267200791	-0.0612631634476912	0.453072351622905	0.859180639837006	0.497377394943627	0.048249736241193	-0.00547738035645496	0.146344730966141	0.278163483122239	0.594621170030805	0.0704365602732304	0.101882682294264	0.226906228960124	0.166908748076153	-0.0421783160307812	-0.232416360700232	-0.0701463999360823	-0.0470256532261961	-0.0566295133360076	-0.079234836485601	-0.0718826615874444	-0.0802572432666653	0.305131020008423	0.979573086115565	-0.0325039014126979	0.1427008507357	0.651119795779551	0.0314973018583067	-0.0348959943173632	0.143891068605071	-0.0649208093275201	-0.0575270803244274	-0.0502588773357713	-0.00999458401409666	-0.0882798022618383	0.249022461771254	-0.0332520586108069	-0.032418943442125	0.112860209568363	0.234293986475326	0.174348324038191	-0.0339933829775891	-0.0326214888398716	0.203917868404276	-0.0303454247675795	0.17797886668223	0.107305756649393	0.165558598281666	-0.0329111483515011
Blautia massiliensis	-0.528765714556651	-0.090978038465121	-0.0309914176128278	-0.224818559467783	0.722655148583163	-0.164272613668699	-0.380210741312515	0.606753590383376	-0.319969724905205	-0.167786695421347	0.136655769435934	0.740455994036972	0.198577327425272	0.884840072385236	0.140333455557513	0.0136282219073121	-0.0376789975043285	0.0265881460543427	0.608472907016944	NA	0.991795142623413	0.549509197893115	0.971000141820506	0.418546332513268	0.0429710834091221	0.358312945525703	0.366935649845836	0.432843972978532	0.175977336578349	0.384187760921546	0.000846091243406065	0.471313476835982	0.999619549549481	0.930513261489477	0.465716975061247	0.00175901730804544	0.612809554049036	0.406509636468912	0.918306507237667	0.0199800652276344	0.02193515048177	0.567970045144337	0.926379503675505	0.977281131609351	0.0317811829430376	0.0990236511664588	0.112853872234392	0.75510234336552	0.0418144595592178	-0.208943967587103	-0.0390078888273359	0.0955395082789087	0.110114574413122	-0.0288396266311352	-0.0215024987752165	-0.0626476404547332	0.882059120501721	0.722365015959301	-0.0323413385847569	0.0655063894126736	0.233250884153072	0.0730211982897401	0.0282654005903934	0.0483521387811875	0.00916145730318578	-0.0221679606247224	-0.0251065878619754	0.0172821405707345	-0.0199813976922639	0.0922088695835952	-0.0397107347579095	-0.0375558192192162	0.52305441988507	0.110234864268535	0.194789542517878	-0.0407358846059453	-0.0406066943327502	0.236030384957752	-0.0370486418959801	0.813286647875119	0.558246798724307	0.716086167910075	-0.0401674305176415
Blautia sp. SC05B48	-0.570702394849344	-0.118124218232669	-0.0375694317520257	-0.247809007821238	0.703081562811083	-0.181097754443696	-0.411245138509058	0.586008000371975	-0.347596471827627	-0.183082632296059	0.202068010254925	0.747047060398097	0.208696122235068	0.899340262355545	0.17637772751882	0.000682198526352739	-0.0400325537310165	0.149612106340727	0.610595542242757	0.991795142623413	NA	0.606026507402892	0.96277531773501	0.473401763993077	0.148876336770172	0.371083401416883	0.409783104121399	0.481873794172227	0.243643700871859	0.441868968544274	-0.0107729388641949	0.480973251044085	0.990988643726967	0.922800797078204	0.512954934107794	-0.0114966703971408	0.655079927406395	0.452027586650118	0.949116264869258	0.129093779226837	0.0186412462876185	0.559122347426092	0.916044362426522	0.975794894446651	0.0166859579451486	0.189899248610977	0.12953286054704	0.741678750691094	0.0391981272599107	-0.228297010315856	-0.041863484380347	0.0824570954691055	0.0977771128310933	-0.040458139516275	-0.0325319649291837	-0.0671252428692394	0.867602568499022	0.730262777565136	0.070059253964366	0.0983244963038742	0.227609728297408	0.0552436914752486	0.0186574374069082	0.0905387340161846	-0.0068947229545801	-0.0324919643328716	-0.034772102189812	0.0263632776123718	-0.0310603077219609	0.139919342745063	-0.0378342084335046	-0.0361678881382259	0.510793943630751	0.175466060153396	0.227665227400872	-0.0360959101303972	-0.0377701641637069	0.273001555336578	-0.0394134504216871	0.80046369721871	0.545405174036943	0.703848341865889	-0.0427683981834237
Blautia obeum	-0.725033215703542	-0.282380046355578	-0.00798143160057346	-0.316615541152587	0.122699481753416	-0.222209680152117	-0.535047143597303	-0.01065934301682	-0.464869179871029	-0.201068329482979	0.732367059897776	0.434877594619733	0.463733378613963	0.537711537299598	0.670181181728392	-0.0464682454281397	0.247566376652349	0.442638230412069	0.758666418319878	0.549509197893115	0.606026507402892	NA	0.413197524327962	0.86698266504822	0.240384165751273	0.727724128398784	0.907128518264101	0.872324273360937	0.736252720671034	0.90257155821221	-0.0478087837345592	0.739525419471785	0.538574092522291	0.389895342337508	0.888391710390223	-0.0422449851188959	0.760787157995041	0.921473020341482	0.532979233934952	0.288199883615884	0.0114688229277926	0.211271951086623	0.30365046771638	0.558813807844564	0.0281809815902209	0.317786456666382	0.544243583165964	0.179271013607592	-0.0501505143424552	-0.298649317157296	-0.0792976073561544	-0.0307588266730417	-0.0505100439384075	-0.0826895381408873	-0.0724247419209175	-0.090611655724231	0.288710597951762	0.781945176636315	0.146290597480423	0.553657928979273	0.594780630442936	0.0291990541435402	0.0170352909026843	0.649079500597249	-0.0173280327606901	0.174676607001673	0.200833444255451	0.116305541738396	-0.100381631314243	0.534975186139091	0.252428032035573	0.252888559690795	0.100513432453209	0.671919844497132	0.646901802218733	0.256327640371379	0.253856738430551	0.381088558708302	0.248429471279756	0.198446230456975	0.11031304859813	0.172663610237426	0.244468197810915
Anaerostipes hadrus	-0.396710774178632	-0.0104475015294258	-0.0340647953052252	-0.173327429620129	0.803663229171254	-0.129009190482229	-0.286398350931583	0.714306631799899	-0.239551224213872	-0.133019240522356	0.0641444040144969	0.705007491109891	0.203347913629923	0.915745303619897	0.0960779403671984	-0.0437718699299922	-0.0318732948212698	0.00644429164164907	0.419127649483694	0.971000141820506	0.96277531773501	0.413197524327962	NA	0.2447281862466	0.0336679272766924	0.17826060023388	0.19253603307453	0.307454230502357	0.101375466096062	0.255503470171135	-0.0443221779758455	0.259415543433058	0.973937001351062	0.960214162304641	0.364312182421871	-0.0418166831045813	0.569602317452417	0.212354408257133	0.915267749049769	0.000354571061776758	0.00996333792982487	0.601371060577781	0.98703190319746	0.957878323657253	-0.0278781803984897	0.0571650164184634	0.0086141224462179	0.820098110835962	0.0645631919644832	-0.156349574407131	-0.0323352134913141	0.0702602971285891	0.124967114512806	-0.0629202229171799	-0.0566301739811108	-0.0614526722757623	0.93828801687055	0.554278226915507	-0.0271562989483839	0.0308056495949289	0.08875100796413	0.0181429541010927	-0.0361722682840488	0.0136703858236052	-0.0482676822603576	-0.0489828485914023	-0.0488347720860582	-0.0495152702021236	-0.0201698468618672	0.0351991395993364	-0.0333464651324552	-0.0311523178525232	0.563647794877286	0.0583030202081711	0.148386180051441	-0.0342152056031972	-0.0344452730589194	0.156944534959266	-0.0315305155574439	0.887587552296786	0.606290918896681	0.770251793123352	-0.0338675622785939
[Ruminococcus] torques	-0.726770312641142	-0.399727788860279	-0.052188046845647	-0.351229807343757	-0.0389173753636861	-0.235842850175493	-0.556645262906734	-0.161503129854412	-0.482402251208625	-0.236457942401336	0.674008758008534	0.362781815155031	0.120125910838369	0.388775820043007	0.387515667418348	0.286922050743757	-0.0490051311111198	0.457003324629931	0.75098390848054	0.418546332513268	0.473401763993077	0.86698266504822	0.2447281862466	NA	0.279831796139829	0.764890463632896	0.898732994892826	0.915079379265785	0.708907544619218	0.860466353266821	0.074882602642883	0.805578141429312	0.403334656315842	0.239687686411109	0.663331445459511	0.310848653182282	0.618759609633754	0.923533394085965	0.400766359297959	0.412265632180948	0.0248483780123917	0.0695518889523393	0.122455492447588	0.396138861021359	0.115793394391252	0.418337830479376	0.565652807532959	0.0282748214735898	-0.0656495937238412	-0.321597395533739	-0.0620871467915224	0.00422621551432413	-0.067313861317937	-0.0193633927137108	-0.00949535767906639	-0.0645093656854312	0.123803035006936	0.758877871466597	0.196312601731228	0.273472816456541	0.426721660227094	0.0724566114187979	0.33620023159702	0.378801168212862	0.25833838516188	0.15113333598295	-0.00931267075192068	0.2535174535776	-0.0750428393369439	0.310002773306943	-0.0422661236781513	-0.0424134951004128	0.0103384145555752	0.428861562001306	0.489518102722039	-0.0368650951525235	-0.0362806299540176	0.545391478271397	-0.0474116221373905	0.0361308080063252	0.000255848923916206	0.048625748797707	-0.0520272149060295
[Ruminococcus] gnavus	-0.398604261787975	-0.219100276054792	-0.0254194310507519	-0.190730152810948	-0.0558104501186141	-0.132244350962252	-0.290744753377256	-0.105553435771985	-0.254326839571543	-0.131284783147933	0.0301917034200171	0.309688631518972	-0.039039297683281	0.0273930319467238	0.0627457386767773	-0.0204607199562512	-0.0281047091690441	0.921601180166611	0.0666629523141876	0.0429710834091221	0.148876336770172	0.240384165751273	0.0336679272766924	0.279831796139829	NA	0.0522284311870984	0.0732732340839714	0.0649012809076354	0.0944872217782447	0.0866639423689693	-0.0403972333844235	0.162048121912888	0.0460365152906962	0.0728829698935386	0.27657020256774	-0.0456700565681989	0.0405622202785313	0.2048460805682	0.365985172695941	0.95935611604128	0.0157775486413925	-0.0105244188577172	0.0219323491301227	0.0432446211843868	-0.0332957313534541	0.856976400692922	-0.0207681293519651	-0.00797606097481818	-0.0162653577339915	-0.174241051540436	-0.0191072576002473	-0.0527678808358131	-0.0745433386513244	-0.0444630661302346	-0.0419766549626858	-0.0256044999034748	-0.00966923898099992	0.143312778048405	0.987848362047769	0.122784887589202	0.0406157679572873	-0.0214103779288491	-0.0417488126930631	0.02395423626958	-0.0493967876909004	-0.0486737724903201	-0.0436766639132622	0.184062866274145	-0.0656204115183654	0.386147957183104	0.0126437699726575	0.00771880366849524	-0.00727592110007207	0.386678625961407	0.00469150208627362	0.0387830456024572	0.018953957958058	0.309242517964878	-0.0284110717785326	-0.0114420744745771	-0.0197999456350877	0.0061401835709407	-0.0304409179802733
[Eubacterium] rectale	-0.52874722477294	-0.288939416389418	-0.0438190791600822	-0.242654259143864	-0.0139083262215873	-0.170571724255282	-0.379134887853439	-0.172057916817349	-0.325092705581012	-0.168585550687132	0.463055474353232	0.569056836156123	0.073356483130445	0.162743606104684	0.283462817640558	-0.0618861473142801	-0.0414516083459668	0.160823680554924	0.820156608729006	0.358312945525703	0.371083401416883	0.727724128398784	0.17826060023388	0.764890463632896	0.0522284311870984	NA	0.854110249924306	0.651488880385514	0.454637277408658	0.662586555824455	-0.0540271694007146	0.871202322223298	0.349764907116409	0.267095202211283	0.576155424674247	-0.0607046741415742	0.392633865247554	0.852455107665823	0.184888263793735	0.0701722032616563	-0.0247840277535401	0.000660389996729953	0.0305241665015776	0.27072284169287	0.0440484326187622	0.0704924251984248	0.281945882944721	-0.0358000553013386	-0.0610189318431601	-0.195551630078581	-0.0668734039838587	-0.074369448480076	-0.0930320707753677	-0.0777260347594661	-0.071527409169063	-0.0706575603150176	0.137804783471675	0.821813787888246	-0.0295422902582722	0.17343608599345	0.525011079473309	0.0166093282809535	-0.0181283404649216	0.249436962956428	-0.0673076452962055	-0.0664736659956894	-0.0605626050206335	-0.0163241426324662	-0.092218833084086	0.189855400882616	-0.0435281599778011	-0.0429776510823327	-0.0215847455794287	0.261622443793126	0.235416469613862	-0.0440588615663634	-0.042712407651303	0.210620725316296	-0.0404967761554926	-0.0406786310943353	-0.0455528640387443	-0.0130951727845563	-0.0433020766385992
Anaerobutyricum hallii	-0.56378917975702	-0.304429441119207	-0.0396382810176292	-0.256907521550121	-0.0541886258178358	-0.176872199233395	-0.410699125903377	-0.165705125516047	-0.354041939918701	-0.173060335705466	0.795372202881482	0.291801625873207	0.181917380276013	0.320258527736914	0.441699893505204	-0.0481599662532158	-0.0270638920576313	0.310475591865018	0.797498623826006	0.366935649845836	0.409783104121399	0.907128518264101	0.19253603307453	0.898732994892826	0.0732732340839714	0.854110249924306	NA	0.883974840843621	0.768818233036455	0.944972335305534	-0.0523458460716289	0.786791232661187	0.353488476311734	0.183266352204297	0.669216495109913	-0.0432800385583827	0.675877646597981	0.963186704063044	0.282126794710307	0.139074691653626	-0.0138303642182574	0.0465013548733078	0.0606918298924758	0.367105840749141	0.0308054794806713	0.137009505237183	0.4255394214317	-0.0273801762135687	-0.0630487526023887	-0.231649754776992	-0.070110317626747	-0.0680861903843799	-0.0871793001250821	-0.0806839427588953	-0.0731893154816912	-0.0784772480439245	0.0889561528679619	0.770321401488198	-0.0219163073151515	0.299830727613171	0.465660061298069	0.0397519704888665	0.0240980246710831	0.459841263317289	-0.0550232417535934	-0.0472334675140972	-0.0474136352407091	0.00281642870817891	-0.0978501597636527	0.265464631671257	-0.0291509158707115	-0.0283820457249048	-0.0372572749759986	0.413074300575942	0.439133434549528	-0.0292809097922401	-0.0257637515624901	0.287716178101433	-0.0262556358629677	-0.0231366552582233	-0.0398697937715585	-0.0187698888835103	-0.0291588846783209
