Homo sapiens	Saccharomyces cerevisiae	Candida albicans	Botrytis cinerea	Thermothielavioides terrestris	Aspergillus oryzae	Toxoplasma gondii	Plasmodium sp. gorilla clade G2	Trypanosoma brucei	Leishmania infantum	Staphylococcus aureus	Priestia aryabhattai	Streptococcus pneumoniae	Streptococcus thermophilus	Streptococcus suis	Limosilactobacillus fermentum	Enterococcus faecalis	Enterococcus faecium	Blautia wexlerae	Blautia massiliensis	Blautia sp. SC05B48	Blautia obeum	Anaerostipes hadrus	[Ruminococcus] torques	[Ruminococcus] gnavus	[Eubacterium] rectale	Anaerobutyricum hallii	Coprococcus comes	[Clostridium] scindens	Dorea longicatena	Enterocloster bolteae	Oscillospiraceae bacterium	Ruminococcus sp. SR1/5	Clostridium sp. AWRP	Clostridium neonatale	Eubacterium callanderi	Mogibacterium diversum	uncultured Clostridia bacterium	Erysipelatoclostridium ramosum	[Clostridium] innocuum	Erysipelotrichaceae bacterium 66202529	Parvimonas micra	Actinomyces graevenitzii	Schaalia odontolytica	Bifidobacterium longum	Eggerthella lenta	Collinsella aerofaciens	Escherichia coli	Klebsiella pneumoniae	Polynucleobacter sp. MG-Unter2-18	Bacteroides thetaiotaomicron	Bacteroides uniformis	Phocaeicola dorei	Phocaeicola vulgatus	Parabacteroides distasonis	Parabacteroides merdae	Tepiditoga spiralis	uncultured human fecal virus	Sellimonas intestinalis	Clostridium perfringens	Clostridiaceae bacterium Marseille-Q4149	Lactococcus lactis	Limosilactobacillus oris	Megasphaera massiliensis	Bifidobacterium adolescentis	Bifidobacterium pseudocatenulatum	Bifidobacterium bifidum	Collinsella stercoris	Bacteroides salyersiae	Listeria monocytogenes	Streptococcus lutetiensis	Streptococcus infantarius	Klebsiella oxytoca	Christensenella minuta	Streptococcus sp. HSISS1	Streptococcus equinus	Streptococcus gallolyticus	Lacticaseibacillus paracasei	Limosilactobacillus mucosae	Arachnia rubra	Citrobacter koseri	Klebsiella michiganensis	Methanobrevibacter smithii
Coprococcus comes	-0.636241557304615	-0.317280336490035	-0.0499853251302669	-0.307432351808146	0.0413040955858356	-0.212532518155022	-0.487446627187794	-0.0568256943337381	-0.420318127586801	-0.207330809734905	0.856001850546031	0.238353905759248	0.258104647673541	0.554041892108527	0.507766768451571	0.265099387161875	0.0146023685345144	0.350816894595178	0.580519431803524	0.432843972978532	0.481873794172227	0.872324273360937	0.307454230502357	0.915079379265785	0.0649012809076354	0.651488880385514	0.883974840843621	NA	0.873415437605937	0.941663260468512	0.102837770959851	0.602140058618375	0.414872623853421	0.281294715790909	0.654787391609466	0.274030877935653	0.779193389709921	0.838027344497561	0.368679153492334	0.221791263785922	0.0104348882567055	0.145863387219741	0.214165363866506	0.425994669563753	0.0828123791445377	0.241059539030956	0.643132342431393	0.119910102124988	-0.0547393214809742	-0.282531541787861	-0.0540587086649068	0.064084894559728	-0.0129915315133354	0.0174040955945849	0.0281396336806327	-0.0558653596669244	0.198642443085523	0.599913723667753	-0.014294923582274	0.351436292117514	0.2892922533526	0.0607082392300491	0.339591976720025	0.542350201213527	0.254836028585537	0.184690028430857	0.0633316366668389	0.216682107117231	-0.0411436994101985	0.254068339042328	0.0127333855901506	0.0140135583512316	0.0657047181510075	0.44786049213956	0.647846771371459	0.0126326821805296	0.0173794006222526	0.503320897618608	0.0162674363757835	0.138526034318017	0.0745952507397417	0.126730032402626	0.0118847546379171
[Clostridium] scindens	-0.479138325794596	-0.267925017368267	0.210315613548461	-0.224250319689432	-0.0979649361867791	-0.115630718401528	-0.359503239725728	-0.147919740590766	-0.308407572926309	-0.147632715433232	0.951451847236504	-0.016966523979126	0.234063818111382	0.412413488002088	0.486749507562185	0.0593400132806863	-0.035615713994488	0.443584274424406	0.294304547815038	0.175977336578349	0.243643700871859	0.736252720671034	0.101375466096062	0.708907544619218	0.0944872217782447	0.454637277408658	0.768818233036455	0.873415437605937	NA	0.897093681250149	0.0142062469082349	0.304728385459038	0.159203215733244	0.0943562665821404	0.531559300728815	0.114711289745638	0.751839553750098	0.688876405789646	0.190607565015128	0.231720084685805	0.239146200539871	0.23534031356227	0.051702534016763	0.203635207451605	0.21966224618884	0.279481019378225	0.47651236069483	-0.0198743341857736	-0.050976659068517	-0.215929905099237	-0.046020434807633	0.000815756887766223	-0.0258510378277818	-0.0195234825897609	-0.0125525543985122	-0.0483941664171176	0.020335863671335	0.299498672155929	0.0620739924942344	0.390777873299568	0.0498748668355281	0.047709828976771	0.145990319994876	0.564500251697026	0.0477875290004852	0.0104140031870732	-0.0164772563275019	0.193874686396308	-0.0559996542704733	0.222021332562798	-0.035204730192779	-0.0344978596549044	-0.0374811975690107	0.480846076303766	0.570503741871863	-0.0337445274907553	-0.0304900432038029	0.466101504730452	-0.03450541533559	-0.00641895800995497	-0.0271090613428808	-0.0159929181762207	-0.0375616308410298
Dorea longicatena	-0.528145301500765	-0.26917723450333	-0.0417570005001869	-0.240725934432959	0.00503735801413973	-0.163416304937029	-0.389457866668365	-0.0744538049491017	-0.334505354041008	-0.163036412330786	0.922778913318911	0.166292928498331	0.233233881416382	0.473430349051564	0.482707689848906	-0.0174686722826377	-0.0355053289395178	0.388466756686607	0.631199372337493	0.384187760921546	0.441868968544274	0.90257155821221	0.255503470171135	0.860466353266821	0.0866639423689693	0.662586555824455	0.944972335305534	0.941663260468512	0.897093681250149	NA	-0.0325549654900785	0.591064242101636	0.369338342301557	0.206242263258252	0.640852800444655	-0.0150937799587447	0.811042597948792	0.877057426943798	0.352429925458228	0.180224663179079	-0.00995725594430106	0.122822234341824	0.157885564201271	0.418033261369275	0.00617833753449483	0.169347126069247	0.46056209288732	0.0590401023173991	-0.0480666586990954	-0.229347655808403	-0.0605778827389271	-0.0327556143254536	-0.0491761992080578	-0.0632184865071552	-0.0552015365558654	-0.0725024605831234	0.139878063094021	0.620501449984843	-0.00328629324736825	0.327747408693804	0.292686042429344	0.06332565892082	0.0659514017528311	0.5341125191354	-0.0275024756145684	-0.0373111397613225	-0.0460064504161674	0.017795765311185	-0.0778692285486198	0.242856098042984	-0.0368531458715612	-0.0358900515622365	0.0132696788426672	0.442935582981873	0.528721376670269	-0.0364042138867178	-0.032002568182186	0.322500048932258	-0.0348243441070663	0.0749685825146903	0.0268671682562455	0.0562105455128393	-0.0376589987561584
Enterocloster bolteae	-0.403326646360624	-0.252174628407121	-0.0424686909140656	-0.213958900913814	-0.115201984627887	-0.155224679085798	-0.288998388452476	-0.162595767804051	-0.261358105077633	-0.136451838390445	-0.0566563240475571	-0.0875276143193246	-0.112511510675977	0.0412270809902618	-0.0388035097546274	0.613075275081697	-0.0373175305494947	-0.0478199481921988	-0.0515225997973513	0.000846091243406065	-0.0107729388641949	-0.0478087837345592	-0.0443221779758455	0.074882602642883	-0.0403972333844235	-0.0540271694007146	-0.0523458460716289	0.102837770959851	0.0142062469082349	-0.0325549654900785	NA	0.133831885902289	-0.0151345146449852	-0.0441867709689206	-0.0653088284787351	0.367790723309196	-0.0640959428842265	0.0486668269125088	-0.0624998878477373	-0.00623396584811358	0.00807028597877429	-0.0630159728307196	-0.0384771233616989	-0.0546335872418131	0.321139212214616	0.173018276669214	0.482416022506186	0.0759931183108605	-0.0380551553623695	-0.169112294246197	0.160002177676602	0.923104036757813	0.364368357846105	0.892117170756301	0.931310595195557	0.249795454927556	-0.0871013276257975	-0.046896566970244	-0.0299855187054725	-0.0566389349852921	-0.0395191776974253	-0.00959616351675134	0.624094679470349	-0.0502789747419254	0.688423056602925	0.301402541837881	0.373881157742566	0.643368611922464	0.470272081150031	0.00186365482691769	-0.0386124250342268	-0.0383090225054089	0.124124543862204	-0.0499428591628792	0.242583010887434	-0.039808270237808	-0.0404378895423121	0.409731146343886	-0.0352834749356485	0.0831243912763951	0.0457716445883732	0.132990863907037	-0.0386937943418192
Oscillospiraceae bacterium	-0.716769424192039	-0.366215071965195	-0.0285751115959421	-0.331517955762453	0.00517334432153787	-0.229381326848762	-0.522805466032629	-0.158536111343525	-0.457913663461481	-0.218049079901093	0.277940799484579	0.541643841458441	0.0814835364928873	0.186124270500089	0.269375073032947	0.147236888059525	0.0261025952884662	0.169982293485599	0.943061637200691	0.471313476835982	0.480973251044085	0.739525419471785	0.259415543433058	0.805578141429312	0.162048121912888	0.871202322223298	0.786791232661187	0.602140058618375	0.304728385459038	0.591064242101636	0.133831885902289	NA	0.460977119694289	0.285549572954101	0.627738649479343	0.0981645298309182	0.338829892047768	0.887848091173337	0.359742878214443	0.170862232261312	0.0152661162835447	0.040322151532227	0.111700409816637	0.415199226335181	0.174888336988313	0.252480148911948	0.405371244617093	0.0459493448652365	-0.0684431136201215	-0.28399909513486	-0.0461098491629384	0.101993747055748	-0.0269268472415534	0.0825785538836693	0.0924369570035405	-0.0329307758422337	0.155939385851402	0.927090687487968	0.0772456514043495	0.201249090223382	0.68928191567322	0.00692266193851825	0.172871407079717	0.185894770197298	0.155875369212955	0.104021205126654	0.101314895777463	0.221013577928796	-0.0186648394176957	0.33196431902739	0.0282583923676159	0.0283546885155645	0.0518234145743998	0.310600741056283	0.264417597381836	0.0302021756033352	0.028548176012387	0.372349235973082	0.0274822316110849	0.0388442311474326	0.0255863201923275	0.074007306376679	0.0235857833836975
Ruminococcus sp. SR1/5	-0.514296124357796	-0.0810718523660853	-0.031754395928461	-0.217005217112368	0.729613191001695	-0.159119358469604	-0.369520033556511	0.615436593646727	-0.310368815031878	-0.162767896619522	0.121798305087255	0.745004855013076	0.19811249776232	0.880836291191921	0.133366347530718	-0.00487108002990897	-0.036234524644704	0.0237462697253862	0.602998816448732	0.999619549549481	0.990988643726967	0.538574092522291	0.973937001351062	0.403334656315842	0.0460365152906962	0.349764907116409	0.353488476311734	0.414872623853421	0.159203215733244	0.369338342301557	-0.0151345146449852	0.460977119694289	NA	0.933759063524386	0.459084786992916	-0.0114483767626061	0.603613175511602	0.392549949601633	0.920716813171387	0.0190138835336123	0.0194995697150434	0.569546958129541	0.930622147386804	0.977879439618	0.0210062600301076	0.0935731575304779	0.0924915102128839	0.757663444713789	0.0440700875681825	-0.202642507964632	-0.0403794160824864	0.080778089886289	0.105682960313528	-0.0431438278001474	-0.0358981057994591	-0.0657217010033251	0.88706698563291	0.717676895152965	-0.0288223867003662	0.0611499888495148	0.231180765429355	0.0738791394249302	0.00785900246283016	0.0400488699588978	-0.00962675242710904	-0.0307787184973155	-0.0338470075644954	-0.000207837843690166	-0.0259753221477706	0.0899694322251091	-0.0380904293786804	-0.0359673612200946	0.52327977839873	0.104934276080954	0.181120091383565	-0.0390170292447596	-0.039013601515101	0.218999013275576	-0.0356826269619351	0.816953111542554	0.558609759819259	0.717033659802718	-0.0386707196412917
Clostridium sp. AWRP	-0.437047098052194	-0.041329754302268	0.0605143174969287	-0.180609552507321	0.817913196377327	-0.0988226223373125	-0.332912348811145	0.683746766992257	-0.268716925560521	-0.10841413158381	0.0216483774076868	0.815745222924585	0.181818604496808	0.859856365816474	0.0915652126581736	-0.0481464326677963	-0.0348787467804556	0.0304734294951007	0.400477973326846	0.930513261489477	0.922800797078204	0.389895342337508	0.960214162304641	0.239687686411109	0.0728829698935386	0.267095202211283	0.183266352204297	0.281294715790909	0.0943562665821404	0.206242263258252	-0.0441867709689206	0.285549572954101	0.933759063524386	NA	0.379677095519358	-0.0212135819199014	0.495496552983216	0.214119185424947	0.857038785993932	0.0382009418389627	0.101962856718736	0.62392975018783	0.940857123378649	0.879433017861912	0.0568035901839717	0.112543856691226	-0.00968850741313905	0.776856629086111	0.0324694090795975	-0.179170989845967	-0.0559085567047043	0.0584987650670005	0.102139020622233	-0.0615045512541341	-0.0596930824207192	-0.0694199434970348	0.948836978827452	0.553501379249843	0.0283568530862832	0.0462026221782613	0.0879285040022444	-0.0415425976232364	-0.0444630860855108	-0.00706153689760097	-0.0530917470646162	-0.0511594016893942	-0.0534702753669764	0.00274751591944636	-0.0391230020096949	0.0443625567488267	-0.0342718104790913	-0.0322315759058993	0.528195704334581	0.077418287119541	0.130238128138762	-0.0339889844427879	-0.0379118027345025	0.216774888115068	-0.0341666075406154	0.846472033121304	0.56640750783105	0.726510976748211	-0.0366889544786034
Clostridium neonatale	-0.751714892530377	-0.220015533190953	0.140826412666549	-0.321347825773459	0.114641794980574	-0.222541919575073	-0.564308807235707	-0.0300815473952443	-0.496054477441902	-0.182830689591711	0.480414204590023	0.462699065481152	0.728642484398942	0.441610554544709	0.868227269182747	-0.0499912607186363	0.615773062250807	0.394878795750858	0.602580267200791	0.465716975061247	0.512954934107794	0.888391710390223	0.364312182421871	0.663331445459511	0.27657020256774	0.576155424674247	0.669216495109913	0.654787391609466	0.531559300728815	0.640852800444655	-0.0653088284787351	0.627738649479343	0.459084786992916	0.379677095519358	NA	-0.004896729595681	0.564968628628497	0.745915506511173	0.472326529280835	0.303625844535075	0.127568407253015	0.272262130073563	0.279924080544715	0.459980623840662	0.118872397379813	0.396971067371745	0.625442933436172	0.165586187900201	-0.0557992481264078	-0.30856069631342	-0.0922717231959301	-0.0511279494832576	-0.0672306630112248	-0.102918755721948	-0.0930809394306081	-0.0945631750531727	0.265579930661078	0.642698077016124	0.219353883887149	0.829912300790931	0.780171532686981	-0.0379978940760483	-0.0109206785755182	0.797033805767528	0.0292448544072188	0.476975090181677	0.521384518509036	0.263226281312585	-0.123868522829051	0.808083143027336	0.623461653519343	0.62348391607789	0.0907244286290348	0.890135293953598	0.779128275661106	0.628491729647179	0.6212769745256	0.410634179967838	0.616570259915988	0.186174139618053	0.0961878122119497	0.157296411099282	0.612831491520277
Eubacterium callanderi	-0.361167124705978	-0.244911785879943	0.214477409627462	-0.203353851233335	-0.127013241657827	-0.0868668499877255	-0.331035259964008	-0.150504359088557	-0.288438405332102	-0.124756047005991	-0.054208784880243	-0.0837516241129024	-0.0773714249901793	0.0922742555076965	-0.00693078189195383	0.892997379843023	-0.021489972714276	-0.050493855487757	-0.0612631634476912	0.00175901730804544	-0.0114966703971408	-0.0422449851188959	-0.0418166831045813	0.310848653182282	-0.0456700565681989	-0.0607046741415742	-0.0432800385583827	0.274030877935653	0.114711289745638	-0.0150937799587447	0.367790723309196	0.0981645298309182	-0.0114483767626061	-0.0212135819199014	-0.004896729595681	NA	-0.0448367956455271	0.0358477233258761	-0.0174557288191256	0.192588844096034	0.319023276018934	0.120668536017918	-0.0349946124040374	-0.0560478345726971	0.475763010709665	0.346465676882002	0.543329922964912	-0.022876388400528	-0.0574574268713069	-0.188562946667631	-0.00429602533737916	0.207004502155204	0.0602774383973013	0.189433049797429	0.19641545906011	0.0256055128169025	-0.0751786801384352	-0.0447366361454153	0.004906667613361	0.0432283836509791	-0.0385943366619408	0.0713170299478418	0.873816555559355	-0.0355356403833734	0.857744500733104	0.563736754415394	0.162824561136313	0.698578444176622	0.0698685638548231	0.0138860692228123	-0.0231069737606531	-0.0226750382406116	0.0010553772752507	0.0120080198820184	0.290776453920301	-0.0241326418633336	-0.0195146654376247	0.688776970890182	-0.018712484843051	-0.0310954100155209	-0.0116873871044516	0.00405561643098032	-0.0228282000818905
Mogibacterium diversum	-0.462874837262983	-0.133241268461529	0.026490095681011	-0.175575538746155	0.363445816015157	-0.0872490553032998	-0.36231435813557	0.222380118643582	-0.302085110660914	-0.111747576943215	0.754081666342011	0.262526222525576	0.280875852907746	0.752958212570532	0.413678094991674	-0.0629690998600144	-0.00026300287040509	0.29856072493927	0.453072351622905	0.612809554049036	0.655079927406395	0.760787157995041	0.569602317452417	0.618759609633754	0.0405622202785313	0.392633865247554	0.675877646597981	0.779193389709921	0.751839553750098	0.811042597948792	-0.0640959428842265	0.338829892047768	0.603613175511602	0.495496552983216	0.564968628628497	-0.0448367956455271	NA	0.606809096922294	0.596048108070824	0.105095813166143	0.0452918349361408	0.528517029895314	0.528075140372952	0.673924737082804	0.00153772607458268	0.125224596689517	0.319488068165455	0.378887599195713	-0.014093595570044	-0.190189710794481	-0.062559602585087	0.00444959718246892	0.0391142743337567	-0.0785300137296738	-0.0765401859442042	-0.0849116190142062	0.452059117543323	0.503631222437801	-0.0335162556069016	0.308625384579732	0.106867999475847	0.109782609252423	0.00491688299472623	0.454647277605642	-0.0717164955871491	-0.0498380719871689	-0.0451549490007759	-0.0189412137582563	-0.0608640110976145	0.240645662489616	-0.00519273261171987	-0.00584598121985608	0.220873680120154	0.358366615915556	0.45196011498812	-0.00402318132551352	0.0412378514014991	0.267157359078424	-0.00994287171228375	0.418015604788151	0.26306644352201	0.340505124149942	0.00689844193328787
uncultured Clostridia bacterium	-0.72804991706226	-0.375797787589434	0.0495476883746295	-0.329944777461454	-0.0647269173412838	-0.215766668394883	-0.531920360101876	-0.202584381225014	-0.462614731323134	-0.214132600003401	0.667779539592502	0.365554692474112	0.205480672792781	0.295360148943551	0.463760101459982	0.0453469263305613	0.0421420423228445	0.373928820522571	0.859180639837006	0.406509636468912	0.452027586650118	0.921473020341482	0.212354408257133	0.923533394085965	0.2048460805682	0.852455107665823	0.963186704063044	0.838027344497561	0.688876405789646	0.877057426943798	0.0486668269125088	0.887848091173337	0.392549949601633	0.214119185424947	0.745915506511173	0.0358477233258761	0.606809096922294	NA	0.356406504767558	0.256608558670748	0.0842843743710066	0.101916712459262	0.0765437965955631	0.396974745255276	0.170881247211459	0.31653891031836	0.492778502840475	-0.00815615073975055	-0.0764115604670947	-0.297794175167506	-0.0645712473637601	0.0248462539567271	-0.0580053691186219	0.00727030063161002	0.0174843192314809	-0.0605571163575553	0.0909417586634128	0.837924872403207	0.119520416012474	0.367698413923937	0.583875442037244	0.022000717489605	0.105031005081208	0.440891230840733	0.0516137458512278	0.0584715066272259	0.0701992985601436	0.187071786805417	-0.0638258064384837	0.401060326155024	0.04548083439181	0.0455792113584643	-0.0104149176263081	0.501378147282459	0.460865100308463	0.0486175582385937	0.0480996710500276	0.428619499166053	0.0432994362053333	-0.00834115647478369	-0.0226846512057123	0.00909472184961854	0.0394797112532324
Erysipelatoclostridium ramosum	-0.550331887259232	-0.113916786984524	0.0194743027444312	-0.231706512788075	0.667862043011577	-0.159650592638354	-0.394818052777051	0.577827858432267	-0.332676768430965	-0.171502955295048	0.129474707502887	0.667786082327224	0.184383058007995	0.847331465130446	0.134330332298223	-0.0350057832750125	-0.0445451898381175	0.327418694340675	0.497377394943627	0.918306507237667	0.949116264869258	0.532979233934952	0.915267749049769	0.400766359297959	0.365985172695941	0.184888263793735	0.282126794710307	0.368679153492334	0.190607565015128	0.352429925458228	-0.0624998878477373	0.359742878214443	0.920716813171387	0.857038785993932	0.472326529280835	-0.0174557288191256	0.596048108070824	0.356406504767558	NA	0.334449215858221	0.0791546453879717	0.581384619754113	0.892933941870016	0.935781792265331	0.0290584837057633	0.380273673795454	0.0406537239084333	0.720062224181181	0.0430212183073142	-0.219625124752582	-0.046367459401554	0.0262382972590702	0.0762676936340622	-0.0883951956134896	-0.0811103932267927	-0.0765683424426142	0.808505838065366	0.619917688249067	0.303045915434817	0.106472166762413	0.157499398008958	0.0608871476163029	-0.0316466555188978	0.0449450662967572	-0.0520509793380512	-0.0553122157722072	-0.068623279612914	0.051644151884479	-0.0580724618307328	0.205457187007753	-0.0328810356890012	-0.0325213954622452	0.487650169669647	0.225854069051739	0.163936470212376	-0.0251246093285569	-0.0309683268426694	0.296132715762591	-0.0443805667144265	0.774997940200214	0.525167139532577	0.674377598915192	-0.0473063775182191
[Clostridium] innocuum	-0.459038679882123	-0.271478600072934	0.00447738376906444	-0.230769928285592	-0.113368359054234	-0.150031775572063	-0.35473322798116	-0.159717891287503	-0.310321444842338	-0.15682377252305	0.142250516873667	0.24439066556435	-0.0283467484923789	0.0731704819479972	0.115260373240449	0.169441113642662	-0.0337260639180141	0.933464830923917	0.048249736241193	0.0199800652276344	0.129093779226837	0.288199883615884	0.000354571061776758	0.412265632180948	0.95935611604128	0.0701722032616563	0.139074691653626	0.221791263785922	0.231720084685805	0.180224663179079	-0.00623396584811358	0.170862232261312	0.0190138835336123	0.0382009418389627	0.303625844535075	0.192588844096034	0.105095813166143	0.256608558670748	0.334449215858221	NA	0.0693793337435097	-0.00379897875206581	-0.0129930396016251	0.0148706203022929	0.0335492186812618	0.907185914525265	0.14003260283525	-0.048586162531538	-0.0227159154981683	-0.216065728009329	-0.0236555717447691	-0.0635536508966315	-0.0894792814351613	-0.053813457559649	-0.0504234693662586	-0.0290775237747486	-0.0521171292924129	0.123690287289047	0.953415706827541	0.164327981969592	0.0133589198203684	0.00802582322639077	0.153196038434317	0.0913280798816315	0.126917020905229	0.0792990285503266	-0.0374301620615218	0.298285098758762	-0.0792181885363031	0.382293287351096	0.00518126795237536	0.000568978348580595	-0.0382371923220437	0.420319168248173	0.132694833513487	0.0302847898849186	0.0129341311271822	0.460279628453686	-0.0333583031563781	-0.0495857734467021	-0.0544243105587962	-0.0271219540445326	-0.0363916003148919
Erysipelotrichaceae bacterium 66202529	-0.352007783479099	-0.179889756398115	0.985858185595413	-0.141812427751368	-0.0663305332605104	0.0604596647800648	-0.274885415645247	-0.0997155518555304	-0.236531360492732	-0.0710856330665568	-0.0275514572422842	-0.0285619208050575	0.0208167585777438	0.0127817132905909	0.0332070812454606	0.0598436129899078	-0.0296625847233629	0.00285652871520493	-0.00547738035645496	0.02193515048177	0.0186412462876185	0.0114688229277926	0.00996333792982487	0.0248483780123917	0.0157775486413925	-0.0247840277535401	-0.0138303642182574	0.0104348882567055	0.239146200539871	-0.00995725594430106	0.00807028597877429	0.0152661162835447	0.0194995697150434	0.101962856718736	0.127568407253015	0.319023276018934	0.0452918349361408	0.0842843743710066	0.0791546453879717	0.0693793337435097	NA	0.693446152968549	0.0386435813505157	0.0203157032593272	0.91463997116418	0.403272122692369	0.0111238591310313	-0.0127524281599117	-0.0445676409205263	-0.151977636216715	-0.0439224584315142	-0.0236944907378973	0.0118611847547161	-0.024099139070339	-0.0195290331926828	-0.0301286803286293	-0.00483626137489054	-0.00277292213797515	0.128159204908046	0.254916336643677	-0.0251914284638704	0.00651139618049825	0.0553657963400022	-0.0339580107508076	0.0550331300488681	0.0362478896758301	-0.014550338004682	0.524569275574597	-0.050308438327199	0.168068256569963	-0.029169214321414	-0.0291078040669866	-0.00771884627694075	0.2112059021062	0.033239801675114	-0.0286957152872624	-0.0304163570359335	0.561916111308219	-0.0285369200264178	0.00353076119160555	-0.0228579542060103	-0.0172844480870748	-0.0300661435178174
Parvimonas micra	-0.398372346246302	-0.054949412459352	0.684306687091789	-0.12773930906277	0.481110770638558	0.038044945596274	-0.320776919472018	0.350126068939426	-0.26563282622955	-0.0647842042368721	0.0443082001507022	0.324722505551818	0.156471137372713	0.576655169593044	0.0905295219867718	-0.0622374953423551	-0.00187051435995477	-0.00582570505334266	0.146344730966141	0.567970045144337	0.559122347426092	0.211271951086623	0.601371060577781	0.0695518889523393	-0.0105244188577172	0.000660389996729953	0.0465013548733078	0.145863387219741	0.23534031356227	0.122822234341824	-0.0630159728307196	0.040322151532227	0.569546958129541	0.62392975018783	0.272262130073563	0.120668536017918	0.528517029895314	0.101916712459262	0.581384619754113	-0.00379897875206581	0.693446152968549	NA	0.635558976393124	0.590257140537714	0.578390803850689	0.253523772715324	-0.0360675103375721	0.487376065794145	0.00533202948018437	-0.160257754757432	-0.0556787139766591	0.0111675411911366	0.0981729555025772	-0.0730450490042367	-0.0728566063631472	-0.0671673589285879	0.545854776955661	0.230454254724649	0.0361497881403924	0.22995198125544	-0.0455818816065102	0.0937403237544072	-0.0586931238918045	0.0218380057893131	-0.0659076082782673	-0.0364815831611452	-0.041088212354078	0.26920225353158	-0.048653652035696	0.181340903566621	-0.00615116868588745	-0.00694461181646121	0.318606961052051	0.173762613083981	0.0820928840415061	-0.0055042751217062	0.033695160157649	0.395981973716154	-0.011015580714194	0.538356479151257	0.345502043393593	0.439980761357331	0.00585914172866286
Actinomyces graevenitzii	-0.322456765185073	0.032014819353309	-0.00156113200933233	-0.136634000534544	0.817966129003892	-0.0962925867150761	-0.233654154174498	0.747950265341708	-0.193007668406145	-0.108169264775995	0.00631872333705982	0.633347189940955	0.200059481421779	0.912116675796378	0.0584848008547466	-0.0421795310497519	-0.0276387401381923	-0.0138810679376639	0.278163483122239	0.926379503675505	0.916044362426522	0.30365046771638	0.98703190319746	0.122455492447588	0.0219323491301227	0.0305241665015776	0.0606918298924758	0.214165363866506	0.051702534016763	0.157885564201271	-0.0384771233616989	0.111700409816637	0.930622147386804	0.940857123378649	0.279924080544715	-0.0349946124040374	0.528075140372952	0.0765437965955631	0.892933941870016	-0.0129930396016251	0.0386435813505157	0.635558976393124	NA	0.921115278410844	-0.0168578622422784	0.0499049363616273	-0.0372639444783313	0.838630247427241	0.0751442065717853	-0.130293793935484	-0.0226254339383086	0.0826087456296801	0.144059970371462	-0.0521736503397229	-0.0467232594677492	-0.0514625389810799	0.934289837992087	0.419876186773215	-0.0230888419184351	0.0133032521106186	-0.012052417874085	0.042396014484036	-0.0396995305923531	-0.017743111850529	-0.0458622243620114	-0.0458051570235041	-0.042452431417314	-0.0409180025196393	-0.00578231013784109	0.00244718029039397	-0.0289954493005143	-0.0268588006750858	0.575825255462256	0.0234090698047943	0.117847312937117	-0.0298344430492295	-0.0296671184893789	0.135066721588636	-0.0276044650561884	0.908364479278418	0.622341967145686	0.784652766826029	-0.0292777013643968
Schaalia odontolytica	-0.473388746856688	-0.066269590064099	-0.0235086840767047	-0.1997605465468	0.720723293600982	-0.136518890164073	-0.345826739427211	0.618576145481016	-0.291859811995394	-0.144488749816761	0.179959084664654	0.628363636070755	0.211102153322011	0.883828941372738	0.153694017952797	-0.0594569612304762	-0.031022031426953	0.0430157791764986	0.594621170030805	0.977281131609351	0.975794894446651	0.558813807844564	0.957878323657253	0.396138861021359	0.0432446211843868	0.27072284169287	0.367105840749141	0.425994669563753	0.203635207451605	0.418033261369275	-0.0546335872418131	0.415199226335181	0.977879439618	0.879433017861912	0.459980623840662	-0.0560478345726971	0.673924737082804	0.396974745255276	0.935781792265331	0.0148706203022929	0.0203157032593272	0.590257140537714	0.921115278410844	NA	-0.00141029149326223	0.0836228506781044	0.0738551322886858	0.743723417159359	0.0430749458772968	-0.191033047834542	-0.0469407195138852	0.0499649034728332	0.0992992897378292	-0.0744656889948891	-0.0680748961146497	-0.0754277034140623	0.852692863834361	0.689538069144171	-0.0346793638114287	0.0840640854582827	0.220206016686956	0.0411267751367355	-0.042578741494068	0.0763342637009179	-0.064788685899814	-0.0603310635581575	-0.0541099113919342	-0.0450052428856968	-0.0376112916227629	0.118925115038954	-0.0334790880670706	-0.0317380868253473	0.502409919398973	0.128690030367121	0.188841506481437	-0.0341924390428995	-0.0269414755856703	0.185706348268	-0.0323193392402083	0.805715310839469	0.545939203622245	0.693139764661213	-0.0317162059115678
