Sample,CARD Short name,Donor,Milieu,Tissue
ODIWGS29,tet(37),OD9,Mucosa,TransverseColon
ODIWGS29,mefH,OD9,Mucosa,TransverseColon
ODIWGS29,lnuC,OD9,Mucosa,TransverseColon
ODIWGS29,Paer_emrE,OD9,Mucosa,TransverseColon
ODIWGS29,dfrF,OD9,Mucosa,TransverseColon
ODIWGS29,tet(O/W),OD9,Mucosa,TransverseColon
ODIWGS29,lmrD,OD9,Mucosa,TransverseColon
ODIWGS29,tet(32),OD9,Mucosa,TransverseColon
ODIWGS29,Saur_LmrS,OD9,Mucosa,TransverseColon
ODIWGS29,vanU_in_vanG_cl,OD9,Mucosa,TransverseColon
ODIWGS29,vanY_in_vanA_cl,OD9,Mucosa,TransverseColon
ODIWGS29,SAT-4,OD9,Mucosa,TransverseColon
ODIWGS29,tet(O/W/32/O),OD9,Mucosa,TransverseColon
ODIWGS29,vanZ_in_vanA_cl,OD9,Mucosa,TransverseColon
ODIWGS29,kdpD,OD9,Mucosa,TransverseColon
ODIWGS29,vanA,OD9,Mucosa,TransverseColon
ODIWGS29,mecA,OD9,Mucosa,TransverseColon
ODIWGS29,mepR,OD9,Mucosa,TransverseColon
ODIWGS29,msrA,OD9,Mucosa,TransverseColon
ODIWGS29,Ecol_emrE,OD9,Mucosa,TransverseColon
ODIWGS29,mecR1,OD9,Mucosa,TransverseColon
ODIWGS29,arlS,OD9,Mucosa,TransverseColon
ODIWGS29,aad(6),OD9,Mucosa,TransverseColon
ODIWGS29,tet(O),OD9,Mucosa,TransverseColon
ODIWGS29,mphC,OD9,Mucosa,TransverseColon
ODIWGS29,Saur_norA,OD9,Mucosa,TransverseColon
ODIWGS29,APH(3')-IIIa,OD9,Mucosa,TransverseColon
ODIWGS29,vanR_in_vanA_cl,OD9,Mucosa,TransverseColon
ODIWGS29,mepA,OD9,Mucosa,TransverseColon
ODIWGS29,norC,OD9,Mucosa,TransverseColon
ODIWGS29,tet(O/32/O),OD9,Mucosa,TransverseColon
ODIWGS29,ErmB,OD9,Mucosa,TransverseColon
ODIWGS29,sdrM,OD9,Mucosa,TransverseColon
ODIWGS29,vanH_in_vanA_cl,OD9,Mucosa,TransverseColon
ODIWGS30,tetA(46),OD3,Lumen,Ileum
ODIWGS31,ANT(4')-Ib,OD8,Mucosa,Jejunum
ODIWGS31,LlmA_23S_CLI,OD8,Mucosa,Jejunum
ODIWGS33,bacA,OD5,Lumen,Jejunum
ODIWGS33,Bbif_ileS_MUP,OD5,Lumen,Jejunum
ODIWGS33,mdtO,OD5,Lumen,Jejunum
ODIWGS33,emrA,OD5,Lumen,Jejunum
ODIWGS33,Mrx,OD5,Lumen,Jejunum
ODIWGS33,Ecol_acrA,OD5,Lumen,Jejunum
ODIWGS33,eptA,OD5,Lumen,Jejunum
ODIWGS33,YojI,OD5,Lumen,Jejunum
ODIWGS33,mdtF,OD5,Lumen,Jejunum
ODIWGS33,ykkD,OD5,Lumen,Jejunum
ODIWGS33,gadX,OD5,Lumen,Jejunum
ODIWGS33,acrB,OD5,Lumen,Jejunum
ODIWGS33,tet(Q),OD5,Lumen,Jejunum
ODIWGS33,tet(37),OD5,Lumen,Jejunum
ODIWGS33,acrD,OD5,Lumen,Jejunum
ODIWGS33,Kpne_KpnF,OD5,Lumen,Jejunum
ODIWGS33,Mef(En2),OD5,Lumen,Jejunum
ODIWGS33,msbA,OD5,Lumen,Jejunum
ODIWGS33,mdtP,OD5,Lumen,Jejunum
ODIWGS33,AcrF,OD5,Lumen,Jejunum
ODIWGS33,emrR,OD5,Lumen,Jejunum
ODIWGS34,tet(M),OD7,Lumen,DescendingColon
ODIWGS34,mel,OD7,Lumen,DescendingColon
ODIWGS34,tet(O/M/O),OD7,Lumen,DescendingColon
ODIWGS34,tet(W/N/W),OD7,Lumen,DescendingColon
ODIWGS34,tet(W),OD7,Lumen,DescendingColon
ODIWGS34,LlmA_23S_CLI,OD7,Lumen,DescendingColon
ODIWGS34,tet(37),OD7,Lumen,DescendingColon
ODIWGS34,mefH,OD7,Lumen,DescendingColon
ODIWGS34,dfrF,OD7,Lumen,DescendingColon
ODIWGS34,tet(O/W),OD7,Lumen,DescendingColon
ODIWGS34,tet(32),OD7,Lumen,DescendingColon
ODIWGS34,tet(40),OD7,Lumen,DescendingColon
ODIWGS34,vanU_in_vanG_cl,OD7,Lumen,DescendingColon
ODIWGS34,tet(O/W/32/O),OD7,Lumen,DescendingColon
ODIWGS34,acrB,OD7,Lumen,DescendingColon
ODIWGS34,tet(O),OD7,Lumen,DescendingColon
ODIWGS34,RbpA,OD7,Lumen,DescendingColon
ODIWGS34,tet(O/32/O),OD7,Lumen,DescendingColon
ODIWGS35,tet(O),OD9,Lumen,Ileum
ODIWGS35,AcrE,OD9,Lumen,Ileum
ODIWGS35,mdtO,OD9,Lumen,Ileum
ODIWGS35,emrB,OD9,Lumen,Ileum
ODIWGS35,evgS,OD9,Lumen,Ileum
ODIWGS35,Mrx,OD9,Lumen,Ileum
ODIWGS35,Ecol_acrA,OD9,Lumen,Ileum
ODIWGS35,APH(3')-IIIa,OD9,Lumen,Ileum
ODIWGS35,eptA,OD9,Lumen,Ileum
ODIWGS35,vanU_in_vanG_cl,OD9,Lumen,Ileum
ODIWGS35,mel,OD9,Lumen,Ileum
ODIWGS35,H-NS,OD9,Lumen,Ileum
ODIWGS35,acrB,OD9,Lumen,Ileum
ODIWGS35,CfxA2,OD9,Lumen,Ileum
ODIWGS35,tet(W),OD9,Lumen,Ileum
ODIWGS35,abcA,OD9,Lumen,Ileum
ODIWGS35,LlmA_23S_CLI,OD9,Lumen,Ileum
ODIWGS35,TolC,OD9,Lumen,Ileum
ODIWGS35,baeR,OD9,Lumen,Ileum
ODIWGS35,mphC,OD9,Lumen,Ileum
ODIWGS35,mdtA,OD9,Lumen,Ileum
ODIWGS35,acrD,OD9,Lumen,Ileum
ODIWGS35,mdtG,OD9,Lumen,Ileum
ODIWGS37,tet(M),OD3,Mucosa,TransverseColon
ODIWGS37,ANT(6)-Ia,OD3,Mucosa,TransverseColon
ODIWGS37,lsaA,OD3,Mucosa,TransverseColon
ODIWGS37,Kpne_KpnE,OD3,Mucosa,TransverseColon
ODIWGS37,mel,OD3,Mucosa,TransverseColon
ODIWGS37,emrB,OD3,Mucosa,TransverseColon
ODIWGS37,TolC,OD3,Mucosa,TransverseColon
ODIWGS37,efrA,OD3,Mucosa,TransverseColon
ODIWGS37,mdtE,OD3,Mucosa,TransverseColon
ODIWGS37,marA,OD3,Mucosa,TransverseColon
ODIWGS37,mdtF,OD3,Mucosa,TransverseColon
ODIWGS37,cpxA,OD3,Mucosa,TransverseColon
ODIWGS37,tet(W),OD3,Mucosa,TransverseColon
ODIWGS37,msbA,OD3,Mucosa,TransverseColon
ODIWGS37,tet(37),OD3,Mucosa,TransverseColon
ODIWGS37,acrD,OD3,Mucosa,TransverseColon
ODIWGS37,tet(Q),OD3,Mucosa,TransverseColon
ODIWGS37,lnuC,OD3,Mucosa,TransverseColon
ODIWGS37,eptA,OD3,Mucosa,TransverseColon
ODIWGS37,AcrF,OD3,Mucosa,TransverseColon
ODIWGS37,AcrS,OD3,Mucosa,TransverseColon
ODIWGS37,mdtG,OD3,Mucosa,TransverseColon
ODIWGS37,efrB,OD3,Mucosa,TransverseColon
ODIWGS37,evgA,OD3,Mucosa,TransverseColon
ODIWGS37,Ecol_acrA,OD3,Mucosa,TransverseColon
ODIWGS37,CfxA2,OD3,Mucosa,TransverseColon
ODIWGS37,evgS,OD3,Mucosa,TransverseColon
ODIWGS37,ykkC,OD3,Mucosa,TransverseColon
ODIWGS37,YojI,OD3,Mucosa,TransverseColon
ODIWGS37,bacA,OD3,Mucosa,TransverseColon
ODIWGS37,gadX,OD3,Mucosa,TransverseColon
ODIWGS37,acrB,OD3,Mucosa,TransverseColon
ODIWGS37,tet(O),OD3,Mucosa,TransverseColon
ODIWGS37,AcrE,OD3,Mucosa,TransverseColon
ODIWGS37,baeS,OD3,Mucosa,TransverseColon
ODIWGS37,ErmB,OD3,Mucosa,TransverseColon
ODIWGS38,tet(M),OD4,Mucosa,AscendingColon
ODIWGS38,ANT(6)-Ia,OD4,Mucosa,AscendingColon
ODIWGS38,lsaE,OD4,Mucosa,AscendingColon
ODIWGS38,mdtO,OD4,Mucosa,AscendingColon
ODIWGS38,lsaA,OD4,Mucosa,AscendingColon
ODIWGS38,qacE,OD4,Mucosa,AscendingColon
ODIWGS38,mdtB,OD4,Mucosa,AscendingColon
ODIWGS38,mel,OD4,Mucosa,AscendingColon
ODIWGS38,vanV_in_vanB_cl,OD4,Mucosa,AscendingColon
ODIWGS38,emrB,OD4,Mucosa,AscendingColon
ODIWGS38,TolC,OD4,Mucosa,AscendingColon
ODIWGS38,qacG,OD4,Mucosa,AscendingColon
ODIWGS38,efrA,OD4,Mucosa,AscendingColon
ODIWGS38,mdtE,OD4,Mucosa,AscendingColon
ODIWGS38,qacL,OD4,Mucosa,AscendingColon
ODIWGS38,mdtF,OD4,Mucosa,AscendingColon
ODIWGS38,cpxA,OD4,Mucosa,AscendingColon
ODIWGS38,tet(O/M/O),OD4,Mucosa,AscendingColon
ODIWGS38,tet(W/N/W),OD4,Mucosa,AscendingColon
ODIWGS38,dfrG,OD4,Mucosa,AscendingColon
ODIWGS38,tet(W),OD4,Mucosa,AscendingColon
ODIWGS38,msbA,OD4,Mucosa,AscendingColon
ODIWGS38,tet(37),OD4,Mucosa,AscendingColon
