Species1	Species2	Values
Enterocloster bolteae	Longicatena caecimuris	0.0132568
Enterocloster bolteae	Faecalitalea cylindroides	-0.018547
Enterocloster bolteae	Parvimonas micra	0.0185003
Enterocloster bolteae	Lawsonella clevelandensis	-0.0181491
Enterocloster bolteae	Actinomyces graevenitzii	-0.0186585
Enterocloster bolteae	Actinomyces naeslundii	-0.0197754
Enterocloster bolteae	Actinomyces sp. oral taxon 414	-0.0274685
Enterocloster bolteae	Actinomyces pacaensis	-0.0118968
Enterocloster bolteae	Actinomyces oris	-0.0534858
Enterocloster bolteae	Schaalia odontolytica	-0.0117947
Enterocloster bolteae	Pauljensenia hongkongensis	-0.0137752
Enterocloster bolteae	Bifidobacterium longum	-0.516727
Enterocloster bolteae	Eggerthella lenta	0.019802
Enterocloster bolteae	Adlercreutzia hattorii	-0.178889
Enterocloster bolteae	Adlercreutzia equolifaciens	-0.0747498
Enterocloster bolteae	Collinsella aerofaciens	-0.181158
Enterocloster bolteae	Lancefieldella parvula	-0.0216456
Enterocloster bolteae	Escherichia coli	-0.0443939
Enterocloster bolteae	Klebsiella pneumoniae	-0.0265012
Enterocloster bolteae	Salmonella enterica	0.239086
Enterocloster bolteae	Polynucleobacter sp. MG-Unter2-18	0.0276052
Enterocloster bolteae	Bacteroides thetaiotaomicron	-0.791501
Enterocloster bolteae	Bacteroides uniformis	-0.813128
Enterocloster bolteae	Bacteroides ovatus	-0.525086
Enterocloster bolteae	Bacteroides xylanisolvens	-0.683064
Enterocloster bolteae	Bacteroides caccae	-0.73324
Enterocloster bolteae	Bacteroides fragilis	-0.744599
Enterocloster bolteae	Phocaeicola dorei	-0.110453
Enterocloster bolteae	Phocaeicola vulgatus	-0.257843
Enterocloster bolteae	Parabacteroides distasonis	-0.349095
Enterocloster bolteae	Parabacteroides merdae	0.00862462
Enterocloster bolteae	Alistipes onderdonkii	-0.890391
Enterocloster bolteae	Alistipes shahii	-0.0301284
Enterocloster bolteae	Akkermansia muciniphila	-0.190924
Enterocloster bolteae	uncultured human fecal virus	-0.0145836
Enterocloster bolteae	Blautia pseudococcoides	0.0240222
Enterocloster bolteae	Anaerostipes caccae	0.011798
Enterocloster bolteae	Lachnoclostridium sp. YL32	0.409468
Enterocloster bolteae	Lachnoclostridium phocaeense	0.00544005
Enterocloster bolteae	Simiaoa sunii	0.000986261
Enterocloster bolteae	Sellimonas intestinalis	0.000143519
Enterocloster bolteae	Dysosmobacter welbionis	0.211631
Enterocloster bolteae	Clostridiaceae bacterium Marseille-Q4149	-0.00807749
Enterocloster bolteae	Eubacterium sp. NSJ-61	0.00571269
Enterocloster bolteae	Massilistercora timonensis	0.00409881
Enterocloster bolteae	Clostridiales bacterium CCNA10	0.11559
Enterocloster bolteae	Geobacillus zalihae	0.172362
Enterocloster bolteae	Streptococcus vestibularis	-0.0111044
Enterocloster bolteae	Streptococcus sp. HSISM1	-0.0237057
Enterocloster bolteae	Streptococcus sp. LPB0220	-0.0220115
Enterocloster bolteae	Streptococcus sp. HSISS3	0.0219978
Enterocloster bolteae	Streptococcus anginosus	-0.012249
Enterocloster bolteae	Streptococcus mitis	-0.0530287
Enterocloster bolteae	Streptococcus sanguinis	-0.0189683
Enterocloster bolteae	Streptococcus oralis	-0.0171082
Enterocloster bolteae	Lactococcus lactis	-0.0660949
Enterocloster bolteae	Limosilactobacillus oris	-0.457181
Enterocloster bolteae	Lactiplantibacillus plantarum	0.112576
Enterocloster bolteae	Lacticaseibacillus rhamnosus	-0.0276002
Enterocloster bolteae	Faecalibacillus intestinalis	0.00603718
Enterocloster bolteae	Catenibacterium sp. co_0103	0.0229216
Enterocloster bolteae	Bifidobacterium adolescentis	-0.372945
Enterocloster bolteae	Bifidobacterium pseudocatenulatum	-0.700407
Enterocloster bolteae	Bifidobacterium breve	-0.0420074
Enterocloster bolteae	Bifidobacterium bifidum	-0.716072
Enterocloster bolteae	Bifidobacterium dentium	0.00882901
Enterocloster bolteae	Actinomyces sp. oral taxon 171	-0.0189102
Enterocloster bolteae	Actinomyces sp. oral taxon 169	-0.173233
Enterocloster bolteae	Cutibacterium acnes	0.0802361
Enterocloster bolteae	Gordonibacter urolithinfaciens	-0.0481997
Enterocloster bolteae	Gordonibacter pamelaeae	-0.0815761
Enterocloster bolteae	Bacteroides stercoris	-0.0287324
Enterocloster bolteae	Bacteroides salyersiae	0.0508585
Enterocloster bolteae	Streptococcus lutetiensis	-0.0134556
Enterocloster bolteae	Enterococcus avium	-0.00272894
Enterocloster bolteae	Acidaminococcus intestini	-0.0160411
Enterocloster bolteae	Faecalibacterium sp. IP118	0.18703
Enterocloster bolteae	Ruthenibacterium lactatiformans	0.206896
Enterocloster bolteae	Streptococcus agalactiae	-0.0105018
Enterocloster bolteae	Actinomyces sp. HMT 175	-0.0759107
Enterocloster bolteae	Bacteroides sp. KGMB07931	0.0412984
Enterocloster clostridioformis	Homo sapiens	0.187173
Enterocloster clostridioformis	Saccharomyces cerevisiae	-0.123043
Enterocloster clostridioformis	Candida tropicalis	0.16201
Enterocloster clostridioformis	Candida albicans	-0.0256641
Enterocloster clostridioformis	Botrytis cinerea	-0.0169976
Enterocloster clostridioformis	Aspergillus oryzae	0.0297846
Enterocloster clostridioformis	Toxoplasma gondii	0.088522
Enterocloster clostridioformis	Trypanosoma brucei	0.0265038
Enterocloster clostridioformis	Leishmania infantum	0.0135917
Enterocloster clostridioformis	Staphylococcus aureus	-0.245952
Enterocloster clostridioformis	Streptococcus pneumoniae	-0.0320917
Enterocloster clostridioformis	Streptococcus thermophilus	0.115766
Enterocloster clostridioformis	Streptococcus sp. A12	-0.0301562
Enterocloster clostridioformis	Streptococcus salivarius	0.0250914
Enterocloster clostridioformis	Streptococcus australis	-0.0281466
Enterocloster clostridioformis	Streptococcus parasanguinis	-0.00405998
Enterocloster clostridioformis	Lactococcus piscium	-0.0182679
Enterocloster clostridioformis	Limosilactobacillus fermentum	-0.545735
Enterocloster clostridioformis	Latilactobacillus sakei	-0.0218303
Enterocloster clostridioformis	Leuconostoc carnosum	-0.0144458
Enterocloster clostridioformis	Lactobacillus helveticus	-0.0345391
Enterocloster clostridioformis	Enterococcus faecium	-0.00151328
Enterocloster clostridioformis	Abiotrophia defectiva	-0.0458039
Enterocloster clostridioformis	Blautia wexlerae	-0.304259
Enterocloster clostridioformis	Blautia massiliensis	-0.0808427
Enterocloster clostridioformis	Blautia sp. SC05B48	-0.0772
Enterocloster clostridioformis	Blautia sp. NBRC 113351	-0.00701108
Enterocloster clostridioformis	Blautia obeum	-0.229183
Enterocloster clostridioformis	Blautia argi	-0.230249
Enterocloster clostridioformis	Blautia producta	-0.164011
Enterocloster clostridioformis	uncultured Blautia sp.	-0.167214
Enterocloster clostridioformis	Anaerostipes hadrus	-0.123454
Enterocloster clostridioformis	[Ruminococcus] torques	-0.183831
Enterocloster clostridioformis	[Ruminococcus] gnavus	-0.0965177
Enterocloster clostridioformis	[Eubacterium] rectale	-0.175348
Enterocloster clostridioformis	Roseburia intestinalis	-0.127163
Enterocloster clostridioformis	Roseburia hominis	-0.258581
Enterocloster clostridioformis	Roseburia sp. NSJ-69	-0.124248
Enterocloster clostridioformis	Anaerobutyricum hallii	-0.277642
Enterocloster clostridioformis	Coprococcus comes	-0.12387
Enterocloster clostridioformis	Coprococcus catus	-0.214341
Enterocloster clostridioformis	[Clostridium] scindens	-0.0797588
Enterocloster clostridioformis	[Clostridium] symbiosum	0.11527
Enterocloster clostridioformis	[Clostridium] hylemonae	-0.0310338
Enterocloster clostridioformis	Dorea longicatena	-0.104894
Enterocloster clostridioformis	Lachnospiraceae bacterium	-0.188267
Enterocloster clostridioformis	Lachnospiraceae bacterium GAM79	-0.122166
Enterocloster clostridioformis	Enterocloster bolteae	0.296528
Enterocloster clostridioformis	Enterocloster clostridioformis	0
Enterocloster clostridioformis	Lachnospira eligens	-0.120512
Enterocloster clostridioformis	Faecalicatena sp. Marseille-Q4148	-0.241441
Enterocloster clostridioformis	Wansuia hejianensis	-0.391651
Enterocloster clostridioformis	Oscillospiraceae bacterium	-0.205496
Enterocloster clostridioformis	Ruminococcus sp. SR1/5	-0.0817086
Enterocloster clostridioformis	Faecalibacterium prausnitzii	-0.0783704
Enterocloster clostridioformis	Faecalibacterium sp. IP329	0.120678
Enterocloster clostridioformis	Faecalibacterium sp. I2392	-0.0119092
Enterocloster clostridioformis	Faecalibacterium sp. I4384	-0.0144091
Enterocloster clostridioformis	[Eubacterium] siraeum	-0.188313
Enterocloster clostridioformis	Flavonifractor plautii	-0.268969
Enterocloster clostridioformis	Vescimonas coprocola	-0.367408
Enterocloster clostridioformis	Clostridium sp. M62/1	-0.520228
Enterocloster clostridioformis	Eubacterium callanderi	-0.166124
Enterocloster clostridioformis	Eubacterium sp. c-25	-0.184738
Enterocloster clostridioformis	Eubacterium limosum	-0.206422
Enterocloster clostridioformis	Clostridioides difficile	-0.256654
Enterocloster clostridioformis	Mogibacterium diversum	-0.0513104
Enterocloster clostridioformis	butyrate-producing bacterium SS3/4	-0.161808
Enterocloster clostridioformis	uncultured Clostridia bacterium	-0.234194
Enterocloster clostridioformis	Clostridia bacterium UC5.1-1D4	0.000260447
Enterocloster clostridioformis	Erysipelatoclostridium ramosum	-0.114
Enterocloster clostridioformis	[Clostridium] innocuum	-0.00872406
Enterocloster clostridioformis	Erysipelotrichaceae bacterium 66202529	-0.105813
Enterocloster clostridioformis	Longicatena caecimuris	-0.510439
Enterocloster clostridioformis	Faecalitalea cylindroides	-0.535527
Enterocloster clostridioformis	Parvimonas micra	-0.024636
Enterocloster clostridioformis	Lawsonella clevelandensis	-0.0983864
Enterocloster clostridioformis	Actinomyces graevenitzii	-0.0117269
Enterocloster clostridioformis	Actinomyces naeslundii	-0.0188136
Enterocloster clostridioformis	Actinomyces sp. oral taxon 414	-0.0167233
Enterocloster clostridioformis	Actinomyces pacaensis	-0.0604963
Enterocloster clostridioformis	Actinomyces oris	0.00893317
Enterocloster clostridioformis	Schaalia odontolytica	-0.0590309
Enterocloster clostridioformis	Pauljensenia hongkongensis	-0.0177295
Enterocloster clostridioformis	Bifidobacterium longum	-0.381514
Enterocloster clostridioformis	Eggerthella lenta	0.0267439
Enterocloster clostridioformis	Adlercreutzia hattorii	-0.0773171
Enterocloster clostridioformis	Adlercreutzia equolifaciens	-0.0215427
Enterocloster clostridioformis	Collinsella aerofaciens	-0.0473246
Enterocloster clostridioformis	Lancefieldella parvula	0.072279
Enterocloster clostridioformis	Escherichia coli	0.154424
Enterocloster clostridioformis	Klebsiella pneumoniae	-0.0978578
Enterocloster clostridioformis	Salmonella enterica	0.383448
Enterocloster clostridioformis	Polynucleobacter sp. MG-Unter2-18	0.0765081
Enterocloster clostridioformis	Bacteroides thetaiotaomicron	-0.53548
Enterocloster clostridioformis	Bacteroides uniformis	-0.332886
Enterocloster clostridioformis	Bacteroides ovatus	0.0261535
Enterocloster clostridioformis	Bacteroides xylanisolvens	-0.248459
Enterocloster clostridioformis	Bacteroides caccae	-0.447934
Enterocloster clostridioformis	Bacteroides fragilis	-0.0536514
Enterocloster clostridioformis	Phocaeicola dorei	-0.155184
Enterocloster clostridioformis	Phocaeicola vulgatus	0.139604
Enterocloster clostridioformis	Parabacteroides distasonis	0.0856932
Enterocloster clostridioformis	Parabacteroides merdae	0.100485
Enterocloster clostridioformis	Alistipes onderdonkii	-0.172251
Enterocloster clostridioformis	Alistipes shahii	0.324625
Enterocloster clostridioformis	Akkermansia muciniphila	0.22415
Enterocloster clostridioformis	uncultured human fecal virus	-0.266682
Enterocloster clostridioformis	Blautia pseudococcoides	-0.132252
Enterocloster clostridioformis	Anaerostipes caccae	-0.0521653
Enterocloster clostridioformis	Lachnoclostridium sp. YL32	0.0510291
Enterocloster clostridioformis	Lachnoclostridium phocaeense	-0.0921012
Enterocloster clostridioformis	Simiaoa sunii	-0.224561
Enterocloster clostridioformis	Sellimonas intestinalis	-0.0828359
Enterocloster clostridioformis	Dysosmobacter welbionis	-0.0738017
Enterocloster clostridioformis	Clostridiaceae bacterium Marseille-Q4149	-0.487808
Enterocloster clostridioformis	Eubacterium sp. NSJ-61	-0.207311
Enterocloster clostridioformis	Massilistercora timonensis	-0.0668311
Enterocloster clostridioformis	Clostridiales bacterium CCNA10	-0.144316
Enterocloster clostridioformis	Geobacillus zalihae	0.214047
Enterocloster clostridioformis	Streptococcus vestibularis	0.068222
Enterocloster clostridioformis	Streptococcus sp. HSISM1	-0.0415271
Enterocloster clostridioformis	Streptococcus sp. LPB0220	-0.0492984
Enterocloster clostridioformis	Streptococcus sp. HSISS3	0.110477
Enterocloster clostridioformis	Streptococcus anginosus	0.0536123
Enterocloster clostridioformis	Streptococcus mitis	-0.0280722
Enterocloster clostridioformis	Streptococcus sanguinis	-0.229276
Enterocloster clostridioformis	Streptococcus oralis	-0.150442
Enterocloster clostridioformis	Lactococcus lactis	-0.523545
Enterocloster clostridioformis	Limosilactobacillus oris	-0.0289378
Enterocloster clostridioformis	Lactiplantibacillus plantarum	0.251877
Enterocloster clostridioformis	Lacticaseibacillus rhamnosus	-0.0545974
Enterocloster clostridioformis	Faecalibacillus intestinalis	-0.195366
Enterocloster clostridioformis	Catenibacterium sp. co_0103	-0.0845636
Enterocloster clostridioformis	Bifidobacterium adolescentis	0.00746796
Enterocloster clostridioformis	Bifidobacterium pseudocatenulatum	-0.289854
Enterocloster clostridioformis	Bifidobacterium breve	0.0136337
Enterocloster clostridioformis	Bifidobacterium bifidum	-0.308972
Enterocloster clostridioformis	Bifidobacterium dentium	-0.0799285
Enterocloster clostridioformis	Actinomyces sp. oral taxon 171	-0.0522326
Enterocloster clostridioformis	Actinomyces sp. oral taxon 169	-0.218471
Enterocloster clostridioformis	Cutibacterium acnes	0.104714
Enterocloster clostridioformis	Gordonibacter urolithinfaciens	-0.0608712
Enterocloster clostridioformis	Gordonibacter pamelaeae	-0.0997735
Enterocloster clostridioformis	Bacteroides stercoris	0.330775
Enterocloster clostridioformis	Bacteroides salyersiae	-0.13329
Enterocloster clostridioformis	Streptococcus lutetiensis	-0.117741
Enterocloster clostridioformis	Enterococcus avium	-0.116021
Enterocloster clostridioformis	Acidaminococcus intestini	0.279944
Enterocloster clostridioformis	Faecalibacterium sp. IP118	0.0383896
Enterocloster clostridioformis	Ruthenibacterium lactatiformans	0.0945832
Enterocloster clostridioformis	Streptococcus agalactiae	-0.103554
Enterocloster clostridioformis	Actinomyces sp. HMT 175	0.110998
Enterocloster clostridioformis	Bacteroides sp. KGMB07931	0.262883
Lachnospira eligens	Homo sapiens	-0.0194664
Lachnospira eligens	Saccharomyces cerevisiae	-0.13001
Lachnospira eligens	Candida tropicalis	0.0606091
Lachnospira eligens	Candida albicans	-0.00766224
Lachnospira eligens	Botrytis cinerea	-0.0674513
Lachnospira eligens	Aspergillus oryzae	0.00121948
Lachnospira eligens	Toxoplasma gondii	-0.0376153
Lachnospira eligens	Trypanosoma brucei	-0.07275
Lachnospira eligens	Leishmania infantum	-0.0309852
Lachnospira eligens	Staphylococcus aureus	-0.100006
Lachnospira eligens	Streptococcus pneumoniae	0.173633
Lachnospira eligens	Streptococcus thermophilus	0.410112
Lachnospira eligens	Streptococcus sp. A12	0.0357759
Lachnospira eligens	Streptococcus salivarius	0.390608
Lachnospira eligens	Streptococcus australis	0.0478528
Lachnospira eligens	Streptococcus parasanguinis	0.516146
Lachnospira eligens	Lactococcus piscium	0.145278
Lachnospira eligens	Limosilactobacillus fermentum	-0.0270177
Lachnospira eligens	Latilactobacillus sakei	0.0295872
Lachnospira eligens	Leuconostoc carnosum	0.0536801
Lachnospira eligens	Lactobacillus helveticus	0.0225972
Lachnospira eligens	Enterococcus faecium	0.334501
Lachnospira eligens	Abiotrophia defectiva	0.0198806
Lachnospira eligens	Blautia wexlerae	-0.118367
Lachnospira eligens	Blautia massiliensis	-0.0172653
Lachnospira eligens	Blautia sp. SC05B48	0.00862518
Lachnospira eligens	Blautia sp. NBRC 113351	0.305523
Lachnospira eligens	Blautia obeum	0.294793
Lachnospira eligens	Blautia argi	0.129315
Lachnospira eligens	Blautia producta	0.209815
Lachnospira eligens	uncultured Blautia sp.	0.145485
Lachnospira eligens	Anaerostipes hadrus	-0.0609416
Lachnospira eligens	[Ruminococcus] torques	0.097571
Lachnospira eligens	[Ruminococcus] gnavus	0.0569635
Lachnospira eligens	[Eubacterium] rectale	-0.250514
Lachnospira eligens	Roseburia intestinalis	-0.459272
Lachnospira eligens	Roseburia hominis	0.0154371
Lachnospira eligens	Roseburia sp. NSJ-69	-0.122274
Lachnospira eligens	Anaerobutyricum hallii	0.000322617
Lachnospira eligens	Coprococcus comes	0.127124
Lachnospira eligens	Coprococcus catus	-0.410637
Lachnospira eligens	[Clostridium] scindens	0.369379
Lachnospira eligens	[Clostridium] symbiosum	-0.0266128
Lachnospira eligens	[Clostridium] hylemonae	0.362635
Lachnospira eligens	Dorea longicatena	0.286433
Lachnospira eligens	Lachnospiraceae bacterium	-0.0718734
Lachnospira eligens	Lachnospiraceae bacterium GAM79	-0.174591
Lachnospira eligens	Enterocloster bolteae	0.00368797
Lachnospira eligens	Enterocloster clostridioformis	-0.120512
Lachnospira eligens	Lachnospira eligens	0
Lachnospira eligens	Faecalicatena sp. Marseille-Q4148	0.187803
Lachnospira eligens	Wansuia hejianensis	-0.132321
Lachnospira eligens	Oscillospiraceae bacterium	-0.117768
Lachnospira eligens	Ruminococcus sp. SR1/5	-0.024151
Lachnospira eligens	Faecalibacterium prausnitzii	-0.589615
Lachnospira eligens	Faecalibacterium sp. IP329	-0.617875
Lachnospira eligens	Faecalibacterium sp. I2392	-0.652101
Lachnospira eligens	Faecalibacterium sp. I4384	-0.418884
Lachnospira eligens	[Eubacterium] siraeum	-0.00755815
Lachnospira eligens	Flavonifractor plautii	0.26108
Lachnospira eligens	Vescimonas coprocola	-0.635478
Lachnospira eligens	Clostridium sp. M62/1	-0.550487
Lachnospira eligens	Eubacterium callanderi	0.341071
Lachnospira eligens	Eubacterium sp. c-25	0.113694
Lachnospira eligens	Eubacterium limosum	0.254474
Lachnospira eligens	Clostridioides difficile	0.121648
Lachnospira eligens	Mogibacterium diversum	0.156431
Lachnospira eligens	butyrate-producing bacterium SS3/4	0.147213
Lachnospira eligens	uncultured Clostridia bacterium	0.124929
Lachnospira eligens	Clostridia bacterium UC5.1-1D4	0.382519
Lachnospira eligens	Erysipelatoclostridium ramosum	0.12556
Lachnospira eligens	[Clostridium] innocuum	0.172162
Lachnospira eligens	Erysipelotrichaceae bacterium 66202529	-0.0300766
Lachnospira eligens	Longicatena caecimuris	-0.238316
Lachnospira eligens	Faecalitalea cylindroides	-0.4567
Lachnospira eligens	Parvimonas micra	-0.00116448
Lachnospira eligens	Lawsonella clevelandensis	-0.0613745
Lachnospira eligens	Actinomyces graevenitzii	0.0734212
Lachnospira eligens	Actinomyces naeslundii	0.0518414
Lachnospira eligens	Actinomyces sp. oral taxon 414	0.0607486
Lachnospira eligens	Actinomyces pacaensis	0.0694726
Lachnospira eligens	Actinomyces oris	0.36128
Lachnospira eligens	Schaalia odontolytica	0.148046
Lachnospira eligens	Pauljensenia hongkongensis	0.0463658
Lachnospira eligens	Bifidobacterium longum	-0.197387
Lachnospira eligens	Eggerthella lenta	0.351435
Lachnospira eligens	Adlercreutzia hattorii	0.153655
Lachnospira eligens	Adlercreutzia equolifaciens	0.325165
Lachnospira eligens	Collinsella aerofaciens	0.166092
Lachnospira eligens	Lancefieldella parvula	0.295776
Lachnospira eligens	Escherichia coli	0.21812
Lachnospira eligens	Klebsiella pneumoniae	-0.0690081
Lachnospira eligens	Salmonella enterica	0.49121
Lachnospira eligens	Polynucleobacter sp. MG-Unter2-18	-0.0326644
Lachnospira eligens	Bacteroides thetaiotaomicron	0.179252
Lachnospira eligens	Bacteroides uniformis	0.633758
Lachnospira eligens	Bacteroides ovatus	0.613827
Lachnospira eligens	Bacteroides xylanisolvens	0.303931
Lachnospira eligens	Bacteroides caccae	0.095147
Lachnospira eligens	Bacteroides fragilis	0.517562
Lachnospira eligens	Phocaeicola dorei	0.612776
Lachnospira eligens	Phocaeicola vulgatus	0.110011
Lachnospira eligens	Parabacteroides distasonis	0.389147
Lachnospira eligens	Parabacteroides merdae	0.0312033
Lachnospira eligens	Alistipes onderdonkii	0.633829
Lachnospira eligens	Alistipes shahii	0.0708986
Lachnospira eligens	Akkermansia muciniphila	0.356763
Lachnospira eligens	uncultured human fecal virus	-0.156048
Lachnospira eligens	Blautia pseudococcoides	0.170512
Lachnospira eligens	Anaerostipes caccae	0.0547638
Lachnospira eligens	Lachnoclostridium sp. YL32	0.093114
Lachnospira eligens	Lachnoclostridium phocaeense	0.0235538
Lachnospira eligens	Simiaoa sunii	0.0232845
Lachnospira eligens	Sellimonas intestinalis	0.0401312
Lachnospira eligens	Dysosmobacter welbionis	-0.332488
Lachnospira eligens	Clostridiaceae bacterium Marseille-Q4149	-0.457132
Lachnospira eligens	Eubacterium sp. NSJ-61	0.0419201
Lachnospira eligens	Massilistercora timonensis	0.0718678
Lachnospira eligens	Clostridiales bacterium CCNA10	-0.129131
Lachnospira eligens	Geobacillus zalihae	-0.0106054
Lachnospira eligens	Streptococcus vestibularis	0.432669
Lachnospira eligens	Streptococcus sp. HSISM1	0.440308
Lachnospira eligens	Streptococcus sp. LPB0220	0.434093
Lachnospira eligens	Streptococcus sp. HSISS3	0.379673
Lachnospira eligens	Streptococcus anginosus	0.411304
Lachnospira eligens	Streptococcus mitis	0.376553
Lachnospira eligens	Streptococcus sanguinis	0.0611677
Lachnospira eligens	Streptococcus oralis	0.308504
Lachnospira eligens	Lactococcus lactis	-0.530298
Lachnospira eligens	Limosilactobacillus oris	0.0514139
Lachnospira eligens	Lactiplantibacillus plantarum	0.0931134
Lachnospira eligens	Lacticaseibacillus rhamnosus	0.0331398
Lachnospira eligens	Faecalibacillus intestinalis	-0.0595611
Lachnospira eligens	Catenibacterium sp. co_0103	0.0815852
Lachnospira eligens	Bifidobacterium adolescentis	-0.022406
Lachnospira eligens	Bifidobacterium pseudocatenulatum	-0.0181221
Lachnospira eligens	Bifidobacterium breve	0.393721
Lachnospira eligens	Bifidobacterium bifidum	-0.00208617
Lachnospira eligens	Bifidobacterium dentium	0.0165726
Lachnospira eligens	Actinomyces sp. oral taxon 171	0.128014
Lachnospira eligens	Actinomyces sp. oral taxon 169	0.487227
Lachnospira eligens	Cutibacterium acnes	-0.00112342
Lachnospira eligens	Gordonibacter urolithinfaciens	0.231605
Lachnospira eligens	Gordonibacter pamelaeae	0.374101
Lachnospira eligens	Bacteroides stercoris	0.0644328
Lachnospira eligens	Bacteroides salyersiae	-0.0103702
Lachnospira eligens	Streptococcus lutetiensis	0.00921812
Lachnospira eligens	Enterococcus avium	0.0078736
Lachnospira eligens	Acidaminococcus intestini	0.00750725
Lachnospira eligens	Faecalibacterium sp. IP118	-0.539656
Lachnospira eligens	Ruthenibacterium lactatiformans	0.0939186
Lachnospira eligens	Streptococcus agalactiae	0.121926
Lachnospira eligens	Actinomyces sp. HMT 175	0.555043
Lachnospira eligens	Bacteroides sp. KGMB07931	0.276163
Faecalicatena sp. Marseille-Q4148	Homo sapiens	0.156769
Faecalicatena sp. Marseille-Q4148	Saccharomyces cerevisiae	-0.0525745
Faecalicatena sp. Marseille-Q4148	Candida tropicalis	0.0922914
Faecalicatena sp. Marseille-Q4148	Candida albicans	0.0306125
Faecalicatena sp. Marseille-Q4148	Botrytis cinerea	0.00897897
Faecalicatena sp. Marseille-Q4148	Aspergillus oryzae	0.026381
Faecalicatena sp. Marseille-Q4148	Toxoplasma gondii	0.105982
Faecalicatena sp. Marseille-Q4148	Trypanosoma brucei	0.0530008
Faecalicatena sp. Marseille-Q4148	Leishmania infantum	0.00516007
Faecalicatena sp. Marseille-Q4148	Staphylococcus aureus	-0.333097
Faecalicatena sp. Marseille-Q4148	Streptococcus pneumoniae	0.097552
Faecalicatena sp. Marseille-Q4148	Streptococcus thermophilus	0.239866
Faecalicatena sp. Marseille-Q4148	Streptococcus sp. A12	0.0109707
Faecalicatena sp. Marseille-Q4148	Streptococcus salivarius	0.174714
Faecalicatena sp. Marseille-Q4148	Streptococcus australis	0.0180119
Faecalicatena sp. Marseille-Q4148	Streptococcus parasanguinis	0.139468
Faecalicatena sp. Marseille-Q4148	Lactococcus piscium	0.0546957
Faecalicatena sp. Marseille-Q4148	Limosilactobacillus fermentum	-0.0814878
Faecalicatena sp. Marseille-Q4148	Latilactobacillus sakei	0.0169057
Faecalicatena sp. Marseille-Q4148	Leuconostoc carnosum	0.0312309
Faecalicatena sp. Marseille-Q4148	Lactobacillus helveticus	0.00417875
Faecalicatena sp. Marseille-Q4148	Enterococcus faecium	0.200791
Faecalicatena sp. Marseille-Q4148	Abiotrophia defectiva	0.00816695
Faecalicatena sp. Marseille-Q4148	Blautia wexlerae	-0.165695
Faecalicatena sp. Marseille-Q4148	Blautia massiliensis	-0.0331408
Faecalicatena sp. Marseille-Q4148	Blautia sp. SC05B48	-0.0211117
Faecalicatena sp. Marseille-Q4148	Blautia sp. NBRC 113351	0.214151
Faecalicatena sp. Marseille-Q4148	Blautia obeum	-0.013856
Faecalicatena sp. Marseille-Q4148	Blautia argi	-0.0237169
Faecalicatena sp. Marseille-Q4148	Blautia producta	0.0332104
Faecalicatena sp. Marseille-Q4148	uncultured Blautia sp.	-0.0501524
Faecalicatena sp. Marseille-Q4148	Anaerostipes hadrus	-0.0730737
Faecalicatena sp. Marseille-Q4148	[Ruminococcus] torques	-0.074191
Faecalicatena sp. Marseille-Q4148	[Ruminococcus] gnavus	0.0512763
Faecalicatena sp. Marseille-Q4148	[Eubacterium] rectale	-0.0583395
Faecalicatena sp. Marseille-Q4148	Roseburia intestinalis	0.148039
Faecalicatena sp. Marseille-Q4148	Roseburia hominis	-0.0184824
Faecalicatena sp. Marseille-Q4148	Roseburia sp. NSJ-69	0.134456
Faecalicatena sp. Marseille-Q4148	Anaerobutyricum hallii	-0.0936196
Faecalicatena sp. Marseille-Q4148	Coprococcus comes	-0.0513367
Faecalicatena sp. Marseille-Q4148	Coprococcus catus	-0.263104
Faecalicatena sp. Marseille-Q4148	[Clostridium] scindens	0.0541854
Faecalicatena sp. Marseille-Q4148	[Clostridium] symbiosum	-0.128115
Faecalicatena sp. Marseille-Q4148	[Clostridium] hylemonae	0.119706
Faecalicatena sp. Marseille-Q4148	Dorea longicatena	0.0525281
Faecalicatena sp. Marseille-Q4148	Lachnospiraceae bacterium	-0.153471
Faecalicatena sp. Marseille-Q4148	Lachnospiraceae bacterium GAM79	-0.251918
Faecalicatena sp. Marseille-Q4148	Enterocloster bolteae	-0.0006411
Faecalicatena sp. Marseille-Q4148	Enterocloster clostridioformis	-0.241441
Faecalicatena sp. Marseille-Q4148	Lachnospira eligens	0.187803
Faecalicatena sp. Marseille-Q4148	Faecalicatena sp. Marseille-Q4148	0
Faecalicatena sp. Marseille-Q4148	Wansuia hejianensis	-0.325146
Faecalicatena sp. Marseille-Q4148	Oscillospiraceae bacterium	-0.17387
Faecalicatena sp. Marseille-Q4148	Ruminococcus sp. SR1/5	-0.0370476
Faecalicatena sp. Marseille-Q4148	Faecalibacterium prausnitzii	-0.130905
Faecalicatena sp. Marseille-Q4148	Faecalibacterium sp. IP329	-0.157838
Faecalicatena sp. Marseille-Q4148	Faecalibacterium sp. I2392	-0.159272
Faecalicatena sp. Marseille-Q4148	Faecalibacterium sp. I4384	-0.0369632
Faecalicatena sp. Marseille-Q4148	[Eubacterium] siraeum	-0.0283626
Faecalicatena sp. Marseille-Q4148	Flavonifractor plautii	-0.0965667
Faecalicatena sp. Marseille-Q4148	Vescimonas coprocola	-0.460234
