OTUID	ODIWGS01	ODIWGS02	ODIWGS03	ODIWGS04	ODIWGS05	ODIWGS06	ODIWGS07	ODIWGS08	ODIWGS09	ODIWGS10	ODIWGS11	ODIWGS12	ODIWGS13	ODIWGS14	ODIWGS15	ODIWGS16	ODIWGS17	ODIWGS18	ODIWGS19	ODIWGS20	ODIWGS21	ODIWGS22	ODIWGS23	ODIWGS24	ODIWGS25	ODIWGS26	ODIWGS27	ODIWGS28	ODIWGS29	ODIWGS30	ODIWGS31	ODIWGS32	ODIWGS33	ODIWGS34	ODIWGS35	ODIWGS36	ODIWGS37	ODIWGS38	ODIWGS39	ODIWGS40	ODIWGS41	ODIWGS42	ODIWGS43	ODIWGS44	ODIWGS45	ODIWGS46	ODIWGS47	ODIWGS48	ODIWGS49	ODIWGS50	ODIWGS51	ODIWGS52	ODIWGS53	ODIWGS54	ODIWGS55	ODIWGS56	ODIWGS57	ODIWGS58	ODIWGS59	ODIWGS60	ODIWGS61	ODIWGS62	ODIWGS63	ODIWGS64	ODIWGS65	ODIWGS66	ODIWGS67	ODIWGS68	ODIWGS69	ODIWGS70	ODIWGS71	ODIWGS72	ODIWGS73	ODIWGS74	ODIWGS75	ODIWGS76	ODIWGS77	ODIWGS78	ODIWGS79	ODIWGS80	ODIWGS81	ODIWGS82	ODIWGS83	ODIWGS84	ODIWGS85	ODIWGS86	ODIWGS87	ODIWGS88	ODIWGS89	ODIWGS90	ODIWGS91	ODIWGS92	ODIWGS93
1.1.99.3	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	220	0	66	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	68	8	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	117	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	744	0	0
1.1.99.31	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.99.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.99.38	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	866	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.99.40	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.10.2.2	0	0	0	0	234	0	0	0	15	0	84	0	0	1132	0	0	0	296	0	0	0	637	0	0	0	0	0	0	0	0	0	0	0	553	76	0	0	2091	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2245
1.10.3.10	0	0	0	464	78	0	0	34	0	0	0	0	159	419	0	234	0	108	0	0	0	0	0	15	0	0	151	0	0	0	0	0	0	0	0	0	131	392	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	24	0	0	0	0	0	0	0	0	110	0	382	0	0
1.10.3.14	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124
1.10.3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.10.3.9	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.10.9.1	0	0	0	100	0	0	0	0	0	0	0	0	9	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	599	0	0	0	0	0	35
1.10.99.2	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.11.1.1	8	97	0	6197	652	0	16	72	27989	10102	125	1015	4483	4819	13	376	0	26303	0	34	4	518	4	3374	324	10	4510	2418	15430	16	7	0	139	1404	47	5	1659	118815	20041	10	98	151	0	2846	0	0	32533	568	7	16	0	11	2434	121	5	5	0	32055	0	25455	5	1917	32	0	20628	15	0	26581	18	5	184	1768	4	159	211	0	0	0	21	2580	24	27	6	3	8	47	75789	12	18238	0	989	16	4687
1.11.1.10	0	0	0	61	0	0	0	0	1399	563	0	0	0	146	0	498	0	161	0	0	0	0	0	0	95	0	5	425	75	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	159	0	54	0	0	291	0	0	612	0	0	70	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	982	0	0	0	374	0	0
1.11.1.15	7	17	0	21357	2555	5	21	349	41311	19492	2160	3838	6579	20676	494	1610	9	65694	4	4	4	4381	57	3612	449	8	5355	4736	19449	302	35	0	426	24326	485	11	2182	72029	19351	4	51505	774	21	3531	6	58	255959	9	0	5	0	0	419	137	14	4	232	30105	10	27748	0	4768	21	12	5493	46	8	109565	28	2628	506	26141	67	546	14447	10	0	4	92	1570	11	27	21	43	4	11	33610	9	17322	4	4673	9	64184
1.11.1.18	0	0	0	122	0	0	0	0	371	74	0	0	0	197	0	0	0	54	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	34	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	276	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	87
1.11.1.21	5	0	0	1600	303	0	0	0	1195	66	0	77	678	1719	0	69	0	765	0	0	0	0	0	0	4	0	1087	1282	0	0	0	0	328	18	87	9	178	7619	0	0	34626	263	0	5	0	0	6	0	0	0	0	0	0	0	0	0	19	0	0	0	0	58	0	0	161	0	5	55238	0	1268	32	0	0	0	11434	82	0	0	0	218	12	0	0	15	0	0	0	0	0	86	119	0	0
1.11.1.5	0	0	0	1146	153	0	0	0	625	0	0	125	94	489	0	125	0	582	0	0	0	1006	0	0	0	0	224	252	0	0	0	0	28	322	91	0	141	641	0	0	6311	177	0	0	0	0	46	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12385	0	340	0	119	0	45	2987	0	0	4	0	66	0	0	0	0	0	0	0	0	0	4	194	0	1344
1.11.1.6	0	38	0	5106	589	0	0	0	14732	4942	0	363	1436	4424	251	652	0	9125	2	14	0	805	0	631	26	0	2295	1564	2826	0	0	0	151	2950	65	4	510	5822	2621	0	23803	0	0	562	2	0	21480	0	0	0	0	3	282	52	0	0	0	4288	22	4635	0	1058	0	5	787	11	0	50763	0	719	214	733	0	98	7153	76	0	0	0	315	6	0	0	4	0	0	6178	0	2726	76	1727	0	6760
1.11.1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	89	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
1.11.1.9	0	0	0	292	0	0	0	0	24	0	0	0	40	0	0	0	0	73	0	0	0	0	0	0	0	0	62	301	0	0	0	0	0	0	0	0	0	10	0	0	3913	49	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	4	0	4747	0	630	0	0	0	0	642	0	0	0	0	22	0	0	0	0	0	0	278	0	0	0	0	0	0
1.11.2.3	0	0	0	0	0	0	0	0	0	0	0	0	709	617	289	0	0	7080	0	0	0	0	0	18	0	0	217	0	0	0	8	0	0	0	0	0	0	0	28	0	6	7	0	5	0	3	52084	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	47	0	0	0	10
1.11.2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0
1.12.1.2	0	0	0	0	0	0	0	0	50	0	0	0	0	110	0	183	0	80	0	0	0	0	0	0	0	0	75	0	100	0	0	0	0	125	0	0	0	854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	49	0	0	0	0	29	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	219	0	488
1.12.1.3	0	0	0	3650	315	0	0	0	269	99	28	936	3448	4410	0	66	0	33364	0	0	0	0	0	605	0	0	3745	0	380	0	0	0	0	2131	85	0	25	4764	3022	0	0	46	0	406	0	0	17	0	0	0	0	0	0	40	0	0	0	489	18	563	0	469	0	0	98	0	0	249	0	0	0	2441	0	0	593	0	0	0	0	0	0	0	0	0	0	0	576	0	3958	0	41	0	5374
1.12.2.1	0	0	0	1545	149	0	0	0	1629	598	62	146	310	196	0	114	0	3315	0	0	0	0	0	662	0	0	172	85	596	60	0	0	0	1672	80	0	0	1103	2210	0	0	149	0	0	0	0	17	277	0	0	0	0	0	0	0	0	0	955	0	690	0	294	0	0	364	0	0	895	0	0	6	288	0	0	312	0	0	0	0	52	0	0	0	0	0	0	2168	0	2281	0	113	0	3182
1.12.5.1	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
1.12.7.2	0	0	0	4384	429	0	9	0	77746	26531	33	496	3916	4588	20	295	18	38598	0	0	0	0	0	1251	10	0	4336	4399	17399	5	0	0	46	2707	53	0	235	23258	8460	0	0	108	0	2981	0	0	12	0	9	0	0	0	808	31	6	0	10	36330	25	28231	0	1955	0	0	17812	4	0	53080	0	60	65	3647	5	174	225	0	0	0	21	1591	18	4	0	17	0	9	79729	0	11090	3	510	0	7706
1.12.98.2	0	0	0	0	0	0	0	0	0	0	0	0	571	502	53	0	0	5567	0	0	0	0	12	7	0	0	216	0	0	0	0	0	0	0	0	0	248	6029	46	0	5	85	0	4	0	0	39377	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	9	0	31	0	0	0	10
1.12.99.6	0	0	0	7366	214	0	0	0	2872	574	0	509	1793	2332	5	164	0	3059	0	5	0	0	0	476	6	3	1143	938	291	0	2	0	451	1473	216	10	1359	1337	1583	0	69126	484	0	8	9	0	19	0	11	0	0	9	6	0	0	0	27	631	30	368	0	99	0	0	524	0	10	113217	7	5340	50	174	5	84	15855	17	0	0	0	456	24	0	22	9	0	5	1112	0	1454	56	239	0	3112
1.13.11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	1004	0	0	25	0	0	0	0	0	0	0	0	1049	0	0	0	290	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2249
1.13.11.11	0	0	0	0	100	0	0	0	0	0	0	0	0	218	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.15	0	0	0	0	88	0	0	0	0	0	0	0	0	194	0	201	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	53	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	186	0	32
1.13.11.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	46	19	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	367	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	459	0	0
1.13.11.2	0	0	0	0	85	0	0	0	0	0	0	0	0	60	0	0	0	418	0	0	0	0	0	36	0	4	17	0	1191	0	0	0	0	10	55	0	111	8345	299	0	7	0	8	276	0	0	14835	0	0	0	0	0	0	0	0	0	0	1701	0	2518	0	249	0	0	0	0	0	14	0	0	8	37	0	0	0	0	0	0	0	0	0	3	0	0	0	0	621	0	296	0	0	0	0
1.13.11.20	0	0	0	0	0	0	0	0	0	0	0	46	0	430	0	0	0	0	0	0	0	1393	0	0	0	0	0	0	0	0	0	0	0	1459	0	0	0	213	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3053
1.13.11.24	0	4	5	2771	314	0	0	0	750	0	0	517	158	618	0	448	0	2451	0	0	0	0	0	13	4	0	179	623	0	0	0	0	260	138	0	0	0	228	0	0	16259	167	5	4	0	0	219	0	0	0	0	0	0	0	0	0	0	66	0	20	0	92	0	0	0	0	68	23474	0	1798	31	80	0	34	3222	0	0	0	0	53	13	0	0	16	4	0	0	0	0	0	1165	0	282
1.13.11.27	0	0	0	65	123	0	0	0	36	0	0	0	0	326	0	112	0	97	0	0	0	458	0	0	9	0	0	0	43	0	0	0	0	260	194	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	90	0	0	5	60	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	270	0	1029
1.13.11.29	0	0	0	159	0	0	0	0	0	0	0	0	51	0	0	0	0	22	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	43	0	47	28	0	0	1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4886	0	104	0	0	0	0	353	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0
1.13.11.39	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.5	0	0	0	0	55	0	0	0	0	0	0	0	0	127	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.52	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.53	0	0	0	0	88	0	0	0	0	0	0	65	0	348	0	63	0	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	17	51	152	0	0	4	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	43	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	19
1.13.11.54	0	0	0	0	88	0	0	0	114	14	0	65	0	472	0	146	0	582	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0	364	0	0	0	618	0	0	0	0	0	0	17	51	157	0	0	4	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	236	0	0	55	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	1700
1.13.11.6	0	0	0	0	0	0	0	0	0	0	0	80	0	267	0	0	0	66	0	0	0	550	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	52	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1671
1.13.11.63	0	0	0	47	0	0	0	0	16	0	0	0	0	239	0	0	0	51	0	0	0	0	0	65	0	0	0	0	127	0	0	0	0	0	0	0	0	0	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	78	0	0	0	0	0	0	0	18	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	0	0	0	7
1.13.11.74	0	0	0	315	42	0	0	0	0	0	0	41	40	155	0	0	0	1985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	27	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	427
1.13.11.76	0	0	0	315	42	0	0	0	0	0	0	41	40	155	0	0	0	1938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390
1.13.11.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0
1.13.12.16	0	0	0	3870	224	0	0	0	5750	2291	0	226	2433	4722	0	388	0	33799	0	7	0	0	0	393	35	0	2407	0	11827	0	0	0	5	1340	125	0	407	25700	2109	0	0	90	0	1958	0	114	20436	0	0	0	0	0	0	0	6	0	0	19881	12	14157	0	1679	0	0	13009	6	0	4926	0	0	0	2541	0	91	211	0	0	0	5	1654	0	7	0	0	0	13	46687	0	3063	0	514	7	3683
1.13.12.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0
1.13.12.4	0	0	0	83	0	0	0	0	1072	284	0	0	0	175	0	0	0	93	0	0	0	99	0	81	0	0	0	0	79	0	0	0	0	69	0	0	0	1348	658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	302	0	0	0	0	5	0	0	490	0	0	0	512	0	0	0	0	0	0	0	4	0	0	0	0	0	0	288	0	578	0	0	0	100
1.14.11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
1.14.11.17	0	0	0	747	63	0	0	0	154	70	0	0	231	89	0	83	0	0	0	0	0	0	0	0	2	0	160	872	0	0	0	0	0	0	44	0	45	93	0	0	9235	82	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	35	0	0	0	0	55	21873	4	525	0	17	26	0	2571	0	0	0	0	80	0	0	0	5	0	0	0	0	0	0	63	0	0
1.14.11.27	0	0	0	0	0	0	0	0	16	0	0	208	0	76	193	0	0	0	0	0	0	1102	0	0	0	0	0	0	0	0	0	0	0	996	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2109
1.14.11.33	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	0	0	2664	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5989	0	130	0	0	0	0	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.11.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	4	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.12.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	18	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0
1.14.12.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	69	0	0	77	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	679	0	0
1.14.12.17	0	0	0	1300	232	0	0	0	49	16	0	22	126	1574	233	91	0	484	0	0	0	1623	0	0	28	0	131	548	2010	0	0	0	164	1436	127	0	345	464	0	0	13861	56	0	1186	8	773	23257	21	0	0	0	0	0	64	9	0	13	2927	5	3692	0	408	0	0	48	0	31	20776	5	698	8	385	0	0	4418	0	4	0	0	87	4	10	0	2	5	4	1741	0	0	149	351	0	4236
1.14.12.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	29	0	0
1.14.12.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	11	76	0	113	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.12.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.12.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0
