OTUID	ODIWGS01	ODIWGS02	ODIWGS03	ODIWGS04	ODIWGS05	ODIWGS06	ODIWGS07	ODIWGS08	ODIWGS09	ODIWGS10	ODIWGS11	ODIWGS12	ODIWGS13	ODIWGS14	ODIWGS15	ODIWGS16	ODIWGS17	ODIWGS18	ODIWGS19	ODIWGS20	ODIWGS21	ODIWGS22	ODIWGS23	ODIWGS24	ODIWGS25	ODIWGS26	ODIWGS27	ODIWGS28	ODIWGS29	ODIWGS30	ODIWGS31	ODIWGS32	ODIWGS33	ODIWGS34	ODIWGS35	ODIWGS36	ODIWGS37	ODIWGS38	ODIWGS39	ODIWGS40	ODIWGS41	ODIWGS42	ODIWGS43	ODIWGS44	ODIWGS45	ODIWGS46	ODIWGS47	ODIWGS48	ODIWGS49	ODIWGS50	ODIWGS51	ODIWGS52	ODIWGS53	ODIWGS54	ODIWGS55	ODIWGS56	ODIWGS57	ODIWGS58	ODIWGS59	ODIWGS60	ODIWGS61	ODIWGS62	ODIWGS63	ODIWGS64	ODIWGS65	ODIWGS66	ODIWGS67	ODIWGS68	ODIWGS69	ODIWGS70	ODIWGS71	ODIWGS72	ODIWGS73	ODIWGS74	ODIWGS75	ODIWGS76	ODIWGS77	ODIWGS78	ODIWGS79	ODIWGS80	ODIWGS81	ODIWGS82	ODIWGS83	ODIWGS84	ODIWGS85	ODIWGS86	ODIWGS87	ODIWGS88	ODIWGS89	ODIWGS90	ODIWGS91	ODIWGS92	ODIWGS93
2.5.1.75	10	0	4	12484	1161	22	23	0	60539	21873	1256	1471	6616	13574	14	1096	0	54513	0	5	0	854	15	2711	73	0	3930	3905	15946	326	19	0	219	14484	1207	0	1970	52651	14415	3	10503	154	0	3884	0	0	50251	290	4	0	0	0	418	53	0	0	0	31656	0	25559	0	2355	6	0	19892	5	10	44417	0	374	363	16636	140	581	4020	0	0	0	7	2229	24	22	0	5	0	24	70119	0	14738	0	4032	0	38167
2.5.1.76	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.5.1.77	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.5.1.78	0	0	0	5843	754	0	0	11	61064	19975	56	67	3072	8780	0	815	0	19350	0	49	4	138	0	390	135	9	2835	3429	6878	459	15	4	155	2914	177	12	348	39409	2925	0	11543	4	0	2398	9	346	44208	127	9	0	4	0	739	135	7	0	49	15071	0	14857	6	1234	15	0	11502	10	16	49974	0	565	126	3900	0	214	3068	5	0	8	16	1399	53	32	6	15	15	19	32624	6	3040	6	1107	0	7338
2.5.1.84	0	0	0	0	0	0	0	0	191	32	0	0	35	236	0	0	0	0	0	0	0	243	0	0	0	0	84	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46
2.5.1.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46
2.5.1.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.5.1.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.5.1.9	0	6	0	4059	422	0	6	28	27599	10538	133	87	2617	4182	13	269	0	15974	0	0	0	0	6	418	145	0	1216	1762	5726	55	6	0	7	1259	18	0	133	7911	2862	0	6557	100	6	1450	0	0	76654	6	0	0	0	4	416	0	12	0	0	10138	0	9575	0	1688	6	0	10334	8	0	25108	0	901	82	2678	0	300	1946	4	0	0	0	1161	6	0	6	5	3	0	28252	19	3424	0	478	0	2698
2.5.1.90	0	0	0	3385	254	0	0	0	673	134	0	276	535	820	0	398	0	0	0	0	0	0	0	0	0	0	380	268	77	0	0	0	243	88	752	7	319	57	0	0	11365	51	4	202	5	0	21	4	0	0	0	0	0	0	0	0	55	168	4	204	0	34	0	0	109	64	31	18723	0	1637	72	97	21	109	4189	17	0	5	0	98	0	0	0	4	0	0	0	0	0	217	663	0	106
2.5.1.94	0	0	0	1078	0	0	0	0	119	0	0	0	282	122	0	0	0	964	0	0	0	0	0	0	0	0	97	418	0	0	0	0	0	5	0	0	0	0	0	0	7391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10863	0	425	0	0	0	0	2171	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
2.5.1.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	370	0	0	0	0	0	13	0	0	0	230	0	0	0	0	54	0	0	2962	0	0	0	0	0	0	0	0	0	0	337	0	234	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	324	0	0	0	26
2.5.1.97	0	0	0	445	0	0	0	0	0	0	0	0	17	203	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0
2.5.1.99	0	0	0	274	0	0	0	0	0	0	0	100	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.5.1.n9	0	0	0	0	227	0	0	0	0	0	0	0	0	65	0	0	0	923	0	0	0	0	0	0	0	0	0	0	830	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	15233	0	0	0	0	0	0	0	0	0	0	605	0	1026	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0
2.6.1.1	0	0	31	8799	681	0	0	0	36479	13683	1737	831	4626	7856	0	1566	4	31039	0	12	0	2058	8	358	30	9	2717	5800	13891	307	30	4	567	13207	71	7	932	19774	2548	0	33423	229	2	1688	3	106	21100	0	0	0	5	12	491	41	0	0	55	25994	0	21517	0	1751	0	0	8832	3	1	76929	2	2845	302	14445	27	310	10020	3	9	2	6	1220	20	5	4	5	0	7	37980	0	3140	0	4144	0	36122
2.6.1.104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.6.1.105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.6.1.107	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	5	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	764	0	0	0	0	0	0	156	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
2.6.1.11	8	36	0	8114	779	0	26	54	117771	40422	1161	1612	8677	9342	84	479	0	56312	0	0	0	273	21	2699	110	0	4545	9365	20012	479	17	6	179	14649	83	26	1350	73385	14443	72	10712	233	5	5282	6	83	56066	7	24	10	5	10	1102	92	10	0	117	39950	0	33932	0	2693	20	0	32113	11	114	75058	0	658	103	22681	9	63	2033	0	4	0	23	3433	46	49	0	29	4	39	136951	17	16157	205	751	4	41695
2.6.1.112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.6.1.13	0	0	0	1900	274	0	7	127	516	91	0	155	144	1129	7	218	0	607	0	0	0	1075	0	0	3	0	353	2045	3861	4	0	0	99	1055	44	10	150	1792	3	0	12145	90	0	1080	0	5	33947	0	0	0	0	0	13	0	5	0	0	4068	0	5171	0	518	3	0	363	0	3	22624	0	663	20	286	8	75	4391	0	0	0	0	99	0	4	10	0	0	0	1097	0	0	12	484	0	3128
2.6.1.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.6.1.16	4	6	0	13776	1272	0	35	0	161834	62747	1668	1529	11099	16217	121	710	0	79248	0	9	0	1050	10	3508	48	3	5258	11495	26878	880	29	3	571	20628	1172	7	2366	101695	19913	7	26961	174	6	4540	186	12	116688	20	26	18	37	3	1645	0	12	0	209	54201	19	44197	0	3689	26	0	25846	7	100	116598	30	3288	147	26462	13	476	9896	0	0	0	15	3498	46	25	13	39	0	38	116819	12	20291	60	1331	7	50324
2.6.1.17	0	0	0	715	36	0	0	0	14409	5607	1481	30	3148	2748	0	346	0	19484	0	0	0	0	6	26	87	0	1448	1386	480	533	35	7	6	13028	0	5	0	3747	72	0	9072	12	0	2	5	0	13	0	6	0	55	3	177	0	10	0	5	674	0	588	0	264	6	0	1514	10	23	27312	0	423	59	15284	0	11	1542	0	0	0	8	453	0	0	0	0	0	0	10624	0	91	0	678	0	33522
2.6.1.18	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.6.1.19	0	57	5	949	126	0	13	0	1669	408	0	251	1022	1733	170	243	0	9884	0	0	0	756	10	54	0	0	502	0	3118	0	6	0	47	593	0	0	279	2474	103	0	14760	84	5	384	1	0	101071	395	0	0	0	0	0	0	22	0	72	4373	4	9218	0	232	6	0	90	4	34	20031	2	626	81	407	5	0	2341	3	0	0	24	83	6	0	0	14	1	0	2801	0	120	2	559	0	2109
2.6.1.2	0	0	0	1259	0	0	0	0	560	216	1181	354	2154	1608	0	77	0	13252	0	0	0	0	3	99	0	0	833	531	1847	462	0	0	28	9837	226	0	26	3487	549	0	5895	0	0	290	0	0	0	327	0	8	9	0	0	0	0	0	31	2090	0	1643	0	209	5	0	3737	0	0	11062	0	672	14	11183	0	0	1604	0	0	0	0	572	0	4	0	0	0	0	9890	9	756	0	0	5	26420
2.6.1.21	0	0	0	123	85	0	0	0	1397	96	52	41	498	797	0	0	0	8156	0	0	0	0	0	929	0	0	557	0	2145	0	0	0	0	1594	26	0	0	307	5023	0	7	0	0	76	6	0	18198	0	0	0	0	0	0	0	0	0	0	1791	0	2739	0	254	0	0	488	0	0	939	0	0	0	3969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1474	0	5610	0	120	0	3517
2.6.1.22	0	0	0	459	99	0	0	0	37	0	0	0	188	104	0	0	0	345	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	13	0	0	0	8659	42	0	0	0	0	402	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	6623	0	507	0	0	0	0	1175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.6.1.29	0	0	0	0	0	0	0	0	1744	364	0	0	263	236	0	0	0	838	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1014	0	0	559	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	4254	0	0	0	0	0	17
2.6.1.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
2.6.1.36	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	95	0	0	0	0	0	4	0	0	12	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0
2.6.1.37	0	0	0	3261	382	0	0	0	17081	7492	131	335	1436	2550	0	579	0	8182	0	0	0	0	0	3069	29	0	1137	1062	4426	0	0	0	100	2477	0	0	121	4784	16851	0	0	0	0	843	0	0	0	0	5	0	0	0	391	0	0	0	0	7630	0	6608	0	767	0	0	1238	0	44	15736	0	0	251	3177	0	61	90	0	0	0	0	158	6	0	0	0	0	0	3751	0	16562	0	1490	0	7270
2.6.1.39	0	0	0	314	0	0	0	0	3265	1868	0	0	1559	1832	0	103	0	7434	0	0	0	0	0	592	0	0	715	0	2595	95	0	0	0	3949	0	0	0	163	4531	0	0	0	0	756	0	0	0	0	0	0	0	0	4	0	0	0	0	3038	0	2536	0	267	0	0	2883	5	52	2418	0	0	153	4210	0	0	0	0	0	0	0	29	0	0	0	0	0	0	5280	0	5562	0	124	0	9660
2.6.1.42	11	6	8	13492	980	7	12	3	110037	37837	929	1098	9393	10673	39	832	4	70247	4	5	0	2503	34	3569	93	3	4530	6672	23493	410	18	0	230	16277	1519	10	2546	100956	18569	41	19373	419	11	4013	10	63	146401	240	14	5	0	7	845	5	11	0	20	50865	0	42095	0	3584	71	4	25520	26	7	101802	4	1442	223	18466	20	258	6335	13	161	6	45	3735	40	30	0	20	4	42	96117	14	18979	11	1410	13	43465
2.6.1.44	0	0	0	0	0	0	0	0	34	0	0	0	0	307	0	59	0	0	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	16	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	1048
2.6.1.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.6.1.48	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.6.1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	166	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	75	0	0
2.6.1.50	0	0	0	108	56	0	0	0	0	56	0	0	0	227	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.6.1.51	0	0	0	51	0	0	0	0	0	0	0	68	0	141	286	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	5396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	119	0	0
2.6.1.52	5	7	0	11020	961	0	7	0	90932	36431	1344	1076	8838	13189	26	606	0	61337	0	25	0	1191	4	2382	100	5	5626	5911	18047	984	13	4	531	21034	290	4	1623	81016	14442	107	16559	258	9	6608	0	103	76034	13	11	7	28	0	1247	8	13	0	13	36520	0	29114	0	1964	9	0	29874	38	0	79196	0	1110	177	23185	7	502	4285	4	0	0	9	2466	19	20	7	21	0	39	109023	13	15312	5	2235	12	48857
2.6.1.53	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.6.1.57	6	0	0	1936	49	0	0	0	224	40	0	177	321	239	0	36	0	1901	0	0	0	152	0	0	0	0	223	609	0	0	0	0	20	235	0	0	210	5162	0	0	16859	0	0	4	0	10	513	0	0	0	0	0	0	0	0	0	0	43	0	65	0	50	0	0	0	0	0	27883	0	1389	5	76	0	0	6355	3	0	0	0	151	0	0	0	0	0	4	3	0	0	0	143	0	319
2.6.1.59	0	0	0	877	58	0	0	0	2175	921	0	123	58	254	0	151	0	2215	0	0	0	0	0	0	0	0	49	0	600	0	0	0	133	144	0	0	138	118	57	0	4058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	568	0	362	0	97	0	0	0	0	0	1612	0	260	0	29	0	0	1515	0	0	0	0	28	0	0	0	0	0	0	661	0	186	0	129	0	443
2.6.1.62	0	0	0	3019	760	0	0	107	24055	7346	0	182	1401	2488	16	714	0	2935	0	0	0	0	0	0	99	0	1195	1118	2853	0	0	0	316	36	0	0	213	667	17	0	10039	0	0	157	0	0	7926	0	0	0	0	2	200	0	0	0	55	7539	0	5906	0	425	0	0	4700	4	0	25389	0	416	43	241	23	198	2307	0	0	0	0	401	12	0	3	0	5	0	27686	0	10	0	2288	0	382
2.6.1.66	0	0	0	443	0	0	0	0	42	0	0	0	61	112	0	0	0	0	0	0	0	0	0	73	0	0	49	335	213	0	0	0	0	0	0	0	49	26	383	0	5469	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0	393	0	0	0	0	40	0	0	8327	0	427	0	0	0	0	2024	0	0	0	0	20	0	0	0	0	0	0	0	0	505	0	0	0	0
2.6.1.7	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.6.1.76	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	181	0	1234	0	0	0	0	0	86	118	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	35	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	0	609	0	405	0	0
2.6.1.77	0	0	0	153	0	0	0	0	0	0	0	74	206	151	0	32	0	1862	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	68	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	53	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	315
2.6.1.81	0	0	0	1332	45	0	0	0	272	71	0	0	191	127	0	109	0	97	0	0	0	0	0	0	85	0	175	525	0	0	0	0	0	0	0	4	0	133	0	0	12182	0	0	0	0	0	37	4	4	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	7	22142	0	1351	0	0	0	0	1993	0	0	0	0	27	9	0	0	7	0	0	0	0	0	0	229	0	0
2.6.1.82	0	0	3	1693	0	0	0	0	2000	442	0	4	384	481	0	332	0	1519	0	0	0	0	0	0	3	0	460	2062	570	0	0	0	99	32	0	10	305	371	0	0	17021	129	0	147	0	0	0	0	0	0	0	0	24	0	0	0	0	1397	0	1068	0	200	0	0	1223	0	3	27804	0	1064	33	0	23	0	6074	4	0	0	0	338	0	0	10	0	0	0	4730	0	0	12	525	0	140
2.6.1.83	4	0	0	7430	544	0	20	85	86772	30484	4	502	3696	5298	12	756	0	28661	0	0	0	0	17	2331	34	0	2798	6095	15307	0	11	0	608	1092	164	3	70	4778	13280	0	8063	105	5	4082	45	27	53280	0	11	0	0	4	1197	0	5	0	12	33447	0	23870	0	1032	0	0	28036	4	38	66921	5	395	88	3783	39	320	2004	0	0	0	15	2686	26	15	0	17	0	0	102211	0	12886	4	3293	0	2905
2.6.1.85	14	0	0	5592	1013	31	6	0	22629	8392	0	783	865	2558	0	123	0	14880	0	7	0	174	11	703	69	4	503	3635	7624	0	0	0	334	602	41	13	1386	45253	4226	10	17001	285	0	1848	38	0	63380	0	0	0	0	9	62	33	4	0	36	12481	0	12948	0	2186	5	0	2816	0	6	43304	10	800	95	1185	0	228	3990	8	0	13	0	458	9	0	0	7	0	0	18642	0	5505	0	668	0	1982
2.6.1.87	0	0	0	5484	120	0	17	0	42399	14276	0	752	690	1022	4	434	5	3839	0	5	0	0	0	866	9	0	518	3115	5316	0	41	0	149	389	84	0	371	688	5557	0	30650	57	0	1261	0	92	29	6	15	5	0	0	301	0	0	0	0	12482	0	9410	0	1434	0	0	9776	9	38	50180	6	905	182	1009	15	27	10288	0	0	0	8	910	21	9	11	22	0	11	49870	0	4755	5	2332	0	1554
2.6.1.88	0	0	0	1430	0	0	0	0	48	0	0	139	139	346	0	151	0	0	0	3	0	0	0	0	4	0	246	600	0	0	0	0	62	0	0	0	31	83	0	0	14037	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	37137	0	1638	3	14	0	0	3440	8	0	0	0	57	0	0	0	0	0	0	0	0	0	0	239	0	0
2.6.1.9	0	42	0	9384	1120	0	4	67	90070	35776	1450	1039	6075	13969	116	756	0	62179	3	57	0	416	0	2253	171	4	3835	6456	15562	850	14	0	150	14983	316	0	1057	38798	15026	0	16219	356	7	4698	0	50	75117	93	0	0	0	6	520	4	15	0	4	28481	0	23648	0	2342	0	0	20266	199	0	70147	0	784	393	19397	32	327	2343	5	0	0	21	2132	40	35	4	7	0	19	80709	9	16842	124	1969	0	41586
2.6.1.90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218
2.6.1.92	0	0	0	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0
2.6.1.98	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	2402	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.6.99.2	0	0	0	5131	692	0	0	410	172	51	0	22	321	703	0	711	0	223	0	0	0	0	0	0	0	0	991	709	0	0	0	0	358	13	0	0	343	228	9	0	14822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	14	0	38	0	0	100	0	0	20162	0	685	125	62	4	190	3738	0	0	4	0	206	0	0	0	0	0	0	0	0	10	0	1647	0	0
2.7.1.1	0	0	0	0	0	0	0	0	96	0	0	164	0	503	0	0	0	0	0	0	0	1084	0	0	0	0	0	0	34	0	0	0	0	1125	0	0	0	486	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	49	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2784
2.7.1.100	0	0	0	2008	248	0	0	73	1030	296	134	296	959	1338	0	110	0	9784	0	0	0	0	0	416	6	0	1191	131	2108	0	0	0	0	931	0	0	0	1428	2074	0	4904	17	0	609	0	0	289	0	0	0	0	0	0	81	0	0	0	2978	0	2180	0	584	0	0	1351	0	0	8772	0	315	50	1206	0	41	1232	0	0	0	5	30	0	0	0	0	0	0	9366	0	2599	0	181	0	2172
2.7.1.105	0	0	0	0	0	0	7	0	16	0	1483	0	2317	1714	0	0	0	8435	0	0	0	0	7	0	0	0	862	0	328	492	45	0	0	13063	0	0	0	255	0	4	0	0	0	45	0	0	0	0	0	0	0	0	0	0	5	0	0	837	0	406	0	192	0	0	1302	5	0	0	0	0	10	14165	0	0	0	0	0	0	10	258	0	9	0	0	0	0	7277	8	0	0	0	0	33484
