CARD	ODIWGS86	ODIWGS87	ODIWGS88	ODIWGS89	ODIWGS10	ODIWGS11	ODIWGS12	ODIWGS13	ODIWGS14	ODIWGS15	ODIWGS16	ODIWGS17	ODIWGS30	ODIWGS18	ODIWGS31	ODIWGS32	ODIWGS19	ODIWGS33	ODIWGS34	ODIWGS35	ODIWGS36	ODIWGS50	ODIWGS37	ODIWGS51	ODIWGS38	ODIWGS52	ODIWGS39	ODIWGS53	ODIWGS54	ODIWGS55	ODIWGS56	ODIWGS70	ODIWGS57	ODIWGS71	ODIWGS58	ODIWGS72	ODIWGS59	ODIWGS73	ODIWGS74	ODIWGS75	ODIWGS76	ODIWGS90	ODIWGS77	ODIWGS91	ODIWGS78	ODIWGS92	ODIWGS79	ODIWGS93	ODIWGS01	ODIWGS02	ODIWGS03	ODIWGS04	ODIWGS05	ODIWGS06	ODIWGS07	ODIWGS20	ODIWGS08	ODIWGS21	ODIWGS09	ODIWGS22	ODIWGS23	ODIWGS24	ODIWGS25	ODIWGS26	ODIWGS40	ODIWGS27	ODIWGS41	ODIWGS28	ODIWGS42	ODIWGS29	ODIWGS43	ODIWGS44	ODIWGS45	ODIWGS46	ODIWGS60	ODIWGS47	ODIWGS61	ODIWGS48	ODIWGS62	ODIWGS49	ODIWGS63	ODIWGS64	ODIWGS65	ODIWGS66	ODIWGS80	ODIWGS67	ODIWGS81	ODIWGS68	ODIWGS82	ODIWGS69	ODIWGS83	ODIWGS84	ODIWGS85
OXA-590 [ARO:3005811]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CrcB [ARO:3005049]	0	21	0	24	0	2	0	6	28	0	0	0	0	147	0	0	0	0	111	0	0	0	0	0	57	0	3	0	0	0	0	0	0	0	3	133	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	1	19	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0
adeG [ARO:3000778]	0	0	0	0	29	0	12	40	17	0	27	0	0	31	0	0	0	0	0	13	0	0	55	0	7	0	0	0	0	0	0	59	0	30	0	0	2	0	1	76	0	1	0	80	0	0	0	6	0	0	0	119	12	0	0	0	13	0	13	0	0	0	19	0	1	46	582	112	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	1086	0	0	0	1	1
OXA-240 [ARO:3001499]	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OXA-664 [ARO:3004479]	0	13	0	3	12	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
Efae_ACT_CHL [ARO:3004458]	0	3	0	1	0	0	0	1	0	0	2	0	0	22	0	0	0	0	0	0	0	0	0	0	23	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	12	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
SCO-1 [ARO:3004856]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAC(6')-Ij [ARO:3002557]	0	0	0	6	0	0	0	27	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CIA-2 [ARO:3004769]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efac_ACT_CHL [ARO:3004456]	0	27	0	3	0	0	0	3	11	0	0	0	0	33	0	0	0	0	2	0	0	0	0	0	21	0	1	0	0	0	0	0	0	0	32	7	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	14	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OpmB [ARO:3004072]	0	0	1	0	15	0	0	42	6	0	6	0	0	19	0	0	0	0	0	13	0	0	1	1	16	1	0	0	13	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	30	23	0	0	0	0	0	0	0	0	0	0	0	0	19	77	0	0	0	0	0	0	0	0	1	0	0	12	0	0	0	0	1	0	15	0	175	0	0	0	0	0
mexN [ARO:3003705]	1	34	0	16	27	1	23	223	213	0	153	0	0	97	2	0	0	36	9	42	0	0	114	0	76	0	24	0	10	0	0	278	6	80	34	15	3	5	97	536	1	0	0	565	0	0	1	22	0	0	0	775	188	3	0	0	19	1	237	1	0	4	16	0	1	298	2948	61	63	14	1	26	0	23	15	73	0	2	85	1	0	0	28	1	104	1	1	5333	2	0	0	2	0
mepA [ARO:3000026]	0	4788	0	1002	1404	71	37	256	237	2	47	0	49	1626	15	0	0	1	878	0	1	1	9	0	334	1	988	3	0	1	0	2	0	8	1346	1238	0	2	13	63	0	0	0	71	0	1	5	2783	1	1	0	160	34	0	4	0	0	0	3677	4	4	177	1	0	1	168	4	291	1	1038	0	232	0	13	1201	5279	0	2	96	0	0	0	1266	2	151	0	2	1269	3	1	1	3	1
vanG [ARO:3002909]	1	2380	1	479	769	51	23	112	254	0	12	0	4	700	1	1	0	16	314	36	0	2	149	0	1163	1	341	15	24	1	0	10	1	3	1226	340	8	1	13	32	2	0	0	73	1	0	1	787	0	0	1	364	23	0	1	0	0	0	1283	0	0	82	2	2	20	80	182	112	25	509	0	151	0	0	892	383	1	1	103	0	2	0	463	2	49	3	0	1789	2	2	0	2	2
TEM-124 [ARO:3000986]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
patB [ARO:3000025]	10	41548	10	9429	11706	347	748	1931	2123	11	183	6	251	12164	40	1	2	16	4101	240	5	5	431	4	22691	1	8923	187	10	14	1	88	15	59	10485	5152	34	13	242	357	5	5	1	624	5	6	17	10224	5	46	3	3664	324	12	19	16	44	2	32029	173	18	1751	37	7	65	1322	564	2261	195	5889	1	1166	0	27	9422	9963	6	370	886	8	16	2	8396	15	1220	7	14	15444	24	10	7	15	8
QnrS3 [ARO:3002792]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SatA [ARO:3005045]	0	0	0	11	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	29	0	7	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	101	0	36	0	0	47	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dfrA15 [ARO:3003013]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	8	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OXA-642 [ARO:3005862]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OXA-368 [ARO:3001555]	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAC(3)-VIIa [ARO:3002541]	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OXA-542 [ARO:3005768]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAT-4 [ARO:3002897]	0	10	0	32	0	0	0	6	28	0	0	0	0	10	0	0	0	0	0	0	1	0	0	0	123	0	35	0	0	0	0	0	0	0	190	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	19	0	0	3	0	0	0	0	0	2	0	357	0	11	1	0	330	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1	0	1	0
MexW [ARO:3003031]	1	5	0	7	22	0	42	332	212	0	197	0	0	140	14	0	0	130	9	81	0	0	175	0	93	1	19	1	71	0	0	237	4	111	42	39	2	33	117	476	1	3	0	825	0	0	1	7	1	2	0	1130	140	16	0	21	79	0	233	15	0	2	26	1	21	352	2860	72	24	36	0	132	1	1	37	71	0	118	46	0	1	0	52	2	114	10	2	4900	0	1	0	2	0
otr(B) [ARO:3002892]	1	351	0	277	189	3	45	9	42	0	50	0	0	426	0	0	0	0	159	5	2	1	1	0	649	0	353	1	1	0	0	2	0	4	176	31	3	0	2	102	0	1	0	44	0	0	0	415	0	1	0	291	49	0	1	0	0	0	271	65	0	95	61	0	0	20	110	74	1	65	0	2	0	0	112	324	0	113	36	0	0	0	87	0	9	0	1	552	1	0	1	0	0
OXA-184 [ARO:3001476]	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OXA-838 [ARO:3005316]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spyo_ErmA_MLSb [ARO:3005099]	0	0	0	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	13	0	8	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	16	0	0	2	0	0	0	0	0	0	0	7	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PJM-1 [ARO:3007374]	0	75	0	8	0	0	0	1	2	0	0	0	0	7	0	0	0	0	11	0	0	0	103	0	347	0	5	0	2	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	2	0	0	0	0	6	2	0	0	0	0	0	0	4	0	0	0	0	6	0	0	0	0	0
dfrC [ARO:3002865]	0	219	0	71	229	37	1	34	1	0	0	0	2	150	0	0	0	2	325	0	0	0	1	0	431	0	71	0	0	0	0	53	0	1	96	99	0	0	12	62	1	0	1	6	0	0	0	188	0	0	0	26	12	0	1	0	3	0	396	0	0	12	0	1	0	53	248	114	1	96	0	14	0	0	59	779	0	0	12	0	1	0	59	0	0	0	0	222	0	0	0	0	1
PER-5 [ARO:3002367]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
farB [ARO:3003962]	1	1	0	23	48	1	95	187	91	0	43	0	0	176	0	0	0	25	11	42	2	0	34	0	84	0	42	0	3	0	0	318	17	1	23	19	0	1	0	712	0	7	0	71	1	0	0	47	0	0	0	558	36	0	0	2	0	0	168	37	2	5	31	1	0	90	2986	238	19	11	0	4	1	0	31	150	0	1	10	0	0	1	31	0	12	1	2	4775	2	0	0	0	0
vanD [ARO:3000005]	0	537	1	76	180	2	1	153	127	1	1	0	0	267	0	1	0	0	107	8	0	0	17	0	921	0	69	9	0	0	0	19	0	0	408	167	6	0	1	75	0	1	0	1	0	0	0	348	0	1	0	104	16	0	1	1	0	0	377	0	0	20	2	0	0	51	145	170	1	203	0	76	0	0	396	1	1	0	10	0	0	1	175	0	25	0	0	465	0	1	0	1	1
APH(4)-Ib [ARO:3002656]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRA-7 [ARO:3002486]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vanL [ARO:3002910]	0	988	0	204	357	25	7	73	106	0	0	0	6	521	3	0	0	0	155	12	1	1	38	0	1346	0	152	143	0	0	0	0	0	10	323	219	0	0	1	4	1	0	0	40	1	1	0	562	0	0	0	203	33	0	1	1	0	0	820	38	0	30	0	0	0	64	297	18	0	151	0	13	0	0	225	253	0	0	39	0	0	0	179	0	39	0	0	985	0	1	1	0	0
ECM-1 [ARO:3006882]	0	52	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vanS_in_vanG_cl [ARO:3002937]	1	3066	0	800	831	8	118	148	240	1	16	1	0	1707	1	0	0	1	214	25	1	1	43	0	1354	0	729	66	1	1	0	1	0	16	1359	291	1	5	24	34	0	1	1	49	1	1	1	555	0	1	0	511	47	0	2	1	0	0	2076	1	1	138	10	1	0	70	63	259	2	712	1	127	1	2	1012	1856	1	2	139	1	1	0	652	1	56	1	0	1096	3	1	2	1	0
IMI-16 [ARO:3006180]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kpne_KpnF [ARO:3004583]	0	0	0	0	13	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	14	0	0	0	0	0	0	34	0	1	0	0	0	0	0	71	0	0	0	9	0	0	0	0	0	0	0	79	1	0	0	0	0	0	20	0	0	0	0	0	0	12	486	0	14	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	6	0	0	630	0	0	0	1	0
FosA [ARO:3000149]	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDC-293 [ARO:3005298]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ykkC [ARO:3003063]	0	22	0	9	0	0	0	8	8	0	1	0	0	13	0	0	0	1	0	0	0	0	10	0	458	0	5	0	0	0	0	4	0	0	7	0	0	0	2	16	1	0	0	31	0	0	0	13	0	0	0	76	21	0	0	0	0	0	0	0	0	3	0	0	0	10	131	0	0	12	0	8	0	0	29	378	0	0	1	0	0	0	0	0	0	0	0	208	0	0	0	0	1
dfrA28 [ARO:3004551]	0	0	0	0	0	0	11	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tet(X1) [ARO:3005166]	0	0	0	6	0	0	15	0	28	0	125	0	0	11	0	0	0	0	0	0	1	0	0	0	1	0	11	0	0	0	0	0	0	51	5	0	0	4	55	0	0	0	0	654	0	0	0	3	0	0	0	702	64	2	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	0	4	1	7	0	0	56	0	0	0	1	0	0	0	0	21	0	1	0	1	2
lnuA [ARO:3002835]	0	115	0	110	0	0	0	23	25	0	5	0	0	67	0	0	0	0	1	0	0	0	0	0	84	0	81	0	0	0	0	0	0	0	2	1	0	0	3	0	0	0	0	6	0	0	0	7	0	0	0	12	0	0	0	0	0	1	0	0	0	12	0	0	0	13	0	0	0	7	0	7	0	0	0	0	0	0	1	0	0	0	44	0	3	0	0	7	0	0	0	0	0
dfrA21 [ARO:3003017]	0	4	0	16	67	1	0	0	1	0	0	0	0	32	0	0	0	0	5	0	0	0	0	0	38	0	6	0	1	0	0	0	0	0	33	16	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	19	0	0	0	0	2	0	22	0	0	0	0	0	0	0	2	1	0	8	0	0	0	0	17	114	0	0	0	0	0	0	2	0	0	0	0	61	0	0	0	0	0
tsnR [ARO:3003060]	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	14	18	0	0	0	0	0	0	0	0	5	0	0	30	0	0	0	0	0
OXA-786 [ARO:3005989]	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAC(6')-Ib7 [ARO:3002578]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	1	0	0	0	84	0	0	0	0	0	0	0	0	1	0	0	65	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1042	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0
AAC(3)-IVa [ARO:3002539]	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0
erm(45) [ARO:3004595]	0	1	0	210	113	0	0	0	6	0	6	0	0	7	0	0	0	1	0	8	0	0	160	0	438	0	346	0	0	0	0	0	0	1	229	0	0	0	0	0	0	0	0	81	0	0	0	1	0	0	0	51	0	0	0	1	3	0	216	4	0	41	6	0	0	0	0	60	0	150	0	16	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0
AAC(6')-IIb [ARO:3002595]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAC(6')-Ip [ARO:3002559]	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
mphE [ARO:3003741]	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	3	0	0	16	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	2	0	0	0	46	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1477	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAC(3)-Ib [ARO:3002530]	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QepA4 [ARO:3004379]	0	0	0	5	0	0	0	0	0	0	0	0	0	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Erm(31) [ARO:3000598]	0	2	0	0	57	0	0	0	0	0	0	0	0	1	0	0	0	0	40	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0
aadA12 [ARO:3002612]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ugd [ARO:3003577]	7	34565	3	4595	3239	648	298	628	1025	8	139	8	230	4729	21	1	2	61	3959	139	2	1	281	24	4659	2	4938	22	32	7	0	179	114	76	4334	5573	6	92	90	698	1	4	0	1110	2	5	8	11880	4	10	3	2699	201	4	12	17	121	2	8780	32	14	592	34	1	59	354	1638	646	74	2108	1	792	23	100	3366	19	2	25	386	4	5	3	7186	7	867	6	13	6347	10	3	8	3	6
APH(3')-VIIa [ARO:3002654]	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	18	0	1	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	32	0	19	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMY-73 [ARO:3002086]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mphM [ARO:3003767]	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	271	10	0	106	0	1	2	1	365	0	0	0	0	0	0	0	5	2	0	0	351	7	0	0	0	0	0	0	0	0	0	1	0	0	0	9557	1	19	69	0	1	0	2	165	8	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0
mtrA [ARO:3000816]	0	49	0	68	34	0	0	34	0	0	0	0	0	36	0	0	0	0	5	0	0	0	0	0	2	0	47	1	0	0	0	0	0	0	49	13	0	0	0	41	0	0	0	1	0	0	0	36	0	0	0	13	0	0	0	1	0	0	114	0	0	10	0	0	0	6	63	34	0	19	0	5	0	0	85	0	0	0	0	0	0	0	6	0	0	0	0	112	0	0	0	0	0
