CARD	ODIWGS86	ODIWGS87	ODIWGS88	ODIWGS89	ODIWGS10	ODIWGS11	ODIWGS12	ODIWGS13	ODIWGS14	ODIWGS15	ODIWGS16	ODIWGS17	ODIWGS30	ODIWGS18	ODIWGS31	ODIWGS32	ODIWGS19	ODIWGS33	ODIWGS34	ODIWGS35	ODIWGS36	ODIWGS50	ODIWGS37	ODIWGS51	ODIWGS38	ODIWGS52	ODIWGS39	ODIWGS53	ODIWGS54	ODIWGS55	ODIWGS56	ODIWGS70	ODIWGS57	ODIWGS71	ODIWGS58	ODIWGS72	ODIWGS59	ODIWGS73	ODIWGS74	ODIWGS75	ODIWGS76	ODIWGS90	ODIWGS77	ODIWGS91	ODIWGS78	ODIWGS92	ODIWGS79	ODIWGS93	ODIWGS01	ODIWGS02	ODIWGS03	ODIWGS04	ODIWGS05	ODIWGS06	ODIWGS07	ODIWGS20	ODIWGS08	ODIWGS21	ODIWGS09	ODIWGS22	ODIWGS23	ODIWGS24	ODIWGS25	ODIWGS26	ODIWGS40	ODIWGS27	ODIWGS41	ODIWGS28	ODIWGS42	ODIWGS29	ODIWGS43	ODIWGS44	ODIWGS45	ODIWGS46	ODIWGS60	ODIWGS47	ODIWGS61	ODIWGS48	ODIWGS62	ODIWGS49	ODIWGS63	ODIWGS64	ODIWGS65	ODIWGS66	ODIWGS80	ODIWGS67	ODIWGS81	ODIWGS68	ODIWGS82	ODIWGS69	ODIWGS83	ODIWGS84	ODIWGS85
dfrA3 [ARO:3003105]	0	289	0	52	875	28	1	65	60	0	5	0	0	446	0	0	0	3	97	8	0	0	0	0	378	0	100	4	0	0	0	8	40	1	144	127	0	1	1	36	2	0	0	28	4	0	0	268	0	0	0	46	0	0	1	0	0	0	1653	0	1	9	0	0	0	19	250	303	2	105	1	0	16	0	129	1302	0	1	10	1	0	0	44	0	2	0	0	981	1	0	0	0	0
tet(K) [ARO:3000178]	0	67	0	21	15	0	10	0	0	18	0	0	0	2	33	0	0	0	5	2	0	0	0	0	1	0	30	0	0	20	0	0	0	59	10	0	0	0	0	0	0	0	0	0	0	0	15	44	0	0	0	0	0	0	30	0	0	0	13	0	30	1	0	0	0	0	39	0	32	10	25	13	10	57	10	171313	0	29	0	0	29	0	0	0	0	0	0	12	0	0	0	0	0
ErmT [ARO:3000595]	0	1	0	41	26	0	0	0	22	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	41	0	74	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	12	0	0	0	9	0	0	0	4	0	0	0	0	0	0	44	0	0	9	0	0	0	0	1	1	0	22	0	37	0	0	41	0	0	0	0	0	0	0	1	0	0	0	0	22	0	0	0	0	0
MCR-3.34 [ARO:3007268]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
CMY-37 [ARO:3002048]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL-1 [ARO:3004734]	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	4	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tet(J) [ARO:3000177]	0	0	0	1	0	0	0	2	0	0	10	0	0	131	0	0	0	0	0	0	0	0	0	0	12	0	2	0	0	0	0	20	0	0	7	8	0	1	0	60	0	0	0	0	1	0	0	17	0	0	0	27	0	0	0	0	0	0	7	1	0	1	0	0	0	3	334	0	0	4	0	0	0	0	0	682	0	0	6	0	1	0	0	0	4	0	0	4	0	0	0	0	0
cmlv [ARO:3002700]	0	0	2	29	13	0	1	0	45	0	26	0	0	120	0	0	0	22	3	1	0	0	0	0	117	0	6	0	0	0	0	30	6	1	37	0	0	0	7	32	1	0	0	70	1	1	0	4	0	0	0	88	29	0	0	1	0	0	29	0	0	3	30	0	0	10	197	10	0	3	0	0	0	0	24	133	0	0	6	0	0	0	0	0	7	2	0	263	0	0	0	0	0
CFE-2 [ARO:3004464]	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0
APH(3')-Ia [ARO:3002641]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0
catIII [ARO:3002685]	0	89	0	1	231	0	6	0	0	0	0	0	0	22	0	0	0	0	1	0	0	0	0	0	29	0	0	1	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	32	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	1	0	3	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0
mgtA [ARO:3000462]	0	1	0	0	8	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
MCR-3.13 [ARO:3007269]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
salD [ARO:3007028]	1	1305	0	321	584	32	52	132	111	1	18	0	0	733	2	0	1	4	153	7	0	1	53	0	1027	0	411	8	1	0	0	1	2	10	454	166	4	0	1	45	1	0	0	1	1	1	2	344	0	1	0	171	27	0	0	0	1	0	1485	8	1	60	0	0	0	35	20	147	12	252	0	67	1	0	406	1390	1	0	19	0	1	0	294	2	63	0	1	607	2	2	2	0	1
OXA-18 [ARO:3001413]	0	0	0	0	0	14	4	0	0	0	0	0	0	70	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHA-15 [ARO:3002146]	0	26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	9	0	0	0	0	74	0	0	0	0	0
Nfar_rox [ARO:3007210]	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	10	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaC [ARO:3007182]	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALG6-1 [ARO:3006893]	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
OXA-157 [ARO:3001462]	0	22	0	8	6	0	0	7	0	0	0	0	0	19	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
mphK [ARO:3004541]	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	155	2	0	297	0	0	0	0	218	0	0	0	0	0	0	0	0	1	0	0	108	2	0	0	0	0	0	0	0	0	0	1	0	0	0	3888	0	1	129	0	7	0	0	469	79	0	0	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0
MuxC [ARO:3004075]	0	144	1	29	110	0	32	545	219	0	152	0	0	157	0	0	0	78	23	34	1	0	119	2	99	0	28	4	2	0	0	482	40	35	40	41	10	11	59	1078	1	0	0	346	0	0	0	20	0	0	2	830	103	0	0	2	50	0	303	17	0	0	9	0	1	370	5220	325	61	17	0	2	20	2	49	69	0	77	76	0	1	0	78	1	79	11	0	9870	0	2	2	4	1
ACT-36 [ARO:3003171]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
MCR-4.3 [ARO:3004695]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FosA8 [ARO:3007371]	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
SHV-24 [ARO:3001082]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ParS [ARO:3005067]	1	2412	0	132	211	0	0	119	155	0	12	0	0	400	2	0	0	1	33	0	0	0	1	0	422	0	155	12	0	0	0	16	0	0	269	92	0	3	8	94	0	0	0	34	1	0	1	106	1	0	0	192	4	0	0	0	0	0	533	0	0	37	0	1	0	103	365	221	1	177	0	38	0	2	209	44	0	0	5	0	0	0	519	1	48	0	2	907	0	0	1	0	0
OXA-236 [ARO:3001677]	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AXC-1 [ARO:3006897]	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEDO-2 [ARO:3003714]	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	9	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANT(4')-Ia [ARO:3002623]	0	21	0	0	0	0	2	0	0	8	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	3	0	0	11	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0	5	0	0	0	0	0	9	0	0	0	0	0	7	0	6	0	4	3	0	68	0	52414	0	4	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
LpeB [ARO:3004100]	0	604	0	25	96	0	35	271	136	0	111	0	1	188	5	0	0	45	15	35	0	0	111	0	43	1	20	3	5	1	0	157	0	43	145	149	0	10	50	361	2	1	0	523	0	0	0	37	1	0	0	646	148	0	0	10	10	0	342	0	0	2	11	0	0	253	1326	256	7	129	0	124	0	0	174	42	1	56	15	1	1	0	284	0	40	1	0	2748	1	1	0	0	0
Scoh_vga(E) [ARO:3004715]	0	2541	0	580	611	26	31	291	305	4	42	0	4	1031	4	1	0	19	235	25	0	0	100	0	3007	0	503	26	3	0	0	4	1	5	844	236	1	1	18	41	0	1	0	141	0	1	1	555	1	0	0	439	33	0	0	0	1	0	1440	79	2	91	17	1	1	217	179	66	3	449	0	81	0	3	689	799	0	40	75	0	1	1	392	1	83	0	1	1140	0	0	0	0	0
LUT-2 [ARO:3006944]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEM-72 [ARO:3000938]	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0
ACC-3 [ARO:3001817]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEM-186 [ARO:3001046]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OXA-55 [ARO:3001813]	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OXA-583 [ARO:3005804]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRA-13 [ARO:3002484]	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cmlA5 [ARO:3002695]	0	34	0	0	0	0	11	0	18	0	0	0	0	19	0	0	1	1	4	0	0	0	9	0	26	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0	0	20	0	0	0	26	0	0	0	1	2	0	0	0	0	0	3	40	0	0	0	0	0	0	107	0	0	1	0	0	0	0	0	195	0	0	0	0	0	0	6	0	0	0	0	249	0	0	0	0	0
Paer_catB7 [ARO:3002679]	0	45	0	37	2	0	4	1	21	0	1	0	2	115	0	0	0	0	7	0	0	0	0	0	15	0	29	0	0	0	0	9	24	0	19	30	0	0	1	1	0	0	0	0	0	0	0	55	0	0	0	35	7	0	0	0	1	0	42	0	0	6	1	0	0	11	2	0	0	18	0	14	0	0	37	669	0	0	0	0	0	0	4	0	0	0	0	30	0	0	0	0	0
OXA-363 [ARO:3001550]	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vanI [ARO:3003723]	0	978	0	162	523	2	8	187	99	1	0	0	48	445	0	0	0	0	335	12	1	1	78	0	1721	0	104	10	0	1	0	50	22	1	494	228	0	1	8	29	0	0	0	7	0	1	0	620	0	0	0	145	24	0	0	1	1	0	1071	1	0	32	0	0	1	63	263	33	1	253	0	142	0	12	334	12	1	8	37	0	0	0	267	1	44	0	0	1721	0	0	2	1	0
vanB [ARO:3000013]	0	338	0	104	55	9	2	62	110	0	1	0	59	303	0	0	0	1	334	9	0	0	3	0	359	0	52	0	1	0	0	6	0	1	160	339	0	0	2	0	0	1	0	2	0	0	0	637	0	1	0	16	2	0	0	0	0	0	70	2	0	18	0	0	0	37	65	0	0	79	0	1	0	0	183	2	0	1	5	0	0	0	173	1	44	0	0	178	0	0	0	0	0
MCR-8.2 [ARO:3007229]	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0
vanR_in_vanL_cl [ARO:3002927]	3	9572	2	2539	2939	23	193	327	447	5	51	3	73	3296	3	2	0	3	460	80	0	2	27	1	2995	1	2538	132	1	3	0	39	5	8	2895	830	1	5	10	194	1	1	1	67	0	1	5	1260	0	7	1	860	102	3	0	1	0	0	7002	18	3	448	29	1	3	198	189	533	13	1610	2	534	1	81	2501	2437	0	96	250	5	5	3	2252	2	143	10	4	3183	2	1	0	4	0
mphN [ARO:3004542]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	12	1	0	202	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	1	0	0	0	0	0	0	0	0	458	0	0	141	0	13	0	0	262	1	0	0	60	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OXA-477 [ARO:3003634]	0	71	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
BahA [ARO:3003984]	0	1	0	0	0	0	0	4	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	11	0	0	0	0	0
tetA(60) [ARO:3004035]	8	28669	6	4987	6930	116	290	1673	1607	14	76	8	179	11079	13	0	2	24	2545	100	3	0	115	4	14289	4	4783	184	25	10	1	94	7	25	7932	3042	6	7	98	192	7	3	0	111	1	8	6	6103	4	26	0	2254	139	3	4	9	24	2	18220	229	9	998	36	2	2	1259	677	1325	143	3449	1	788	4	63	6523	8234	0	156	807	6	12	3	6266	18	1074	0	11	12102	18	2	10	6	7
CMY-105 [ARO:3002117]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
DHA-2 [ARO:3002133]	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OXA-204 [ARO:3001788]	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FosA2 [ARO:3002804]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRA-2 [ARO:3002485]	0	3	0	18	0	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	13	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	40	0	0	0	0	2	0	0	0	0	0
PER-14 [ARO:3006135]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
vanS_in_vanN_cl [ARO:3002940]	1	3749	0	470	652	7	37	140	187	0	2	0	0	1103	1	0	0	1	105	1	0	1	1	0	1072	0	396	11	6	0	0	0	0	3	1233	68	4	0	10	0	1	0	0	0	0	0	1	330	0	1	0	273	21	2	0	0	1	0	1584	0	1	84	0	0	16	46	1	113	28	544	0	210	0	36	1145	1018	1	1	165	2	0	0	752	1	49	0	1	1050	1	0	0	2	1
OXA-114c [ARO:3005703]	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sepA [ARO:3007012]	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	2	0	0	8	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANT(3'')-IIa [ARO:3004089]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAC(6')-Iu [ARO:3002565]	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ecol_mdfA [ARO:3001328]	0	28	0	1	5	0	2	26	28	0	51	0	1	32	0	0	0	52	6	0	0	0	6	0	26	0	2	12	0	0	0	212	0	6	43	1	0	0	0	412	0	0	0	61	0	0	0	5	0	0	1	206	17	0	0	2	0	0	80	11	0	1	6	0	0	56	2019	117	0	19	0	2	0	0	104	0	0	0	0	0	0	0	1	0	3	18	0	3980	0	1	1	1	0
tet(32) [ARO:3000196]	2	3811	1	1589	945	20	67	248	359	3	55	0	61	1645	16	0	1	7	409	44	0	0	132	0	4621	0	1797	21	4	0	0	36	1	6	1673	320	3	6	24	212	2	1	0	149	0	0	0	923	0	2	0	964	89	10	1	2	9	0	1992	26	2	230	27	1	21	140	406	378	20	1287	1	370	1	34	1302	156	1	0	150	1	0	0	912	0	80	1	1	1604	1	1	2	5	1
OXA-275 [ARO:3001731]	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
